# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(4,7),(4,25),0.0135668 # DEPENDENCYPART_SIBL
(4,7),(4,28),-0.000663398 # DEPENDENCYPART_SIBL
(4,7),(4,29),-0.0133474 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0313264 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00751149 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0243119 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0378332 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0160753 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0407438 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0040103 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.0160753 # DEPENDENCYPART_SIBL
(4,8),(4,25),0.0185754 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.00989222 # DEPENDENCYPART_SIBL
(4,8),(4,29),-0.00698546 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0417602 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0517042 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.025286 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0257081 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0341323 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0128991 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.0257081 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.0411797 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.0402576 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.000202094 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.00747475 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0341575 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0689922 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.115545 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0251049 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0689922 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.0235096 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.013963 # DEPENDENCYPART_SIBL
(4,10),(4,29),0.0411356 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0426874 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0175478 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0591056 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.00995883 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0175478 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.00653553 # DEPENDENCYPART_SIBL
(4,13),(4,28),-0.0145601 # DEPENDENCYPART_SIBL
(4,13),(4,29),-0.0148149 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0752234 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.136278 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0460117 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0752234 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0415939 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.0435356 # DEPENDENCYPART_SIBL
(4,14),(4,29),0.00630002 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0186152 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.0475261 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.055277 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.000487504 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.0858863 # DEPENDENCYPART_SIBL
(4,18),(4,29),-0.0106658 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0290738 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.00348463 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.018326 # DEPENDENCYPART_SIBL
(4,19),(4,28),-0.0372198 # DEPENDENCYPART_SIBL
(4,19),(4,29),-0.13794 # DEPENDENCYPART_SIBL
(4,23),(4,24),0.0291759 # DEPENDENCYPART_SIBL
(4,23),(4,25),-0.055431 # DEPENDENCYPART_SIBL
(4,23),(4,28),-0.0303176 # DEPENDENCYPART_SIBL
(4,23),(4,29),-0.00814873 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.000487504 # DEPENDENCYPART_SIBL
(4,24),(4,28),0.0858863 # DEPENDENCYPART_SIBL
(4,24),(4,29),-0.0106658 # DEPENDENCYPART_SIBL
(4,25),(4,28),0.0610664 # DEPENDENCYPART_SIBL
(4,25),(4,29),0.0379642 # DEPENDENCYPART_SIBL
(4,28),(4,29),-0.00516908 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.037987 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0376109 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0692389 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0359874 # DEPENDENCYPART_SIBL
(5,1),(5,8),1.70531e-05 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00202866 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0289302 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0165009 # DEPENDENCYPART_SIBL
(5,1),(5,29),-0.020712 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00857042 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0458688 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0624403 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0668256 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0681542 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.105125 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0910055 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.192155 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0826874 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0198334 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00761712 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0207494 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0317743 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0467245 # DEPENDENCYPART_SIBL
(5,4),(5,29),-0.0259765 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0706861 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.154988 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0409856 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0854077 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.155132 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.0809357 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.124226 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0157333 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0260815 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.124465 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.038247 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0202201 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0841537 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.242682 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.00290716 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0739766 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.168601 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.0672665 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0806104 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.00411646 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0254437 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0142008 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0205677 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0110373 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0122519 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0434175 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0247269 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00284036 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0231195 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0359218 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0218973 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0145628 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0143441 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0324758 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0213358 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0751426 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.110142 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0290782 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.067144 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.457857 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0317646 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00996684 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0298697 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0138205 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0487869 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0441104 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0504861 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0367055 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0523709 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00233984 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0034361 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0131111 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00445712 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0196369 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0688717 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0233814 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0396612 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0545938 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0349764 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0486632 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.00133435 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0232246 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.00133435 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.0577694 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0573209 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0387233 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00603498 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0563321 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0373899 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0469078 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0151305 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0348554 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0349093 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0132407 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00730184 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0132407 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.135802 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.069281 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00339337 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.228619 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00528191 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00115903 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0156166 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0572238 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0917913 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.178959 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0227947 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.178959 # DEPENDENCYPART_SIBL
(8,3),(8,29),0.0545168 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0100601 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.173155 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0273185 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0570066 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0666871 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0244591 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0842915 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0538505 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0601818 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0538505 # DEPENDENCYPART_SIBL
(8,4),(8,29),0.00228423 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0166165 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00300752 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.116342 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00357554 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0127302 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0540732 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0175784 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0367329 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0175784 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.016078 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0988216 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.164787 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.448589 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.123973 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.188318 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.034149 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.144651 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.034149 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.136272 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0634168 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.046052 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0376436 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0335105 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0536447 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0322653 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0536447 # DEPENDENCYPART_SIBL
(8,7),(8,29),0.00222226 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0357315 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0428297 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0255625 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0413837 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0172487 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0413837 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.021796 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00991441 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0596232 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0129047 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.080281 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0129047 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.0391445 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0383539 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0314507 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0165567 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0314507 # DEPENDENCYPART_SIBL
(8,13),(8,29),0.00131641 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00706477 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.111505 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.00706477 # DEPENDENCYPART_SIBL
(8,14),(8,29),-0.00710368 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0672566 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0815397 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.00478734 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.017603 # DEPENDENCYPART_SIBL
(8,19),(8,29),-0.118752 # DEPENDENCYPART_SIBL
(8,24),(8,29),0.00478734 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00381061 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0212687 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0100171 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0122386 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00101838 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0199042 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0772187 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0211664 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0456509 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0231615 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0308274 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.102803 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0365238 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0308274 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0423585 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.120543 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0126387 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.027043 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0100863 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00601658 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0127152 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0490407 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0209731 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0608006 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00898512 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00503313 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0255761 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0218367 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.00503313 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0778592 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0987984 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0149161 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0612286 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00617816 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0110351 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0832084 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0341406 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0899358 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0272956 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0351357 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.055916 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0584005 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0351357 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0590854 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.135044 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00947034 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00733171 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00450769 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.017151 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0439952 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00446568 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0749296 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0192414 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00983728 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0162368 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0192414 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0562193 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0567115 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00349362 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0209554 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.227997 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0443774 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.242544 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0733734 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0456415 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0778435 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0237107 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0456415 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0104397 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0157121 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.000407283 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.071039 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0151013 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0472524 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0102053 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0300201 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.036856 # DEPENDENCYPART_SIBL
(9,7),(9,21),-1.64304e-05 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0300201 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.00973558 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0318536 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0848252 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00475177 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0866043 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0341571 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0560143 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0588167 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0606622 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0560143 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0690268 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.119368 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.110613 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.281852 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.120382 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.128604 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.140263 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.138302 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.128604 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.170401 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0519533 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0633177 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0220558 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00290339 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0260962 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0527025 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00290339 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0119935 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0367726 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0940949 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.140207 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.17023 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0918471 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.140207 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.225933 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.112289 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0454335 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0390693 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0571641 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0454335 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0209645 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0460299 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0224601 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0139766 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0103606 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.0443604 # DEPENDENCYPART_SIBL
(9,18),(9,29),0.00953899 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0627589 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.00331585 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.0349931 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.0451965 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0803005 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.0010459 # DEPENDENCYPART_SIBL
(9,21),(9,29),0.03287 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.0443604 # DEPENDENCYPART_SIBL
(9,24),(9,29),0.00953899 # DEPENDENCYPART_SIBL
(9,25),(9,29),-0.0291802 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0642104 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00204148 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.048564 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00167204 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0748988 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0575657 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0209618 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0869063 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0784357 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0889315 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0589775 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.11563 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0988547 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.055054 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.00285472 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00738196 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00766538 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0144169 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0253664 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00510106 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0440428 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0138001 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0076626 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0094739 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0414988 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.122661 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.110134 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0394589 # DEPENDENCYPART_SIBL
(10,5),(10,29),0.0829173 # DEPENDENCYPART_SIBL
