# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(7,9),(7,16),-0.0348566 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0531986 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0140454 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.155942 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0578933 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0541433 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0168475 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00187927 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0480782 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0886095 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0105608 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0641351 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0924286 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0707859 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0844577 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.148842 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.130761 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00326243 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0679067 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0192699 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0165264 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0235355 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0570147 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0174032 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0459961 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0425553 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0360711 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.032218 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.00869737 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0892876 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0907565 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0497405 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0149198 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0447762 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0377612 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0288762 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0383714 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0374071 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00152176 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0464678 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0350803 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00609791 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.198027 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0341652 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0449002 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00815467 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0437867 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.100714 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0476673 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0344143 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0836456 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0759978 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0499638 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.118224 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0942402 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00729334 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0639308 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0574193 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.16631 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.11294 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0143263 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0657945 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00514911 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.10905 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0358264 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.417472 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0609418 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0380426 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0356022 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0924611 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.126527 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0736455 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00789996 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0388367 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0237937 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.117519 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0601525 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0596753 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0333671 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0416308 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0434561 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0248264 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.033302 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0194096 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0956289 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.042384 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0584375 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00297444 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0780815 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.112578 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0596972 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0435537 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0607547 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0105753 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0131545 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.14926 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0023745 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.205233 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.05065 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0482191 # DEPENDENCYPART_SIBL
(10,4),(10,14),-6.19803e-05 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0281464 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.125542 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0109109 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00812728 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0609418 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0380426 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0356022 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0924611 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.126527 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0736455 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00789996 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0388367 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0237937 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.117519 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0601525 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0596753 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0121753 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00510007 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00103126 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0746013 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0796312 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0428706 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00449864 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0562174 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0865329 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0316713 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0513643 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.019774 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0414947 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0487991 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0163653 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0143962 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0250947 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0100087 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0261577 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00146178 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0821009 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.072399 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.135373 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.243912 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.106289 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.462058 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0295365 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0930132 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0134408 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0401656 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.192446 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0730151 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0194503 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0202942 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0351624 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.096148 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00144048 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.000605654 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0362229 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0110376 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0336813 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0395657 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.067261 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0507521 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0890519 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00254624 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.014409 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0105282 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00605463 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00719741 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0282474 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0285759 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0203382 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00191517 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0187211 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0174067 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0289573 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0375381 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0147557 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00577074 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0403355 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0451487 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0280255 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0168307 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0581299 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00203765 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0420005 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.00788677 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00302078 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0625468 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.00788677 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0262271 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0542266 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0606993 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0643077 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0486997 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.017628 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00381221 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0148683 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0765983 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0213165 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0309599 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0386982 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00161361 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0488171 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0402993 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0338858 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0140364 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00466254 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0513638 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.1404 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0484376 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0158742 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0534557 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0336648 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.127409 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0128467 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.079862 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.00260768 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0257527 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00873994 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00710617 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0509683 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0451628 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0154832 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0893017 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0321316 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0397103 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0137377 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0119575 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00593628 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0397439 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0579892 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.122489 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0756928 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.140731 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0408425 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0577392 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0413882 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0512896 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0192783 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0402993 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0338858 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0140364 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00466254 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0513638 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.1404 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0484376 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0158742 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0534557 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0336648 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.127409 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0383666 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0317479 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.022087 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.06128 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0509518 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0382488 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0974422 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0269063 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.029687 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0353388 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.019681 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0281872 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0107488 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0307047 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0718212 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0735966 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0397598 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0685345 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0370324 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0531863 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0369352 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00380155 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0178188 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0675012 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0196282 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0238153 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.000184227 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0792975 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.134594 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0401095 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0610975 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0372873 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0526804 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0188751 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.148493 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.036452 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0469882 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0277662 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0122557 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.216195 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0808254 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.119146 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0321845 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.030975 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.125205 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0887231 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0693832 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0364297 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00372954 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.029909 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00401229 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00162491 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0308893 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0226342 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0553976 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0244217 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0382158 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0244217 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0527164 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0230459 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0344574 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.00152326 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.011233 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00359351 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.112602 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0390706 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0728711 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0055627 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0102468 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0334295 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00210778 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00691596 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0169717 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0339779 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0193776 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0595205 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0582437 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.141236 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0946772 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0638913 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0397177 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.042208 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0624475 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0502221 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0649168 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.061769 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0817536 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.118079 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0334295 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00210778 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00691596 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0169717 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0339779 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0193776 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0595205 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0582437 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.141236 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0113547 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00939629 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0490427 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0343962 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0144421 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0731532 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0280901 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.114591 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00767004 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0119278 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0383925 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0311377 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0636151 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0677781 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0349977 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0290657 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0447571 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0111583 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0347494 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.02449 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0195962 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.242958 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.141372 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.166688 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.221613 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.328243 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0558092 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.179337 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.101605 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0165618 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00861899 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0142286 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0386878 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0584641 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0679946 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0239409 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.015017 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0256105 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.015017 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.01667 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00947593 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0213897 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0200301 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0354433 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0313954 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.115679 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.034811 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0620731 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.140218 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0213724 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.065146 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0205915 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0293541 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0052323 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.00661606 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0691942 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00765995 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0405967 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0178573 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0261108 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0866928 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0534607 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0284112 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0150523 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0188419 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.017845 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.040383 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0245529 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0930837 # DEPENDENCYPART_SIBL
