# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(5,6),(5,19),0.0231817 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0421828 # DEPENDENCYPART_SIBL
(5,6),(5,27),0.0185653 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0325919 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0165624 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0382798 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0197091 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00676796 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0490592 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.036113 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0197091 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0395497 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.034229 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0386018 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0109404 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0391199 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.00156894 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0163041 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0294191 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0177454 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00156894 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0453673 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0215996 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0469187 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00767449 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0711263 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0108209 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0307293 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0263843 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0711263 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0106009 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0110222 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.00826922 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.000832311 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0141874 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0346078 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0228068 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.000832311 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0470609 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0173844 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0486123 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0437457 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0184065 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00844813 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00784098 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0247582 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0443276 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.0262037 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0215029 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0151274 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0178314 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0362275 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0378781 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.0362442 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0461529 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0106013 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0350282 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0411536 # DEPENDENCYPART_SIBL
(5,13),(5,27),-0.0348657 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0153606 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.035521 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00904049 # DEPENDENCYPART_SIBL
(5,15),(5,27),-0.0330429 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0247582 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0443276 # DEPENDENCYPART_SIBL
(5,16),(5,27),0.0262037 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0240015 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.050889 # DEPENDENCYPART_SIBL
(5,20),(5,27),-0.0127975 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.024163 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0188998 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0363989 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0278735 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0475696 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0216628 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0476455 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.132354 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.579213 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.026718 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0873171 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0276086 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0275521 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0204831 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00414053 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0481557 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00838932 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.117539 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00149927 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.00837884 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00812529 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0208419 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0623606 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0142249 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0281012 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0142181 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.118409 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0688031 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0168621 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0699082 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00870599 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0184306 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00390488 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.017804 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0568647 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.021295 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00976642 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0139248 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0562804 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0633267 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0562644 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0674061 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0933625 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00687171 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0375103 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0128214 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0689122 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.000726064 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0178374 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0268698 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0386508 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.013707 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0352276 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0981028 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0279054 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0330026 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00691773 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0207844 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.026806 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0384602 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.170839 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0427231 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.048903 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00144822 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.023308 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0300962 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0286628 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0412034 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0274112 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0105826 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0203095 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.141891 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0105826 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0282657 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00259277 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.170638 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0315211 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0468668 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.126122 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0315211 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.173032 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0423103 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0114312 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0711231 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.021244 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0114312 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0406595 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.023925 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0439611 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.125979 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.023925 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.169982 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0958758 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00720866 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.058594 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00476795 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.015579 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0262649 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00798049 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00650065 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.119603 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00476795 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0100723 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0356958 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0343047 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0117362 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0644354 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0820624 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0329346 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0445336 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.870771 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0445324 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.11889 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0445336 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0433059 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0703155 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.104347 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0389661 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0489573 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.102925 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0462662 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0779918 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0711171 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00972873 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0720932 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0574604 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.222093 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00562921 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0720932 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0136722 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.327077 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.022034 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.00509599 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0515651 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0138987 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0605338 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0163389 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0080271 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.025167 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0680394 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0232355 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0425613 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.025167 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00573807 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0498084 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0306108 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.00708237 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00352095 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0629507 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0289249 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00787774 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0278182 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0432831 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.033552 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0235039 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0278182 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00523064 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0354454 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0108218 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.00429353 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.134998 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00224823 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0746881 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.024746 # DEPENDENCYPART_SIBL
(8,6),(8,12),-6.29553e-05 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0440419 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0412032 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.024746 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0734212 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0382826 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0550719 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.0555443 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0729482 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00809337 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0650854 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0221923 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0441314 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0103016 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0650854 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00614874 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0339663 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0245505 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.00127203 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0524447 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00572992 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0142203 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00663969 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.022849 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00572992 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0623901 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0121186 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.00403968 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0538537 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00457469 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00104473 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00614592 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0196791 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00457469 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0376766 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0259792 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0237257 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0335347 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0891292 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0371204 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0749575 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0639401 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0532537 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0637343 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0356354 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0693822 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0229269 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0459764 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0408859 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0734289 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.10055 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0390016 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.079023 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0130881 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0777636 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0259733 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0328864 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.00624031 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0317078 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0166379 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0560485 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0156102 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.044919 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0462156 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0532537 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0637343 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0356354 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0693822 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0144613 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0272343 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.0395823 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0201676 # DEPENDENCYPART_SIBL
(8,20),(8,27),0.0194067 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0615876 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.059037 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0271155 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0948082 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0634844 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.059037 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0748789 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0777793 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0725778 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0046059 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0253743 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0162599 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0221089 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0224443 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0256328 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0359879 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0189827 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0453288 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0442057 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0349627 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0293307 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0298891 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0308651 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0366018 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0361569 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.0348261 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0221089 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0224443 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.078978 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.127538 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0505471 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0508731 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0158948 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.000920754 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.042943 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0367755 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0158948 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0738835 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0348848 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0562268 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0596341 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0634499 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0571665 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0221635 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0442754 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00682876 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0571665 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00757247 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0364283 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.00291595 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0335327 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0343323 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0772266 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0447784 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0655043 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0343323 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00315619 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0256648 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0157564 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0166578 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0535371 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0370375 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0191519 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0166578 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0216939 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0022626 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.017184 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.096695 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0431272 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0666669 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.108043 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0533558 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0779559 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0690435 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0220865 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0403688 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0656618 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0701391 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.102473 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0755128 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00712405 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.101755 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.022327 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0344533 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.027841 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0502058 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0554128 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0214375 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0458003 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0533558 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0779559 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.0690435 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0132927 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0461209 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0128451 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.00269962 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0377241 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0446723 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.052618 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0389471 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00737773 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0412613 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.000758634 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0249796 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.489252 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0411222 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0410223 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.228514 # DEPENDENCYPART_SIBL
