# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(4,9),(4,11),-0.0541694 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.07927 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0929641 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0585135 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0409934 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0788523 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.118466 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.043759 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.0773354 # DEPENDENCYPART_SIBL
(4,9),(4,31),0.00402394 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.000801277 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0297715 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0118948 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.055151 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0189302 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0134161 # DEPENDENCYPART_SIBL
(4,11),(4,26),0.0395998 # DEPENDENCYPART_SIBL
(4,11),(4,28),0.0443451 # DEPENDENCYPART_SIBL
(4,11),(4,31),0.0566721 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0950245 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0319441 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0447194 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0771557 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.126384 # DEPENDENCYPART_SIBL
(4,12),(4,26),-0.0376119 # DEPENDENCYPART_SIBL
(4,12),(4,28),-0.101072 # DEPENDENCYPART_SIBL
(4,12),(4,31),-0.0304088 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0153533 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.00192525 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0343365 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0316864 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.0343996 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.0032545 # DEPENDENCYPART_SIBL
(4,14),(4,31),0.00371036 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0272477 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0362689 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0472035 # DEPENDENCYPART_SIBL
(4,15),(4,26),-0.0430412 # DEPENDENCYPART_SIBL
(4,15),(4,28),-0.0642187 # DEPENDENCYPART_SIBL
(4,15),(4,31),0.0499079 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0977205 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0585546 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.0743333 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.0198009 # DEPENDENCYPART_SIBL
(4,17),(4,31),-0.0532972 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0968912 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0637402 # DEPENDENCYPART_SIBL
(4,18),(4,28),-0.0723922 # DEPENDENCYPART_SIBL
(4,18),(4,31),0.037955 # DEPENDENCYPART_SIBL
(4,22),(4,26),-0.0412041 # DEPENDENCYPART_SIBL
(4,22),(4,28),0.00312689 # DEPENDENCYPART_SIBL
(4,22),(4,31),0.056262 # DEPENDENCYPART_SIBL
(4,26),(4,28),-0.0827076 # DEPENDENCYPART_SIBL
(4,26),(4,31),-0.0250426 # DEPENDENCYPART_SIBL
(4,28),(4,31),-0.014901 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.198027 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0269332 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0543855 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0210229 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0265527 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0147104 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.012886 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0905548 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0328763 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00912646 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0431949 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0326145 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.020919 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0159545 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.016988 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0434557 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0113865 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00502768 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0247405 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00305527 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0264956 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.144189 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0508752 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0708483 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0596953 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0372066 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0833688 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.016836 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.025366 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.086625 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0193162 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.014571 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.126996 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0575687 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0532229 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0306974 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00205666 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0298479 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0356899 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0170998 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0874872 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.025783 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0191314 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0133599 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0746189 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.114094 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.100552 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0486442 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0630571 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0225021 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0576456 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.117421 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0449683 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0379165 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0082022 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0604192 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.108338 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0474885 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0265599 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.134325 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00770866 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0559667 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0288159 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00229624 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0133253 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0371341 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0283707 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00880213 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0181986 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0401987 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0071456 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0048921 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00161154 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0454772 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00245593 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0268688 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.00630821 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0317676 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0135714 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0193672 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00342891 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0627897 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.00408498 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0138071 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00395169 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.015757 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.00688788 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0366637 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0507329 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0180749 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0508387 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.0350831 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0164556 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0802088 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00624526 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0201847 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00478136 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0501722 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0616675 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0341448 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.051683 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.10403 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0164601 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0768096 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.158106 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0799384 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0654938 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0810411 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0122615 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0808954 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.160933 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.0272182 # DEPENDENCYPART_SIBL
(7,1),(7,31),0.160673 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0321689 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00319826 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0368253 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00415059 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0152303 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0254593 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0291373 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0641742 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00587789 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0165602 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0267648 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0165649 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0943919 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0374643 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0124102 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0398926 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.129294 # DEPENDENCYPART_SIBL
(7,2),(7,28),0.0321043 # DEPENDENCYPART_SIBL
(7,2),(7,31),0.0894784 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0104473 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00192659 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00605179 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.102315 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.069637 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0497742 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0644684 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0655453 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0258396 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.10091 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0258396 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0952217 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0521302 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.114099 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0543335 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.107956 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0589915 # DEPENDENCYPART_SIBL
(7,3),(7,31),-0.215409 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0184875 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0156133 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.019353 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0123843 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.013485 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0268159 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0284144 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0477634 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0327802 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0477641 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0101304 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0104334 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0887266 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.00886556 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0112385 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.011729 # DEPENDENCYPART_SIBL
(7,4),(7,31),0.0622077 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.011133 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0526609 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0993428 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0118929 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00947393 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0313092 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00258218 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0261738 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.000578651 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0226295 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00932878 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0742592 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0100252 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0875906 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.077274 # DEPENDENCYPART_SIBL
(7,5),(7,31),-0.00190908 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00708962 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00234662 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00174706 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0697712 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0184772 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00727406 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.119319 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00780697 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0487648 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00594828 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0152406 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.01599 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0949012 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.00591359 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.0921464 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0279503 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00101091 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00121588 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0389987 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0123721 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0541903 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0123721 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0508227 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.00245318 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0112202 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.00135222 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0857441 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0170635 # DEPENDENCYPART_SIBL
(7,8),(7,31),0.00863859 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0351155 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0335971 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0448028 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0634881 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0173494 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0629552 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.000668627 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.046374 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.074199 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0390418 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0292219 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0361084 # DEPENDENCYPART_SIBL
(7,9),(7,31),0.00593723 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0688733 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0821743 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0482297 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0225437 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0482297 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0273876 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0777362 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.059918 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0694388 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.028803 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.00179724 # DEPENDENCYPART_SIBL
(7,10),(7,31),0.0176026 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.046444 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0121367 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0583579 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0121367 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.127907 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.00298199 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0341892 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.00602376 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0804172 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.0963107 # DEPENDENCYPART_SIBL
(7,11),(7,31),0.120224 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0726261 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00383422 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0720932 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0246626 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0642879 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0885929 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0569557 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0114336 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0702382 # DEPENDENCYPART_SIBL
(7,12),(7,31),-0.0146714 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0151165 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0308203 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0121525 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0284641 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0147653 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0240661 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0195446 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.0214982 # DEPENDENCYPART_SIBL
(7,14),(7,31),0.0499811 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0257823 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0383433 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0139251 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00224911 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.0103792 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.046331 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.00687951 # DEPENDENCYPART_SIBL
(7,15),(7,31),0.047212 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0160762 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0284641 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0147653 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0240661 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0195451 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.0214982 # DEPENDENCYPART_SIBL
(7,16),(7,31),0.0499812 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0127486 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0145845 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0110963 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0485994 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.0169252 # DEPENDENCYPART_SIBL
(7,17),(7,31),0.0217659 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0606762 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0703536 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.027029 # DEPENDENCYPART_SIBL
(7,21),(7,28),0.0058703 # DEPENDENCYPART_SIBL
(7,21),(7,31),0.03509 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.0553404 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0291307 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.0323999 # DEPENDENCYPART_SIBL
(7,22),(7,31),-0.00651839 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.0245248 # DEPENDENCYPART_SIBL
(7,25),(7,28),0.00705947 # DEPENDENCYPART_SIBL
(7,25),(7,31),0.0441956 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.0650666 # DEPENDENCYPART_SIBL
(7,26),(7,31),0.0444851 # DEPENDENCYPART_SIBL
(7,28),(7,31),0.000936629 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00656154 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0206149 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00823317 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0751241 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0584614 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0143225 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.081766 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0305531 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0300658 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0503985 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.039603 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.012615 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0243064 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0126878 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.000270623 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0052831 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0180921 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0156789 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0247057 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.015677 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0316092 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.023055 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0350831 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0462866 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00209478 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0591456 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0690998 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00428511 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0101149 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0112503 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0301165 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0188936 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0492028 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00590201 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0156015 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.112042 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.017605 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0258735 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0755177 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00621677 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0415026 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00845436 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0768545 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0466437 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0388846 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00849425 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0383517 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0440893 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0438718 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0185759 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0262259 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0204316 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0216378 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00710137 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0801711 # DEPENDENCYPART_SIBL
