# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(2,16),(2,22),-0.0168378 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.0101208 # DEPENDENCYPART_SIBL
(2,16),(2,24),-0.0293249 # DEPENDENCYPART_SIBL
(2,16),(2,25),0.0166147 # DEPENDENCYPART_SIBL
(2,16),(2,26),0.0155141 # DEPENDENCYPART_SIBL
(2,16),(2,32),-0.0202458 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.0110374 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.0378707 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.000543598 # DEPENDENCYPART_SIBL
(2,22),(2,26),0.0417848 # DEPENDENCYPART_SIBL
(2,22),(2,32),-0.00844331 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.0413748 # DEPENDENCYPART_SIBL
(2,23),(2,25),0.0324528 # DEPENDENCYPART_SIBL
(2,23),(2,26),0.0505508 # DEPENDENCYPART_SIBL
(2,23),(2,32),-0.00536629 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0293456 # DEPENDENCYPART_SIBL
(2,24),(2,26),0.00338079 # DEPENDENCYPART_SIBL
(2,24),(2,32),0.00231471 # DEPENDENCYPART_SIBL
(2,25),(2,26),-0.014213 # DEPENDENCYPART_SIBL
(2,25),(2,32),0.0246612 # DEPENDENCYPART_SIBL
(2,26),(2,32),0.0187053 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0112928 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00376481 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0335737 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0672242 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00704148 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0668454 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.000113126 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.049243 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0626843 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00866465 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.00704148 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0172629 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00442415 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00595781 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00880737 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.00596667 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.000803551 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0300118 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.00819575 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0453244 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.00880737 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00182954 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0456873 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0470819 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0488081 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0370092 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0530974 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0280906 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0151539 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0470819 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00813909 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.00541168 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.00893397 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0168134 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0325267 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0305861 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0243658 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.00541168 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0267777 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0159405 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0239918 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0237281 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0131859 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.00594957 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0267777 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0555806 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0696719 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0122693 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0216934 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0431167 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.00684809 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0244872 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0254873 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0257927 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00564725 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0270992 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0229597 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.00386874 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0131432 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.00123021 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0229924 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.00481118 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0159485 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0199988 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.000457472 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0283317 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00432944 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.020265 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0383068 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0530143 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0200338 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0526304 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.00684281 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0175393 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.150841 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.00404904 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0530143 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0523573 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.0200338 # DEPENDENCYPART_SIBL
(4,1),(4,32),0.0272378 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0099512 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00307722 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0204909 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.00912023 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0204871 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0185637 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0245434 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.110707 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0448373 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0204909 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.00324652 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.00912023 # DEPENDENCYPART_SIBL
(4,2),(4,32),-0.0128898 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00306381 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0411604 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.050057 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0406664 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0120706 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0230901 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.133761 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00509083 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0411238 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.00581684 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.050057 # DEPENDENCYPART_SIBL
(4,3),(4,32),-0.0175157 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.000907138 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0306133 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.000166814 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0219837 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0810528 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.00185947 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.00873132 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.000907138 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0150805 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0306133 # DEPENDENCYPART_SIBL
(4,5),(4,32),0.0319272 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00360935 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0614571 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0828774 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0340765 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00147658 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0315059 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0635592 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0294415 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.00360935 # DEPENDENCYPART_SIBL
(4,6),(4,32),-0.0408917 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0312018 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00975228 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.00787962 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0195815 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0205174 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0350768 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.000139047 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0172428 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.0640138 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0830967 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0355597 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0143594 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0315322 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0642193 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0301247 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.00301105 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.0480625 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0179006 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00214278 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.00630925 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0158262 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0363162 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.00808928 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.0339919 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0245775 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0118382 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0185817 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.00585537 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0209425 # DEPENDENCYPART_SIBL
(4,10),(4,32),-0.00357204 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.085968 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0302004 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0224993 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0530933 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.163661 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00159879 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.027129 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0536769 # DEPENDENCYPART_SIBL
(4,12),(4,32),0.101075 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.029936 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.00410384 # DEPENDENCYPART_SIBL
(4,14),(4,32),-0.0408929 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0195011 # DEPENDENCYPART_SIBL
(4,15),(4,32),-0.024946 # DEPENDENCYPART_SIBL
(4,16),(4,32),-0.0640138 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00399532 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0234593 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00780389 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0324175 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00780354 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00968152 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0169134 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0364519 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00859643 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00149468 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0851174 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00198527 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0576554 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00307744 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.00881949 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00145368 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0252247 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00386068 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0230882 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0530588 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0107307 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00354311 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0354821 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0274523 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.146901 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0107474 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00296909 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.000122231 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.131675 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00566973 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0276723 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.145416 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0107205 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.107948 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.000185081 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0104383 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00142116 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0176375 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0212151 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0553338 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00649076 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0389314 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0114544 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0568922 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.111493 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0388297 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0349932 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0519841 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00649076 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0350036 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.111493 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.00479852 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0456278 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.017256 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.137126 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0240228 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00440727 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.035097 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0457942 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0329203 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0340766 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0633006 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0765988 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00522289 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0372461 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0458112 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0457942 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0372361 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0765988 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.00090634 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.011244 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0560442 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.0984012 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.033066 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0962127 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.037262 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00252229 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.033805 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00118959 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0173003 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00911874 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00900364 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0228231 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.037262 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.00903057 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0173003 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.00504445 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.0167522 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0487259 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.00680241 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0766053 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00978586 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0259531 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00525823 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0628382 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00311351 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0349733 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0240312 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0173556 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00978586 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0240411 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.00311351 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0160275 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0333237 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.00924849 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.064228 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0398426 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.018126 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0844687 # DEPENDENCYPART_SIBL
(6,5),(6,10),1.47313 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00908541 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0321009 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0231279 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0619361 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0398426 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.023118 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.00908541 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.015892 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.038112 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0903791 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.106834 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0389214 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0122375 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00881074 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0207011 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00114986 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0459689 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0460228 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0403403 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0460069 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0207011 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0818294 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.000796514 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0105062 # DEPENDENCYPART_SIBL
(6,7),(6,32),0.0469308 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0264133 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0119641 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0147179 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00557644 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0297997 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.000871302 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0103255 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0297757 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0147179 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.00465846 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0105266 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0376666 # DEPENDENCYPART_SIBL
(6,8),(6,32),0.00111218 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0439557 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.035256 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0234819 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.015345 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00746908 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00478294 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0152803 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.035256 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0108217 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0257044 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0304856 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.0255218 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.000335475 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00347849 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00051192 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00846421 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0120013 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.000536845 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.000335475 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.000534119 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.00262126 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0502674 # DEPENDENCYPART_SIBL
(6,10),(6,32),0.000666765 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0303778 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0509141 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0422965 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.000361007 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0508891 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.046486 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.036026 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.035252 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0186269 # DEPENDENCYPART_SIBL
(6,11),(6,32),0.0012641 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00430098 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0134923 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0171398 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0043259 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0347295 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0352889 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0260836 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0215106 # DEPENDENCYPART_SIBL
(6,12),(6,32),0.0212361 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.000126573 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00978884 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0285639 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.00251504 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.00512359 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.00995063 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0381605 # DEPENDENCYPART_SIBL
(6,14),(6,32),0.00889645 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0116987 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0101489 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0271545 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.017368 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.00840685 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00091454 # DEPENDENCYPART_SIBL
(6,15),(6,32),0.0633045 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0460069 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0207011 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0818294 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.000796514 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0105062 # DEPENDENCYPART_SIBL
(6,16),(6,32),0.0469308 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.000603212 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.00511935 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.00994494 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0376679 # DEPENDENCYPART_SIBL
(6,22),(6,32),0.00890219 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.036026 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.035252 # DEPENDENCYPART_SIBL
(6,23),(6,26),0.0186269 # DEPENDENCYPART_SIBL
(6,23),(6,32),0.0012641 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.00343409 # DEPENDENCYPART_SIBL
