# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(1,6),(1,21),-0.0161256 # DEPENDENCYPART_SIBL
(1,6),(1,25),-0.0198377 # DEPENDENCYPART_SIBL
(1,6),(1,26),0.0352436 # DEPENDENCYPART_SIBL
(1,6),(1,27),0.0324237 # DEPENDENCYPART_SIBL
(1,6),(1,28),-0.00313706 # DEPENDENCYPART_SIBL
(1,6),(1,39),0.0828168 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0395574 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0421711 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0134637 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0393493 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0373877 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.0302902 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.00508208 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.0364827 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.0265078 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.0116625 # DEPENDENCYPART_SIBL
(1,7),(1,19),-0.0155265 # DEPENDENCYPART_SIBL
(1,7),(1,20),-0.0350385 # DEPENDENCYPART_SIBL
(1,7),(1,21),-0.0732807 # DEPENDENCYPART_SIBL
(1,7),(1,25),-0.00586161 # DEPENDENCYPART_SIBL
(1,7),(1,26),0.0135276 # DEPENDENCYPART_SIBL
(1,7),(1,27),-0.0242795 # DEPENDENCYPART_SIBL
(1,7),(1,28),-0.00508208 # DEPENDENCYPART_SIBL
(1,7),(1,39),-0.00993638 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0406427 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.012718 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0378205 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.0359905 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.0271411 # DEPENDENCYPART_SIBL
(1,8),(1,14),0.00924421 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.0333336 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.0207509 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0110196 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.0147807 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.0335362 # DEPENDENCYPART_SIBL
(1,8),(1,21),-0.0616781 # DEPENDENCYPART_SIBL
(1,8),(1,25),-0.00439772 # DEPENDENCYPART_SIBL
(1,8),(1,26),0.0153879 # DEPENDENCYPART_SIBL
(1,8),(1,27),-0.0239757 # DEPENDENCYPART_SIBL
(1,8),(1,28),0.00924421 # DEPENDENCYPART_SIBL
(1,8),(1,39),-0.0137883 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0145255 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0395107 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0375677 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0315713 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.000450713 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0377638 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.019046 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0075192 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.0165883 # DEPENDENCYPART_SIBL
(1,9),(1,20),-0.0351158 # DEPENDENCYPART_SIBL
(1,9),(1,21),-0.0822634 # DEPENDENCYPART_SIBL
(1,9),(1,25),-0.00306812 # DEPENDENCYPART_SIBL
(1,9),(1,26),0.0162758 # DEPENDENCYPART_SIBL
(1,9),(1,27),-0.0269773 # DEPENDENCYPART_SIBL
(1,9),(1,28),0.000450713 # DEPENDENCYPART_SIBL
(1,9),(1,39),-0.000288409 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0357728 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0200863 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.037984 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.0377968 # DEPENDENCYPART_SIBL
(1,10),(1,15),-0.0382851 # DEPENDENCYPART_SIBL
(1,10),(1,16),-0.0322897 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.0189215 # DEPENDENCYPART_SIBL
(1,10),(1,19),-0.0608458 # DEPENDENCYPART_SIBL
(1,10),(1,20),-0.0404173 # DEPENDENCYPART_SIBL
(1,10),(1,21),-0.0721421 # DEPENDENCYPART_SIBL
(1,10),(1,25),-0.024867 # DEPENDENCYPART_SIBL
(1,10),(1,26),0.00213799 # DEPENDENCYPART_SIBL
(1,10),(1,27),0.00225068 # DEPENDENCYPART_SIBL
(1,10),(1,28),-0.0377968 # DEPENDENCYPART_SIBL
(1,10),(1,39),0.00563619 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.0286185 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.0209995 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0207045 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.027192 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.0177083 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.00205498 # DEPENDENCYPART_SIBL
(1,11),(1,19),-0.00655525 # DEPENDENCYPART_SIBL
(1,11),(1,20),-0.0257461 # DEPENDENCYPART_SIBL
(1,11),(1,21),-0.0474817 # DEPENDENCYPART_SIBL
(1,11),(1,25),0.00138944 # DEPENDENCYPART_SIBL
(1,11),(1,26),0.0218815 # DEPENDENCYPART_SIBL
(1,11),(1,27),-0.0130331 # DEPENDENCYPART_SIBL
(1,11),(1,28),0.0207045 # DEPENDENCYPART_SIBL
(1,11),(1,39),0.00289028 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0457811 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0156056 # DEPENDENCYPART_SIBL
(1,12),(1,15),-0.0461143 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0658023 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0108248 # DEPENDENCYPART_SIBL
(1,12),(1,19),-0.0147426 # DEPENDENCYPART_SIBL
(1,12),(1,20),-0.0123281 # DEPENDENCYPART_SIBL
(1,12),(1,21),-0.0375505 # DEPENDENCYPART_SIBL
(1,12),(1,25),-0.0179972 # DEPENDENCYPART_SIBL
(1,12),(1,26),0.0312809 # DEPENDENCYPART_SIBL
(1,12),(1,27),0.0159183 # DEPENDENCYPART_SIBL
(1,12),(1,28),-0.0156056 # DEPENDENCYPART_SIBL
(1,12),(1,39),-0.0622822 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.00766501 # DEPENDENCYPART_SIBL
(1,13),(1,15),-0.0514384 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.00733786 # DEPENDENCYPART_SIBL
(1,13),(1,17),0.0136515 # DEPENDENCYPART_SIBL
(1,13),(1,19),-0.0217267 # DEPENDENCYPART_SIBL
(1,13),(1,20),-0.0116881 # DEPENDENCYPART_SIBL
(1,13),(1,21),-0.175078 # DEPENDENCYPART_SIBL
(1,13),(1,25),-0.0044665 # DEPENDENCYPART_SIBL
(1,13),(1,26),0.0244584 # DEPENDENCYPART_SIBL
(1,13),(1,27),-0.0165577 # DEPENDENCYPART_SIBL
(1,13),(1,28),-0.00766501 # DEPENDENCYPART_SIBL
(1,13),(1,39),-0.0348439 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0432524 # DEPENDENCYPART_SIBL
(1,14),(1,16),0.0194051 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.00768176 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.0256826 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.00449649 # DEPENDENCYPART_SIBL
(1,14),(1,21),-0.10555 # DEPENDENCYPART_SIBL
(1,14),(1,25),-0.0176803 # DEPENDENCYPART_SIBL
(1,14),(1,26),0.0187095 # DEPENDENCYPART_SIBL
(1,14),(1,27),-0.0154531 # DEPENDENCYPART_SIBL
(1,14),(1,28),-0.0832345 # DEPENDENCYPART_SIBL
(1,14),(1,39),0.0288639 # DEPENDENCYPART_SIBL
(1,15),(1,16),-0.00862712 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.011375 # DEPENDENCYPART_SIBL
(1,15),(1,19),-0.0210668 # DEPENDENCYPART_SIBL
(1,15),(1,20),-0.0106642 # DEPENDENCYPART_SIBL
(1,15),(1,21),-0.187105 # DEPENDENCYPART_SIBL
(1,15),(1,25),-0.00423238 # DEPENDENCYPART_SIBL
(1,15),(1,26),0.0247191 # DEPENDENCYPART_SIBL
(1,15),(1,27),-0.0186937 # DEPENDENCYPART_SIBL
(1,15),(1,28),-0.00374058 # DEPENDENCYPART_SIBL
(1,15),(1,39),-0.0133754 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.042375 # DEPENDENCYPART_SIBL
(1,16),(1,19),0.0472257 # DEPENDENCYPART_SIBL
(1,16),(1,20),0.0159065 # DEPENDENCYPART_SIBL
(1,16),(1,21),-0.0155925 # DEPENDENCYPART_SIBL
(1,16),(1,25),0.0352323 # DEPENDENCYPART_SIBL
(1,16),(1,26),0.146574 # DEPENDENCYPART_SIBL
(1,16),(1,27),-0.0234322 # DEPENDENCYPART_SIBL
(1,16),(1,28),0.00857222 # DEPENDENCYPART_SIBL
(1,16),(1,39),0.0465979 # DEPENDENCYPART_SIBL
(1,17),(1,19),-0.00378863 # DEPENDENCYPART_SIBL
(1,17),(1,20),-0.018347 # DEPENDENCYPART_SIBL
(1,17),(1,21),-0.0263615 # DEPENDENCYPART_SIBL
(1,17),(1,25),-0.017274 # DEPENDENCYPART_SIBL
(1,17),(1,26),0.045885 # DEPENDENCYPART_SIBL
(1,17),(1,27),-0.0181713 # DEPENDENCYPART_SIBL
(1,17),(1,28),-0.00287687 # DEPENDENCYPART_SIBL
(1,17),(1,39),-0.0403478 # DEPENDENCYPART_SIBL
(1,19),(1,20),-0.0421 # DEPENDENCYPART_SIBL
(1,19),(1,21),-0.0799957 # DEPENDENCYPART_SIBL
(1,19),(1,25),-0.0267615 # DEPENDENCYPART_SIBL
(1,19),(1,26),-0.000846308 # DEPENDENCYPART_SIBL
(1,19),(1,27),-0.00920354 # DEPENDENCYPART_SIBL
(1,19),(1,28),-0.0354496 # DEPENDENCYPART_SIBL
(1,19),(1,39),0.00776253 # DEPENDENCYPART_SIBL
(1,20),(1,21),-0.117731 # DEPENDENCYPART_SIBL
(1,20),(1,25),-0.0826104 # DEPENDENCYPART_SIBL
(1,20),(1,26),-0.0292792 # DEPENDENCYPART_SIBL
(1,20),(1,27),-0.0516624 # DEPENDENCYPART_SIBL
(1,20),(1,28),-0.0663882 # DEPENDENCYPART_SIBL
(1,20),(1,39),-0.00892432 # DEPENDENCYPART_SIBL
(1,21),(1,25),-0.0208498 # DEPENDENCYPART_SIBL
(1,21),(1,26),0.00570611 # DEPENDENCYPART_SIBL
(1,21),(1,27),-0.0174899 # DEPENDENCYPART_SIBL
(1,21),(1,28),-0.0579196 # DEPENDENCYPART_SIBL
(1,21),(1,39),0.0700133 # DEPENDENCYPART_SIBL
(1,25),(1,26),0.0213272 # DEPENDENCYPART_SIBL
(1,25),(1,27),0.0033502 # DEPENDENCYPART_SIBL
(1,25),(1,28),0.0141858 # DEPENDENCYPART_SIBL
(1,25),(1,39),-0.0222709 # DEPENDENCYPART_SIBL
(1,26),(1,27),-0.014489 # DEPENDENCYPART_SIBL
(1,26),(1,28),-0.0132367 # DEPENDENCYPART_SIBL
(1,26),(1,39),-0.0169556 # DEPENDENCYPART_SIBL
(1,27),(1,28),-0.00633049 # DEPENDENCYPART_SIBL
(1,27),(1,39),-0.0199367 # DEPENDENCYPART_SIBL
(1,28),(1,39),0.0288639 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0249221 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0257886 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0127898 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.012452 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.101959 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0260772 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0620984 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0317728 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0284015 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0263673 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.116142 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0200681 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.076578 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0878907 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.028668 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0599163 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00165447 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.00607465 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0178385 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.026988 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0197966 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.020133 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0098893 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0215024 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.00759336 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.00753051 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0153577 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0319676 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.015084 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.110417 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0188166 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.000306588 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.000611134 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0101466 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0127924 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.104111 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00518477 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0779895 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0719064 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0447522 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0267817 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0204023 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.00446519 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0178767 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0295864 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0548913 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0175123 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0195251 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0282782 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0529318 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0154762 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0135415 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0110564 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0127539 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00442249 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0637753 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.094861 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.00335529 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00303206 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0164686 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0659359 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00348312 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.072815 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0618758 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0415899 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0415301 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0472673 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.111971 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0133783 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00512641 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00970097 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0282206 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0105836 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0274214 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00510813 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0502234 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0153694 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0329123 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0747585 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0286323 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0187988 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0398893 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.00512641 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.00128893 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.0027333 # DEPENDENCYPART_SIBL
(5,1),(5,39),0.0175187 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0948801 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.191266 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.148757 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.154241 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.146926 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.151029 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0151398 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.152959 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0845064 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00746774 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0886049 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0188846 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.151203 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.153457 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0158931 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0299227 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.110427 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.146926 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0558249 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.0220389 # DEPENDENCYPART_SIBL
(5,2),(5,39),-0.00616904 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.1099 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.218963 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0806969 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0686223 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0808246 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0472881 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0813374 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.116033 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0602609 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0463476 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0484085 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0709662 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.137662 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0496997 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0154261 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0972867 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0686223 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0881752 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0203345 # DEPENDENCYPART_SIBL
(5,3),(5,39),0.0226243 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.161443 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0615369 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0544652 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.057507 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.067516 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0584635 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0188581 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.049048 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0118294 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0337811 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0951012 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.12238 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0681649 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0222744 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0327914 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0544652 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.068665 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.0462068 # DEPENDENCYPART_SIBL
(5,4),(5,39),0.0316993 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0771713 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.061795 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.070634 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0472246 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0696003 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0236389 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0900004 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0079289 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0899995 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0395787 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.388829 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0500932 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0543603 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0985213 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.061795 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0510543 # DEPENDENCYPART_SIBL
(5,6),(5,26),0.052345 # DEPENDENCYPART_SIBL
(5,6),(5,39),0.102015 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0403306 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0392054 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0170215 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0362427 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0497888 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0342748 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00289442 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0383641 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00356069 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0220833 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0144066 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0285744 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.00157565 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0403306 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.00741734 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0109711 # DEPENDENCYPART_SIBL
(5,7),(5,39),-0.0120136 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0411984 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0197827 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0382352 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0518986 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0363085 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00791795 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0403978 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00166738 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0192177 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0171679 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0305791 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.00977464 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0423215 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.00442113 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0126381 # DEPENDENCYPART_SIBL
(5,8),(5,39),-0.0193759 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.020089 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.038817 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0523819 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0382162 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0027371 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0423055 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.00064324 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0238176 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0174742 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0310648 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.00949451 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0429033 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.00504563 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.010621 # DEPENDENCYPART_SIBL
(5,9),(5,39),-0.00477885 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00198195 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00826815 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00700431 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00812991 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00880858 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0035845 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0205229 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0312809 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0119935 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0485124 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.00505829 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0448973 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.004823 # DEPENDENCYPART_SIBL
(5,10),(5,39),0.0185682 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0506793 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0345655 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00543659 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0386548 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00444127 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0220282 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0151559 # DEPENDENCYPART_SIBL
