# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,10,10,
(3,6),(3,8),0.0399217 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0772198 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.052301 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0399217 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0439801 # DEPENDENCYPART_SIBL
(3,6),(3,29),0.0532298 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0170601 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0938945 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.160167 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0170601 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0742029 # DEPENDENCYPART_SIBL
(3,7),(3,29),-0.0543357 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0302662 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0486765 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0303898 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0352495 # DEPENDENCYPART_SIBL
(3,8),(3,29),0.0133516 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0308961 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0808127 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0675481 # DEPENDENCYPART_SIBL
(3,10),(3,29),0.0687507 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.00240306 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0669626 # DEPENDENCYPART_SIBL
(3,13),(3,29),-0.0534754 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0352495 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0133516 # DEPENDENCYPART_SIBL
(3,17),(3,29),0.0508727 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0113894 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0295764 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00225621 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.168263 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0152795 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.000310009 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0202034 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0583959 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.192604 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0200689 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0484809 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0122535 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.000492813 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0409847 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.10563 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0641474 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0809643 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0914106 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00992957 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0570475 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0644097 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.02681 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.140767 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0223275 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0369396 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0189482 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0590326 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0118865 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0710526 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.000288358 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0132743 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0474757 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0487576 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0456515 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0462958 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0329351 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0169387 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0184385 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0185219 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0373036 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0462958 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.00330458 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0188461 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.025268 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0385411 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0364801 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0274109 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.00996229 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0297375 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.00558093 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.00107798 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.0348572 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0290624 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0136617 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0836872 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.041606 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0456276 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0156027 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0198308 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0456065 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0456776 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0216446 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0456276 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0095494 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.000802054 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0138508 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0200644 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0793275 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.101104 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0410007 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0443393 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0340135 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.015414 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.00109874 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0166827 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.028959 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0978411 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.104832 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0515038 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0149591 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0642049 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0641154 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0558516 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.104832 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0240474 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.032287 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.04168 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0603197 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0130353 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.201364 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0430032 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.034767 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0133091 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0302997 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0856585 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0509224 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0810206 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.107441 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0983966 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0506613 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.153069 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.152979 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.1007 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.107441 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0804395 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0648041 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0518571 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.096516 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0428368 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.130781 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0797256 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.122022 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0396892 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.0840077 # DEPENDENCYPART_SIBL
(6,4),(6,29),-0.0858582 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0472512 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00842931 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0924218 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00183484 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0320814 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0321676 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0475855 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00842931 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0150608 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0534152 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0454987 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0461124 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0404206 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00358866 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00221954 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0055284 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0133131 # DEPENDENCYPART_SIBL
(6,5),(6,28),-0.010016 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.0356726 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.113822 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0265971 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0373557 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00554596 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00603062 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0285399 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.113822 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0278932 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0169704 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0110012 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0469875 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.113041 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.143819 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.040245 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.07373 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0756766 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0194872 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.108216 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0244399 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.119384 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0134849 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0123405 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0554546 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0323071 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.118129 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0358795 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0656829 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.050168 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.119338 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.147632 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.131222 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.165798 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.122999 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.134264 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.146913 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00820667 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0247156 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0250778 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0044601 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0400403 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0874021 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0392516 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0274328 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.000585701 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.00788146 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0572231 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0145307 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0464976 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.00644494 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0496963 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0124119 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0637728 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0641317 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.053438 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0391645 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.058293 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0653282 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0992793 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0588155 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0140094 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0556825 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0537227 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0458001 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0207176 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0134321 # DEPENDENCYPART_SIBL
(6,10),(6,29),0.0431534 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.029624 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0259691 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00027419 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0239486 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0355591 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0340499 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0328981 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0339591 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0311831 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0144866 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0372829 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0147736 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.00759795 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0524316 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0267879 # DEPENDENCYPART_SIBL
(6,12),(6,14),-6.27216e-05 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0247507 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0364001 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0348536 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0337168 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0331185 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.029887 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0153276 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0359841 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.013933 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.00675841 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.051465 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00645716 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.00181878 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0466247 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0396414 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0578402 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0642823 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0617475 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0012631 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.00115244 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0266532 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.00908652 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.0613265 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.118129 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0358795 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0656829 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.050168 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.119338 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.147632 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.131222 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.165798 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.122999 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.134264 # DEPENDENCYPART_SIBL
(6,14),(6,29),0.146913 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.049611 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.021823 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.048046 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0204446 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.000238506 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0063478 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0101309 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0150411 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0301703 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.0845591 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0144709 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0143139 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0175972 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.00656832 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00571918 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.000739646 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0131056 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0229376 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.0198197 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0371541 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0266723 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0039741 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0136705 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.000185273 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.0205035 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.0244154 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0613985 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0803364 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0918823 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0231288 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0380212 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0387349 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.00580957 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.0813485 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.060825 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0173555 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0799897 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0510553 # DEPENDENCYPART_SIBL
(6,20),(6,28),0.0592828 # DEPENDENCYPART_SIBL
(6,20),(6,29),0.161012 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0127698 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0161745 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0468928 # DEPENDENCYPART_SIBL
(6,21),(6,28),0.05779 # DEPENDENCYPART_SIBL
(6,21),(6,29),0.144263 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0400918 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.00444998 # DEPENDENCYPART_SIBL
(6,22),(6,28),-0.00123995 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.0294451 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.0434237 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.0508692 # DEPENDENCYPART_SIBL
(6,23),(6,29),0.110217 # DEPENDENCYPART_SIBL
(6,25),(6,28),-0.00116859 # DEPENDENCYPART_SIBL
(6,25),(6,29),0.0358254 # DEPENDENCYPART_SIBL
(6,28),(6,29),0.057986 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0399785 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.030941 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00807026 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0542294 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.000162427 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.025502 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0260085 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0019985 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00807026 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00616482 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0125176 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.180736 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.030798 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0129899 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.167733 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.02228 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0226246 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0159691 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.030798 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00395039 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.197477 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0585428 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0462031 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.028542 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0684913 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0680523 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0131663 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0585428 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0491662 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0122142 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0404308 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0545368 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0276042 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.025186 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0626449 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0569529 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.141917 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.000675349 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00810356 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00634796 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00715576 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0273893 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0051825 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.024655 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0117439 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0115887 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0123918 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0287515 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.032932 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0329 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.034339 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0569321 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0533403 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00328822 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00241869 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0396401 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0533139 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00224814 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00236566 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0395954 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00717923 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0202711 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0125948 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.141917 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.000675349 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0482272 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0148053 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00477386 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0702389 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0166013 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0433896 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0214949 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0102583 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.027868 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0228234 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0209604 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0175558 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0204184 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00837691 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0146402 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00241816 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0175931 # DEPENDENCYPART_SIBL
