# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(6,8),(6,9),-0.0806223 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0202328 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0688586 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0107464 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00488961 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0433453 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0400371 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0726515 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0102669 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0668171 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.162242 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0183982 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0191747 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.150276 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.149245 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.097739 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0301353 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.265175 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.118635 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0414056 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.35073 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.168703 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0350342 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.076237 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0871679 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0323969 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0693511 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0202862 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0769276 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0731433 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0621258 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00978069 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0116036 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.057241 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0462731 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0197837 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.158242 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.109554 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0198989 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0762323 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0489962 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.055144 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00215219 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0176411 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.00783675 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0496094 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00166019 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0228187 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.060592 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0580306 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00250485 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.145118 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0335939 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0375375 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0506905 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0264151 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0613708 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0130795 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0229036 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00708998 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0782913 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00281174 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0417897 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.312029 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0954397 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0335347 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.150178 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0404801 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0438422 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0446051 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.106178 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0789379 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0510238 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.13104 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.118921 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.294177 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.16522 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0511149 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.357427 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.22919 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0736187 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0999641 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.110895 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00867033 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0930773 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0544027 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.108322 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0954505 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.142941 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0396494 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0701081 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0387598 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0251002 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0359513 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0343706 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00842036 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0203508 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0269713 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0200961 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.124167 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0224175 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0729709 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00032827 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0657612 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0100837 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00668904 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0610143 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0303921 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0190068 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00719666 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.108553 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0789275 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.029545 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0250977 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0455932 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0427233 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0269003 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00467569 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0446984 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0421027 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.000421202 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0464941 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0280808 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0101028 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00723313 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0054176 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0725792 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0386611 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.064487 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0932494 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0198874 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0275608 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0217893 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0148856 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0885653 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.00136872 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0565293 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.010797 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0310687 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0321282 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0139186 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0264264 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0255173 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0217559 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.101816 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.104689 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0206242 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0268938 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00186007 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0529642 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0636867 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0126287 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0218251 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0194899 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.064941 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0348675 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0103637 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.00609935 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0353242 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0270972 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.00525874 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0503615 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.031452 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0982096 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0958552 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0739525 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.13999 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.157797 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.109069 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0943364 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0871832 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0780738 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0950243 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.158701 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.101542 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.100887 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0937337 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0983583 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0836903 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0893487 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0802258 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0824491 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.081298 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.088996 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0465979 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0435851 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0338056 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0296232 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.125329 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0489708 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0374993 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.036691 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0382884 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00674517 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.057803 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.247817 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0710252 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.336678 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0545426 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0315079 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0572105 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0681414 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0498531 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0363811 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0534985 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.268178 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0722035 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.341559 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.109867 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0650339 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0758791 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0868101 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0311851 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0550488 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0707477 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0398832 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0741939 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0313583 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0251595 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0272884 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0257078 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0174429 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.000993348 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.133587 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.3374 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.067389 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.030931 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0593797 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0703107 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0600263 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0337596 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0579798 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0998963 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0456618 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00258423 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00545389 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0153798 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0822045 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.119844 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0380836 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0344474 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.028676 # DEPENDENCYPART_SIBL
(10,12),(10,16),-8.42827e-05 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0862657 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0316126 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0269971 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0280566 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00482721 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0274363 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.119796 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.104691 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0156063 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0238302 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0775835 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00761082 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0187616 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0487643 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00724611 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0409399 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0421314 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0855142 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0618779 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0884966 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0812728 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0259007 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0341239 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0588054 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.302433 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.181352 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.170194 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.207079 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.131509 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.164358 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0645754 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0606048 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0486488 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00896897 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0244998 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.176232 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.164947 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0977069 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.14816 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.148506 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.100923 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.148943 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0128097 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00406421 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0307609 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0855715 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0822713 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00696891 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0881559 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0373553 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0914251 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.109268 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.086044 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.123077 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00696891 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.000134616 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0500088 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0952107 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0182454 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00996027 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.105986 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0247612 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.215153 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0196205 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.158765 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.104585 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.165782 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.103842 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.159837 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.169335 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0196205 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.101625 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0426018 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0553717 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0339923 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.00746339 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.00459176 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.00998354 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0136237 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.156581 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.10366 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.163598 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.102914 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.157653 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.168603 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0136237 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0907488 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0377016 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0427202 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0275622 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0164571 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0247056 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.00287818 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0216935 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.056421 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0374238 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0311798 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0218456 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0640621 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.00558359 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.117018 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0987987 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.153093 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00771499 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0696766 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0893986 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0556393 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0460404 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0925278 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.109269 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.086986 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.124013 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00700477 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.000150754 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0499927 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0952275 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0182608 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00997734 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.103019 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0233321 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0319293 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.034059 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0231449 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0339132 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00175988 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0574137 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0469191 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.114003 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0824331 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0486478 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0824606 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.16651 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.10874 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.08174 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.118737 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00221236 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00887384 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0412696 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.128074 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0240071 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0236425 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.118304 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0164394 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0334329 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0447511 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0159474 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0144526 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00588179 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0874961 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0103989 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0426009 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0748092 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.145367 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.123334 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00752645 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00036336 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0498029 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0969786 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.018417 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.010332 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.10746 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0498242 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.043276 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0791227 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0288443 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.179327 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0872649 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0745917 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.187279 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.164129 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.117018 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0987987 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.153093 # DEPENDENCYPART_SIBL
