# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(5,12),(5,14),-0.0701286 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0325747 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.105894 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0355605 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.010263 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.00287879 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0730558 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00302308 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.613585 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.099123 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.018043 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0999597 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.028354 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.000441713 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.20782 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0136774 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.0211782 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0307657 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0583245 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.099123 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.000432711 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0282553 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0143113 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00512133 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0494119 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0400177 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0324308 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0397017 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0361602 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0228077 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0394101 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0018587 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0736832 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0230784 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0519638 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0228077 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.144667 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.053898 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0677877 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0415418 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0603131 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.000918596 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00396965 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.017978 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00725017 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00459298 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0482358 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00652517 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0250083 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0564822 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00175626 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00279585 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0482358 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0164758 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.143902 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.025172 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.158987 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0051566 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0176425 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0688808 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.047192 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0204115 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0174763 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0181806 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0421165 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.106659 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0656066 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00239303 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0174763 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0344671 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00440049 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0869625 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00562571 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0159649 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0158573 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00285392 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0161357 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0264288 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0165725 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0283924 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0643417 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0174351 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0085347 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0264288 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0210715 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.000926844 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0342049 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0176017 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0164631 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0192534 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0179373 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.000647678 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0241534 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0325014 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0189656 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0249998 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0487414 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.000647678 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00558022 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0354767 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0234885 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0175108 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00816268 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0238061 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0176201 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0273653 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0109895 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0224391 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00455808 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0223243 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0176201 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0118473 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0684656 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00486067 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00464718 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0710539 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0276402 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0743613 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0166979 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0158834 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00405031 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0144956 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0276402 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0193643 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0419392 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0292246 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0404665 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00168315 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.045246 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00878924 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.00727026 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0208804 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00645797 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.00168315 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0595315 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0331453 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0173461 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0321669 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0127778 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00462544 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00630693 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0119284 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0119745 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0321669 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0727106 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.058658 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0273174 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0743679 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0130093 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0157991 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0040426 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0153385 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0273174 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0179913 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0401713 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0226201 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0342455 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0196529 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.001705 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00168555 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.651726 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0840537 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.00370292 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0215412 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0158656 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00403242 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0169504 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0276581 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0193822 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0400224 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0736585 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0156301 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0757576 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0176168 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0731786 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.00827147 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0225637 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00280198 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0206009 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0104678 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0457248 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0037331 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.00704627 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0151783 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0551381 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0182686 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0167481 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.065798 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0840537 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.00370292 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.107112 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0199277 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0339423 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0133967 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0171614 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00510182 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00110146 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0133967 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.03364 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0820784 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0915825 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00413672 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0946886 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.159969 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0935304 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0910157 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.154904 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0274274 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.155094 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0610908 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.155003 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.107771 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0563402 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.175661 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0448124 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.175413 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0508533 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0354691 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0154318 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0360941 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.046533 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0467665 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.177343 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0528614 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0177579 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0308249 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0508533 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00474719 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0501953 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00447352 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.000242055 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0282555 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0143111 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0203325 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0137346 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0247408 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0348828 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0399183 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0361823 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0252012 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0394322 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00176579 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0736799 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.023295 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0520858 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0252012 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.14712 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0539013 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0679483 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0417024 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.060706 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0497551 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0507155 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0206444 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00766668 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00437099 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0456435 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00630318 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0288386 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.056279 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00217276 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00311769 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0456435 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0191434 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.144105 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.025172 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0146317 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00854643 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0213917 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0664324 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0469787 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0203927 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0198655 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0181619 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0457348 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.106659 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0653934 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00227432 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0198655 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0320177 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00440046 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00352307 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0247234 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0119482 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0115229 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00401018 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.015174 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0297609 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0156108 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0238311 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0633987 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0162788 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00959638 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0297609 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0167362 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.00186984 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.121559 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00573907 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0296425 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0270275 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0161751 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00639163 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0167092 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0218494 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0542507 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0338766 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0162133 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00639163 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0402487 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0104508 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0476877 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0425155 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0314229 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00789214 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.064426 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00779824 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0376326 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0429718 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00831164 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0310483 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.064426 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0908396 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0510897 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.01702 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00422829 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00464139 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0502505 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00886661 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0214581 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.058777 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0259919 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00103638 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0502505 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00747198 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.011356 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0330343 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0431301 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00770615 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0479095 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0171657 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0219969 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.02469 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00521927 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00770615 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0621575 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0290056 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0186452 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0388157 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0140769 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00862095 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.000869782 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0116054 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0139725 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0388157 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0739231 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0587246 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0205933 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0730274 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.000311821 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00866416 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00440732 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0132987 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0205933 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.016744 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.04028 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0196124 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0182589 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0251211 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00373782 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00202206 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.643368 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0809265 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00547784 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0082201 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0087306 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00439715 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0149106 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0209339 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0181349 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.040131 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0610679 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0184944 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0804905 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0288431 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.077243 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.010672 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0198859 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00208934 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0296045 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0069092 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0481462 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00173512 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.000397481 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0163909 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0552047 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0107273 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0188445 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0667754 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0809265 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.00547784 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.102973 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0270219 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0209493 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0128431 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.034354 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0274533 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0426489 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0351124 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0636131 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0147014 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.144452 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00239329 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0703676 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.142508 # DEPENDENCYPART_SIBL
