# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(6,2),(6,3),-0.0968303 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00223068 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0914805 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00685341 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00323947 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0308061 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0094353 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00787811 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0211756 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0409848 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0398263 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0144756 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0789724 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.00224608 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0152806 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00150544 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0938792 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0371134 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0701264 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0382994 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0532829 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0518814 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0644383 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0760218 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0668882 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0116314 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.106172 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0403888 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.100444 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0660976 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0648447 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.104006 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.023045 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0594578 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0649651 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0726445 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00573112 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0043018 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00361033 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0356546 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0604204 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0901741 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.06136 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0987789 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.191752 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0550342 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.061264 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0620793 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0532984 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.097963 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.162065 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0201003 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0542598 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.286282 # DEPENDENCYPART_SIBL
(6,7),(6,8),-1.82008e-06 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0501958 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.065239 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.064577 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0640873 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.023547 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00129335 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0529416 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.00221128 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0270651 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0158489 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.000420599 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0600615 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0580893 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0546171 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0348949 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0111037 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0132818 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0602697 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0610564 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.024109 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0249938 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0228542 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0245136 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0167594 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00725106 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00795724 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00263971 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0457517 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0411433 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.065935 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0654415 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0250033 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.000918177 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0442998 # DEPENDENCYPART_SIBL
(6,11),(6,17),-2.47244e-06 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0269124 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0217224 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0629657 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0227881 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0012992 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.053063 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.00220026 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0270704 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0169621 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0241235 # DEPENDENCYPART_SIBL
(6,13),(6,15),-9.21469e-06 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0524713 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.000912402 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0245585 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0252976 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0484159 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0550156 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0261377 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.02437 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0122652 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0443199 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0283675 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0192825 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0295524 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0561686 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0202576 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0663592 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.018984 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.128703 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00803869 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.103827 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0416928 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.067175 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0413478 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0713306 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.023584 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0875939 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0163866 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0527237 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0158032 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0113211 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.076922 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0113473 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0627361 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.044867 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0233317 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0696138 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0370624 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0670478 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.129414 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.116309 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0305365 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00658128 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0304576 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00570868 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.124431 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0152076 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0339119 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0728956 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0614481 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0375511 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0674745 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0171877 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0978039 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0601722 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0965094 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0406183 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0572258 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0446221 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0483751 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.100075 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0708369 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0300624 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00673861 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0551936 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.287927 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.118832 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.128117 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00170857 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.117034 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0083118 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.10724 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.115639 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.142183 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0114886 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.119239 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0977267 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.010172 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00235749 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0263777 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0440666 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.142438 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.011399 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0737464 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.275824 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0351611 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0148795 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0445182 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0319982 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00561929 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00295939 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0353519 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0175782 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0274789 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00723963 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0364999 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0505064 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0741126 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.038056 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0398682 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0288418 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.010138 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.000600322 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0296738 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0426193 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0361937 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.048964 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00153124 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0571845 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00921038 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0357324 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0584409 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.018037 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0363259 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.021066 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0314706 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00652544 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0472814 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0228597 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0497071 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0344202 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0428096 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0198591 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.061839 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.000223024 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0178921 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0141541 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00827901 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0415413 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0246102 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0291519 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00780699 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0321212 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0436507 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0246623 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0240958 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0357701 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00799671 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.00475819 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0890815 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0358063 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00590466 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0237459 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.107028 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.101414 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0998201 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0532836 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0519601 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0567039 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0237459 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00145839 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00638305 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0315528 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0161189 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0168537 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0259166 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0173209 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0601746 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.06374 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0315528 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0216502 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00297643 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0461166 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0461262 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0461264 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0510089 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.005824 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0427077 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0290323 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0458288 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0399129 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0423445 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0418583 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0497661 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0116708 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0124746 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0134888 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0391373 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0311485 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0459918 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0541601 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0160626 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00339516 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0178952 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0455885 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0281253 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0541996 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0160751 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00110137 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0178871 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0468044 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0228762 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0585708 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0263569 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0519318 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0804222 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0222826 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0438082 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0493016 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0695221 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00506352 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.056097 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0564809 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0186642 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0458288 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0399129 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0260947 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.105145 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0408942 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0274812 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0464116 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0603654 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0969986 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0410404 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00496401 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0188587 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0785837 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0145876 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00954913 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.135329 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00880792 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.127553 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0190543 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0547747 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.115581 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.153629 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0246878 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.123746 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00728881 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0370595 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0123061 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.13037 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0476756 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0316558 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0365699 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0179253 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0180291 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0327657 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0962193 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0292756 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0527878 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.034213 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.064232 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0891484 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0527878 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0188303 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.09873 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0962193 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.103747 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0125556 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0123006 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0552035 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0112782 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0653838 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0741966 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0145793 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0574864 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.032187 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0622091 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0762008 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0574864 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.020855 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.100677 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0857496 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0906708 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0259898 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00334571 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.100504 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0140566 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0377796 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.101007 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0467297 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0300845 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0600446 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0895865 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0467297 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0237057 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.104562 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.100852 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.104185 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0443967 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0587359 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0223729 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0488367 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.103253 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0420362 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0373921 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0140308 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.000136207 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0472489 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.106769 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0503553 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00215412 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.010555 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00387277 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.121696 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0291806 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.11131 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.122095 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.132959 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0115025 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0383402 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0380001 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0353975 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0949734 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0395543 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0279326 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0279187 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0434226 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.127959 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0114502 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0761839 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.262572 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0148854 # DEPENDENCYPART_SIBL
