# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,11,9,9,0,9,1,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(4,8),(4,22),-0.0170263 # DEPENDENCYPART_SIBL
(4,8),(4,25),0.0497558 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.144673 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00538028 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0401108 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0577523 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0664863 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0260034 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.00672637 # DEPENDENCYPART_SIBL
(4,9),(4,25),0.0243201 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0545524 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.00715104 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0768744 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0163121 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0277416 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0530241 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.00120256 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0187945 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0151354 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.027117 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0198152 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0368834 # DEPENDENCYPART_SIBL
(4,11),(4,25),0.0540704 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.127193 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0129281 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0113458 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.091461 # DEPENDENCYPART_SIBL
(4,12),(4,25),0.0896721 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0105208 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0137203 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0216717 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0428333 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0353337 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0132033 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.0237553 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0430464 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.00801399 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0576333 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0215973 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00950901 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0476333 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00526778 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0213677 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0137343 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0427526 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0451548 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0403255 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0493526 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0291386 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0298885 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0217825 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.200783 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.104121 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00908337 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0069534 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0160116 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.053247 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0196877 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0180848 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.053247 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0197088 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0322533 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0129424 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0191003 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0330765 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.000204495 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0113723 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00684299 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0741004 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0479432 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0303754 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0741004 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0117686 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0323393 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0469604 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0211998 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0246073 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0255076 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00772728 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00517469 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0823533 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00717731 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00517469 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0022157 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0168248 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0740494 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0270517 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0025774 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0403966 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0252354 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0263119 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00760038 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0252354 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0398716 # DEPENDENCYPART_SIBL
(6,5),(6,12),1.43504 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0214968 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0371117 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0422943 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0166913 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.029816 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0492344 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0162599 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0269361 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0448893 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.034315 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0191919 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0316015 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0196075 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0832723 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0658137 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0639927 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0460673 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.140417 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0739039 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.000449923 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00800147 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.024815 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0749203 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0510966 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0566825 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.137 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0621647 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0548526 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0269361 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0448893 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.034315 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0191919 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0316015 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0196075 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0462048 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0914457 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0926436 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0268343 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00289442 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0499762 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0342034 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0519681 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0406767 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0747309 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.000635427 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00516459 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0550739 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0429428 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0390202 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.157542 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00108017 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0616764 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0320259 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0446925 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0323773 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0148365 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0177481 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.048028 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.004968 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0213985 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0119448 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0815878 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0592196 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0556424 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.251213 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0514339 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0326253 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0541309 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.292384 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.155393 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.023403 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0116394 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0954797 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00897367 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0421269 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0169953 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00448237 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00102423 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0235394 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.233272 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.169883 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0465462 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0342425 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0219277 # DEPENDENCYPART_SIBL
(8,5),(8,12),1.61625 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.023232 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0192013 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.198189 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0687698 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00282638 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0303413 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.194571 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.030385 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0092221 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.157642 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0285647 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00807703 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00536339 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0126918 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0129509 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.131701 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00989192 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0345924 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0642107 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.022415 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0585673 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0158712 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0163918 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0358326 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0172332 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0218635 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0132831 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0150858 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00787486 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0317426 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0482333 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.129034 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0507353 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0513925 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.108881 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.084593 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0546333 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0789472 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0984071 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0790525 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0838345 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.039834 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0340244 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0761571 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0855062 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0941498 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.119882 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.077943 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0374332 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00873609 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0317442 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0206492 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.112091 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0649466 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0271766 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.159775 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.112663 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0754524 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0733739 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0260999 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00483023 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.146761 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0786904 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.109763 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.120449 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0574972 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0114918 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0677206 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0927011 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.165416 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.116302 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0719443 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0570378 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.109443 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.108641 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.118428 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.16591 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0063762 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.204135 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.114272 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.111075 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.130849 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.157009 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.117276 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0356483 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.11788 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0560998 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.278842 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0152481 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.057163 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0216423 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0744296 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0972686 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00129558 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0547279 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0167153 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0513536 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0291508 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.00280961 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0789809 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.120589 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0492012 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00652141 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0557858 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.115338 # DEPENDENCYPART_SIBL
(9,5),(9,12),1.44033 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.083392 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0435163 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0656563 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.106516 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.108287 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.111011 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0432595 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.071145 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0121318 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0307145 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0192762 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.182453 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.126561 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0464185 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0751282 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00684844 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0320835 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.116684 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0501315 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.122249 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0561726 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0467516 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0441042 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0322069 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.118005 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0871076 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0769627 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0662685 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.017376 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0182899 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.109082 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0725802 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0863361 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0926857 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.092399 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0166811 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0282365 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.085855 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0441552 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0957547 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0806458 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0112101 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.072099 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0328492 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0800456 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0617284 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0350932 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0649119 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0300082 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00399939 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0326388 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00228721 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00217609 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0206371 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00428127 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0347413 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0196848 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0060145 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.189853 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0204137 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.123038 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0761747 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0667688 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0534731 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0703873 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0967384 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.111 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.125167 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.133575 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0240884 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0663334 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0568329 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0225537 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.022351 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0063678 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0362773 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0662917 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0260783 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0240704 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0745557 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.013854 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.013581 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0670328 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.019782 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0578393 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.109879 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0217823 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00643638 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00605616 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00136282 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0073419 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0166304 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.07911 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0817807 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.056819 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.116105 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.116092 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.147584 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0611875 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0071889 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0106483 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0310411 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0587488 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0748729 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0849931 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0805752 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.101498 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.104135 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.101539 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.115706 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.115221 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.102745 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.112077 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.0762654 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0278737 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.236542 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.049478 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0835056 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0806727 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0175276 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0523842 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0237406 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0175276 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0295671 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00995314 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0208058 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0742692 # DEPENDENCYPART_SIBL
