# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(6,5),(6,12),-0.0971492 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0624078 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0803867 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0397517 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.000575337 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0702064 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.230861 # DEPENDENCYPART_SIBL
(6,5),(6,35),-0.129437 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0697885 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0286742 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0294473 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0600271 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0277046 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0188667 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0408243 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.014963 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.099981 # DEPENDENCYPART_SIBL
(6,7),(6,35),-0.0352435 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0154047 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0394594 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00136437 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00462922 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0123782 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0148087 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00166079 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0497877 # DEPENDENCYPART_SIBL
(6,9),(6,35),0.0135156 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0074514 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0644044 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0143431 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0364824 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0392368 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0161774 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00926343 # DEPENDENCYPART_SIBL
(6,10),(6,35),-0.0202397 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0225479 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0226988 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0241865 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0278822 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0125137 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0469636 # DEPENDENCYPART_SIBL
(6,12),(6,35),0.0041468 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.101002 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0375028 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0341616 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0667707 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00176232 # DEPENDENCYPART_SIBL
(6,13),(6,35),0.0929442 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0110697 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00567999 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0290804 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0129258 # DEPENDENCYPART_SIBL
(6,14),(6,35),0.00219751 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0859623 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0284085 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0250354 # DEPENDENCYPART_SIBL
(6,16),(6,35),0.00655412 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.033625 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0122632 # DEPENDENCYPART_SIBL
(6,17),(6,35),-0.0147976 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.028778 # DEPENDENCYPART_SIBL
(6,20),(6,35),-0.000400979 # DEPENDENCYPART_SIBL
(6,22),(6,35),0.0387527 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0779599 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00376892 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.113713 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0641046 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00820359 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.214618 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.102903 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00209489 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0782871 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0900869 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.685427 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0341977 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0717469 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0228036 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0241851 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.151972 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.129716 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0893889 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0341977 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0717469 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0228036 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0241851 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.151972 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.129716 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0893889 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.020672 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0394092 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.080123 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0267112 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0617534 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0645153 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0160647 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0520241 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0287579 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0170664 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0270616 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0102238 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0127945 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0042388 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00792852 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0869901 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.034691 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0313558 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0131552 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00777143 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0780327 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0266621 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.026949 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.608379 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.014666 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.166001 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0757754 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.123482 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0831545 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.000383629 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00353291 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.129929 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0242467 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.211599 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.130303 # DEPENDENCYPART_SIBL
(12,8),(12,30),0.059092 # DEPENDENCYPART_SIBL
(12,8),(12,34),-0.0154412 # DEPENDENCYPART_SIBL
(12,8),(12,35),-0.0398337 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.044741 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.202879 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0360025 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0255137 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0195923 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0332979 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0109733 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0266764 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0394934 # DEPENDENCYPART_SIBL
(12,9),(12,22),2.05326e-05 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0261656 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.029741 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.0570176 # DEPENDENCYPART_SIBL
(12,9),(12,30),0.0624644 # DEPENDENCYPART_SIBL
(12,9),(12,34),-0.0414995 # DEPENDENCYPART_SIBL
(12,9),(12,35),-0.0114015 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00192525 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.014328 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.014963 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0109372 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0574253 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0328231 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00712796 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0389509 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.107433 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0266306 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0147642 # DEPENDENCYPART_SIBL
(12,10),(12,29),0.0607177 # DEPENDENCYPART_SIBL
(12,10),(12,30),0.00434695 # DEPENDENCYPART_SIBL
(12,10),(12,34),-0.0251508 # DEPENDENCYPART_SIBL
(12,10),(12,35),0.0676842 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.014666 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.166001 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0757754 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.123482 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0831545 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.000383629 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00353291 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.129929 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0242467 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.211599 # DEPENDENCYPART_SIBL
(12,11),(12,29),0.130303 # DEPENDENCYPART_SIBL
(12,11),(12,30),0.059092 # DEPENDENCYPART_SIBL
(12,11),(12,34),-0.0154412 # DEPENDENCYPART_SIBL
(12,11),(12,35),-0.0398337 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0956491 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.115081 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0383953 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0350541 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0711868 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.00394144 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0102324 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0743205 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0901658 # DEPENDENCYPART_SIBL
(12,13),(12,29),0.039113 # DEPENDENCYPART_SIBL
(12,13),(12,30),0.331788 # DEPENDENCYPART_SIBL
(12,13),(12,34),0.0683619 # DEPENDENCYPART_SIBL
(12,13),(12,35),0.109721 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00062546 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0132789 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0078892 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.035668 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.00260182 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0227142 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0411011 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0219539 # DEPENDENCYPART_SIBL
(12,14),(12,29),0.0195734 # DEPENDENCYPART_SIBL
(12,14),(12,30),0.0345185 # DEPENDENCYPART_SIBL
(12,14),(12,34),0.0267317 # DEPENDENCYPART_SIBL
(12,14),(12,35),0.0202914 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0186922 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0234489 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00165111 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0305275 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.016898 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.00720899 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0151365 # DEPENDENCYPART_SIBL
(12,15),(12,29),0.0304005 # DEPENDENCYPART_SIBL
(12,15),(12,30),0.0472862 # DEPENDENCYPART_SIBL
(12,15),(12,34),-0.00589574 # DEPENDENCYPART_SIBL
(12,15),(12,35),0.0240168 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0777748 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0123308 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0454263 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0408013 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.00138754 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.00754827 # DEPENDENCYPART_SIBL
(12,16),(12,29),0.0535169 # DEPENDENCYPART_SIBL
(12,16),(12,30),0.0778898 # DEPENDENCYPART_SIBL
(12,16),(12,34),-0.0157483 # DEPENDENCYPART_SIBL
(12,16),(12,35),0.0336579 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0175474 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0356379 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0280292 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0069986 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.00496023 # DEPENDENCYPART_SIBL
(12,17),(12,29),0.0554139 # DEPENDENCYPART_SIBL
(12,17),(12,30),0.0825307 # DEPENDENCYPART_SIBL
(12,17),(12,34),-0.0213594 # DEPENDENCYPART_SIBL
(12,17),(12,35),0.0123061 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0463398 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.00592753 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.00763011 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.00422413 # DEPENDENCYPART_SIBL
(12,20),(12,29),0.0263596 # DEPENDENCYPART_SIBL
(12,20),(12,30),0.0206739 # DEPENDENCYPART_SIBL
(12,20),(12,34),0.00109336 # DEPENDENCYPART_SIBL
(12,20),(12,35),0.0491051 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0169938 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0723652 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0098738 # DEPENDENCYPART_SIBL
(12,21),(12,29),0.0251553 # DEPENDENCYPART_SIBL
(12,21),(12,30),-0.0327679 # DEPENDENCYPART_SIBL
(12,21),(12,34),0.0615163 # DEPENDENCYPART_SIBL
(12,21),(12,35),-0.00787028 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0289964 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.012806 # DEPENDENCYPART_SIBL
(12,22),(12,29),0.00414651 # DEPENDENCYPART_SIBL
(12,22),(12,30),0.063882 # DEPENDENCYPART_SIBL
(12,22),(12,34),-0.0468351 # DEPENDENCYPART_SIBL
(12,22),(12,35),0.0526013 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.00298817 # DEPENDENCYPART_SIBL
(12,24),(12,29),-0.0013648 # DEPENDENCYPART_SIBL
(12,24),(12,30),0.00527299 # DEPENDENCYPART_SIBL
(12,24),(12,34),0.00312708 # DEPENDENCYPART_SIBL
(12,24),(12,35),0.0378899 # DEPENDENCYPART_SIBL
(12,25),(12,29),0.0227029 # DEPENDENCYPART_SIBL
(12,25),(12,30),0.0225577 # DEPENDENCYPART_SIBL
(12,25),(12,34),-0.0231036 # DEPENDENCYPART_SIBL
(12,25),(12,35),0.00311857 # DEPENDENCYPART_SIBL
(12,29),(12,30),0.0691421 # DEPENDENCYPART_SIBL
(12,29),(12,34),0.0382441 # DEPENDENCYPART_SIBL
(12,29),(12,35),0.0169216 # DEPENDENCYPART_SIBL
(12,30),(12,34),0.0814016 # DEPENDENCYPART_SIBL
(12,30),(12,35),-0.00123563 # DEPENDENCYPART_SIBL
(12,34),(12,35),0.0501143 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00112781 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.10336 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00723205 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0378672 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0116479 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0310997 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0311321 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0311786 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0461771 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0188194 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0300002 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0461771 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00802755 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00307825 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.001979 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0211086 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0215875 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0462137 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0647347 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.00277037 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0244103 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.020285 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.0163782 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.000152366 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.00217152 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.00727816 # DEPENDENCYPART_SIBL
(14,1),(14,30),0.0208679 # DEPENDENCYPART_SIBL
(14,1),(14,31),-0.0347581 # DEPENDENCYPART_SIBL
(14,1),(14,35),0.0113713 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.00123593 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0376809 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0203963 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0530055 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.00742145 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0067736 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0571274 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00742145 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.00323616 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.00928037 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0416422 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.000403805 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0122589 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00375671 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0153355 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0446131 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0190208 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.019006 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.056297 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.0507641 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0446543 # DEPENDENCYPART_SIBL
(14,2),(14,29),0.0200028 # DEPENDENCYPART_SIBL
(14,2),(14,30),0.0444581 # DEPENDENCYPART_SIBL
(14,2),(14,31),-0.0262083 # DEPENDENCYPART_SIBL
(14,2),(14,35),0.0454073 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.016601 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.152143 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.000879927 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.121313 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.138041 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00529907 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.121313 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.128644 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00514799 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0340729 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0409836 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0550393 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0665414 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0777938 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0739063 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0186423 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0403885 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.0130495 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.0491565 # DEPENDENCYPART_SIBL
(14,3),(14,28),-0.0666748 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0108083 # DEPENDENCYPART_SIBL
(14,3),(14,30),-0.0176632 # DEPENDENCYPART_SIBL
(14,3),(14,31),-0.0519027 # DEPENDENCYPART_SIBL
(14,3),(14,35),-0.0212114 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.000110447 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0429598 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.00150798 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0124767 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00897124 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00150798 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.02418 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0293412 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.09275 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0130438 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0011976 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0124669 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00673594 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.00335546 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.00842468 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.00672875 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.00632184 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.00984349 # DEPENDENCYPART_SIBL
(14,4),(14,28),-0.00590214 # DEPENDENCYPART_SIBL
(14,4),(14,29),-0.00537046 # DEPENDENCYPART_SIBL
(14,4),(14,30),0.0553427 # DEPENDENCYPART_SIBL
(14,4),(14,31),-0.0251121 # DEPENDENCYPART_SIBL
(14,4),(14,35),0.0845679 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0049038 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.128353 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.139655 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00905351 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.128353 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.129109 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0133442 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00535983 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0219368 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0420988 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0765944 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.05117 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0301249 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0425202 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0166787 # DEPENDENCYPART_SIBL
(14,6),(14,26),0.0298226 # DEPENDENCYPART_SIBL
(14,6),(14,27),-0.00551407 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.0254701 # DEPENDENCYPART_SIBL
(14,6),(14,29),0.000208132 # DEPENDENCYPART_SIBL
(14,6),(14,30),-0.0060782 # DEPENDENCYPART_SIBL
(14,6),(14,31),-0.0579429 # DEPENDENCYPART_SIBL
(14,6),(14,35),-0.0103081 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0225048 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0120098 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0606316 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0225048 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.000100804 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0042207 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0190363 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0434912 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0406315 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0433173 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0348486 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0548021 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0404101 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.036511 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0593772 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.0609807 # DEPENDENCYPART_SIBL
(14,7),(14,28),-0.0574895 # DEPENDENCYPART_SIBL
(14,7),(14,29),-0.0140006 # DEPENDENCYPART_SIBL
(14,7),(14,30),-0.00309686 # DEPENDENCYPART_SIBL
(14,7),(14,31),-0.0529245 # DEPENDENCYPART_SIBL
(14,7),(14,35),0.0137922 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0492859 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00708335 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.344676 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0325017 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0695059 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0317326 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00124516 # DEPENDENCYPART_SIBL
