# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(8,3),(8,6),-0.0139512 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.57896 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.353648 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00161042 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.583493 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0822194 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0593891 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0300966 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.127428 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.220802 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.11356 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0166766 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0248269 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0212572 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.149815 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0962757 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0343648 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0727089 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0367775 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0259411 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.029346 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00187397 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0809401 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.14173 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0520392 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0239927 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0456521 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0585665 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0389245 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0767964 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0127812 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0132164 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00501048 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00930699 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0284699 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.112081 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0203006 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0532822 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.353648 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00161042 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.583493 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0822194 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0593891 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0300966 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.127428 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.220802 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.11356 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0166766 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0248269 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0637987 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0165439 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0312947 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0577373 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0296064 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0267236 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0682679 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0891976 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0470168 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.00150324 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0703205 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0100708 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0272113 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0440496 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0165834 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00400068 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00907598 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00932962 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.00492508 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0431706 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0297326 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0406698 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0758939 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0237596 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0214664 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.092134 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0773608 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00675555 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00119496 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0166716 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0271154 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00721955 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0110962 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0134384 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0246469 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00799377 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0351764 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0194484 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0349848 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0122016 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.00136612 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0274999 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0270733 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.023957 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.00149512 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0414934 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0117305 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00759338 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.00899651 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0144301 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.000380333 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0107257 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0800111 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0461296 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.111039 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0513234 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00279731 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00166431 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.11292 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0703076 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00984937 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.109181 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0721162 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.060974 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.16248 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.162195 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00872829 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.048096 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0118375 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.133182 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.127828 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0655806 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0739863 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.108052 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0998685 # DEPENDENCYPART_SIBL
(9,12),(9,15),-9.69111e-05 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.049013 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.201311 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00977052 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.162807 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0132979 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.148556 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.0287708 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0621198 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.418861 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0121669 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0053397 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0113943 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0616364 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.030703 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.106461 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.000170252 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0269048 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.117764 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.044677 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0436851 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0976296 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0413735 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0598923 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00244146 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0123446 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0227879 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00466047 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.042104 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0799959 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0495354 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0270102 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.139347 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0365199 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.109914 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.032357 # DEPENDENCYPART_SIBL
(12,10),(12,11),8.98208e-05 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.030069 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0230326 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0325447 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00943923 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00356567 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0532685 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0222905 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0229864 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0996218 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.110056 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0126972 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.187498 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.105922 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.000520068 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0288245 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00788082 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0132776 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.121371 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0312871 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0430795 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0142511 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0098468 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.103581 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0145833 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.115188 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0548732 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.0470526 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.056813 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00124929 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.172955 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0459536 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0254304 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.019143 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00340004 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.026986 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0365615 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0237665 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0160712 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0096859 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00878435 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0954391 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00968585 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0483468 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0122211 # DEPENDENCYPART_SIBL
(14,4),(14,27),0.00287964 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0284367 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.150958 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.073849 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0543086 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00293044 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0254926 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0133514 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0768932 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00611582 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0552571 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0240148 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0210241 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0729167 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0240147 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0134681 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0350703 # DEPENDENCYPART_SIBL
(14,5),(14,27),-0.000865151 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0536236 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0131033 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0634701 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00612853 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0114496 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0224413 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.005302 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0354958 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.029391 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0405073 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0388813 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0856098 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0411797 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0185712 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0394172 # DEPENDENCYPART_SIBL
(14,6),(14,27),0.048982 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.128406 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0347744 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.155778 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0263183 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0168632 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.139716 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.115311 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.240626 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0697897 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0771661 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.055064 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0699844 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.049169 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0284819 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.00947265 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0275794 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0119455 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00673593 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0172696 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0402526 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0219275 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0179308 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0136936 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0127921 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.102979 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0136936 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0140207 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.00874518 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.0116548 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0124872 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0138566 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0596806 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0115749 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0406995 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.06003 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0452904 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0447138 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0844517 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0466316 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0815168 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0764051 # DEPENDENCYPART_SIBL
(14,9),(14,27),0.00367315 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0179885 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00830303 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.146746 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0321195 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0109141 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.000679938 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00508306 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0826828 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.000347755 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0604832 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0640775 # DEPENDENCYPART_SIBL
(14,10),(14,27),0.000799262 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0235768 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0377729 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0240104 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0296623 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0225968 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.023239 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.000327613 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0225968 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00831404 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0094927 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.134336 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0748308 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0452969 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00789122 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.000811713 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00146418 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.029308 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.000811713 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0340932 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.000118989 # DEPENDENCYPART_SIBL
(14,12),(14,27),0.0295326 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0921255 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00950288 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0314453 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0323469 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0895614 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0314454 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0840463 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0179683 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.0483226 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0173098 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0192654 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0162255 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00680156 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.019259 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00745426 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00418441 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0267418 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00131548 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00125628 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0176866 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00131548 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.000374759 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0118227 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.00793771 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00608112 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0144282 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.000191891 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00616482 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.00791539 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0277559 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00845612 # DEPENDENCYPART_SIBL
(14,18),(14,20),-9.69949e-05 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00115454 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.00855271 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.0155617 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0964014 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0814066 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0673602 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.0462814 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.000100393 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00791539 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.0277551 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.060436 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.117633 # DEPENDENCYPART_SIBL
(14,23),(14,27),-0.0435282 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0447251 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0570741 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0755669 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0194605 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0464708 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0677156 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0712345 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0682872 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.068756 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0598121 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0596331 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0447251 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0756244 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0970911 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.177163 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0752925 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0970911 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0571714 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0429444 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0752868 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.085236 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0776158 # DEPENDENCYPART_SIBL
(16,1),(16,27),0.0532338 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.00224655 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0121431 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0281391 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.000250983 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0828369 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0162635 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.00952491 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0256682 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0307264 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.00258195 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0230555 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0818804 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0677676 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0331371 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0818792 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0677676 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0218608 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.155765 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0818835 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0794301 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.0488207 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.00838913 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0786632 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0107722 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0673202 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0220598 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0405594 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0279913 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0595655 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0880238 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0764298 # DEPENDENCYPART_SIBL
