# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(8,3),(8,5),0.191415 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0448977 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0342057 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0169556 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0130522 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.084118 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.182903 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.044553 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.038282 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00536503 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00907755 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0793802 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0344141 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0476668 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0775355 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0511332 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0865971 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00934046 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00368073 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0466439 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0633389 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0210044 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0330177 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0312684 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0158794 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00026407 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00870211 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0681598 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0613482 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0481919 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0434853 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.118675 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00429204 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.152742 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.12123 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0732842 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0652262 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.2719 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.068055 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.198334 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.122367 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.11642 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0995883 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0651231 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0581431 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0655784 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.115468 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00606816 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.137646 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0797465 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0281225 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0365186 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.16979 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0393482 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.123149 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.114133 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.089545 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.063498 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0673575 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0516312 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.112915 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00766173 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.132107 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0331869 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00337418 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00533047 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.15283 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00816015 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0751816 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0829447 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0564265 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0372182 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0352903 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.120999 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00401954 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.120942 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0116168 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.019072 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0123432 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.134393 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00951352 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0650567 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0656198 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0541964 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0206424 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0342039 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0442174 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.127714 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00548961 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.045612 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0103475 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0495769 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0202823 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0379759 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0574208 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0319643 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0604215 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0675129 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0790549 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0136403 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.31672 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.122855 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.201457 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.118032 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.128649 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0239188 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0425481 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.050069 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0519451 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0404908 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0359501 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0137174 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.140724 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0247302 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0329915 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0771357 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0126334 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0424565 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0413767 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0241333 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0203762 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0363316 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0270299 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0145978 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0457951 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0320881 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00247323 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0411924 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.042735 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00726851 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0281223 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00552203 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00922823 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0177695 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0135377 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0250607 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0054931 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0144921 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00313611 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00258807 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00495031 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0188168 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0163693 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00432408 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0152652 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00550349 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0385847 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0296471 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0956629 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0678734 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.065751 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0204913 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0467831 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.011265 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00881433 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0374145 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0258363 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0319153 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0192309 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0902314 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0331581 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0428161 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0287756 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0956773 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0790785 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0854923 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0497805 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0868254 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.000844904 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0485754 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0589781 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0497805 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0162756 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0417992 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0257215 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0373675 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00469674 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0247377 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0356672 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0365967 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0124296 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0723392 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0726827 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.018738 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0817279 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00289908 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0554527 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0489465 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.018738 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00822651 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0424433 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00121769 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0436009 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0529371 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.000233942 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0111706 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0175503 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0062247 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0720222 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0465879 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0853188 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00104328 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.064584 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0499313 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0465879 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00929529 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0285207 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.000148915 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0420852 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0564562 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.000834836 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0101018 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0125921 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.00525244 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0538027 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0836295 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00666755 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0631351 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.054294 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0538027 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00480951 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.035583 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0142537 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0430055 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0435927 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.01327 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0241803 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0105966 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.00973917 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0375 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0610805 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00620734 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00908573 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0052695 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0535594 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0431644 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0515718 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0237803 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.128892 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0520712 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0491175 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.000490243 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0297232 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.014134 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0216301 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0352196 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0574006 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0419565 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0498059 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0358426 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0826648 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0497962 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0315647 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0186807 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00298736 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.010847 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00965184 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0142956 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0184595 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00857373 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0520583 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00915128 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00806153 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.01168 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00562507 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.028436 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0408467 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0270814 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0217539 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00126037 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0511815 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0369602 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0462438 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0339531 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0582472 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0424662 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0695455 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0375396 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0014936 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0552855 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.042216 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.168542 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0441622 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.103516 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.01376 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0434139 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0493316 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.102927 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.115205 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0535594 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0431644 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0515718 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0237803 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.128892 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0520712 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0491175 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.000490243 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0297232 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0224995 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0431143 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00752582 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0137425 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0431143 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00145967 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0791608 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00441067 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00566973 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0980664 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00309339 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00566965 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0417982 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.053901 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0776046 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00349881 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0101957 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0477559 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00168341 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0782266 # DEPENDENCYPART_SIBL
(11,14),(11,20),7.76729e-05 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0145759 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0113677 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00320174 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0219517 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0548019 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.033553 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0371994 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0572867 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0140763 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00392989 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0797514 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00242973 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0725737 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0138822 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0778979 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0178949 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0140952 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0520603 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0129537 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0294881 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0653864 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0181774 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0272037 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0844855 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00767761 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0201751 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0717676 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0057868 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0717991 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0061199 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0123646 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0280184 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00486187 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0452366 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0605825 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0277209 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.071311 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.144871 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0773138 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0477028 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0245426 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00865071 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0182802 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0073871 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.000395636 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.192136 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00947616 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0126816 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0198233 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0509007 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0123968 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0156375 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0657147 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0295984 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.170464 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0209086 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.045649 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0199077 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0320973 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0425368 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0586297 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0242578 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.145089 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0358234 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0144144 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00847537 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0223451 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0142094 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0118717 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0335488 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0249688 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0473892 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0323204 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0324176 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0473039 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0441533 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0359003 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0568872 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00312886 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0239243 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0568872 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0470979 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0478279 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0272055 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0167286 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.082616 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0437173 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.124161 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0165525 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0353452 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0268223 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0700836 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0208791 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0305768 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0335826 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0479751 # DEPENDENCYPART_SIBL
