# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,12,22,20,3,0,29,27,28,24,28,24,
(7,2),(7,12),0.001695 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0455237 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00788517 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0408552 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0416987 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0761035 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00548074 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00415411 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0694344 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0187224 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0380216 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0900829 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0203826 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00783941 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0224673 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00289665 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0113469 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0333421 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.095047 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.101089 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.147399 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0555571 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0698164 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0286737 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0697769 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0303454 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0310085 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.167318 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.005558 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.221333 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0168935 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.302192 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0962514 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0137665 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0232303 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0105609 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0207794 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0296899 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0375198 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0276302 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0240672 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00023092 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0996056 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00671336 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.072436 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0174013 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00519728 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0347923 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0168015 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0673492 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00418939 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0596005 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.341669 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0122892 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.057082 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.140524 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0866228 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.25875 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.116644 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.090409 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.152075 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0671404 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0543497 # DEPENDENCYPART_SIBL
(8,1),(8,30),-0.069788 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0462458 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0167414 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0358143 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.121978 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0117155 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0219195 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0326313 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0372095 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0236422 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0494487 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.108042 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0793383 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0776846 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.055922 # DEPENDENCYPART_SIBL
(8,2),(8,30),-0.0059313 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00268996 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0640561 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0711984 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0964809 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0409481 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00657013 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0320117 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0139054 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0559856 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00969197 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00346717 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0147847 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.00186845 # DEPENDENCYPART_SIBL
(8,3),(8,30),-0.0142473 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.060604 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0440971 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.02595 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00727823 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0217206 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0759703 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.082177 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.088635 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.187883 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.170899 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.167867 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.020237 # DEPENDENCYPART_SIBL
(8,4),(8,30),0.0466462 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.000681667 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.025212 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0392557 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0420805 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.068264 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00890409 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0833516 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0631044 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0592423 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0799938 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0612092 # DEPENDENCYPART_SIBL
(8,5),(8,30),-0.148975 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0122892 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.057082 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.140524 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0866228 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.25875 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.116644 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.090409 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.152075 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0671404 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0543497 # DEPENDENCYPART_SIBL
(8,6),(8,30),-0.069788 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0233184 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0308186 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0629082 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0577541 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0681927 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0719456 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0952683 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0987873 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.056319 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.00082676 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0480384 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0747017 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0722099 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0560932 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0458233 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0123791 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00918423 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.00393019 # DEPENDENCYPART_SIBL
(8,9),(8,30),0.075593 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0321214 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0417648 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00762379 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0246095 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0252254 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0233437 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0532716 # DEPENDENCYPART_SIBL
(8,10),(8,30),-0.0296247 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0058474 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0287357 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.019813 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0294475 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0221335 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0183169 # DEPENDENCYPART_SIBL
(8,12),(8,30),0.05139 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0103724 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0127822 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0292007 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0645334 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.000499856 # DEPENDENCYPART_SIBL
(8,13),(8,30),-0.00874933 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.000255806 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.011172 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00435336 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.00631079 # DEPENDENCYPART_SIBL
(8,14),(8,30),0.029099 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.31524 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.362667 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.00995593 # DEPENDENCYPART_SIBL
(8,15),(8,30),-0.0143483 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.2216 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0310872 # DEPENDENCYPART_SIBL
(8,16),(8,30),-0.0425144 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.011139 # DEPENDENCYPART_SIBL
(8,17),(8,30),-0.0896235 # DEPENDENCYPART_SIBL
(8,23),(8,30),-0.01229 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0108631 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00745396 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0004152 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.019076 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0626527 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0283287 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0307 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0130865 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0420989 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0305346 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0570461 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0596714 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0742575 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0190263 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.027622 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0606225 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0199946 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0134542 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0151288 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0202199 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0136519 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.012068 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0502789 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.0909748 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0463749 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0138965 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00335152 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0310921 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.125706 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0128688 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0324649 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0632154 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0346802 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0486998 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0196343 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0142931 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0491249 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0291447 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0398981 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0232505 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0296565 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0960459 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0203119 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.00737571 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.00358123 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.04871 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.157046 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00878191 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00827852 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0494457 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0440247 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0674448 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0752502 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0967665 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0565256 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.099193 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0625402 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0607296 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0548962 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0575758 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0635665 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0461901 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0725831 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0757591 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0801086 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0570034 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0899303 # DEPENDENCYPART_SIBL
(9,5),(9,29),-0.335745 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.145952 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0272687 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0391706 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0988273 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0509204 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0418591 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.210585 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.088207 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0306735 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0779629 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0280119 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0608356 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0849891 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0144455 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0869435 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0437973 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0080898 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.101307 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0303832 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.123069 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0709637 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.0211593 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0555878 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0359094 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0299239 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0152782 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0541323 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.012087 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0490945 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.022954 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0441219 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00593561 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0104447 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0391699 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0140743 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0159249 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.000154219 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.00123165 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.00152553 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0223772 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0414337 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.0292008 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00626732 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0439477 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0742506 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.095981 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0185935 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0575153 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0195393 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0038221 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0841225 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0179991 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.105314 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0413539 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0733483 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0285123 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.059901 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0266059 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.06303 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0290172 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.0108839 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0360783 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0339318 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0490759 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0177883 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.056804 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0494492 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0519646 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0372318 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0118537 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0153401 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0650386 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0439433 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0145497 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0330836 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0282131 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0365122 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0500907 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.062689 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0337932 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0810202 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0485507 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0299169 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0150017 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00947322 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0304523 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0428371 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.077907 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0378551 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0361916 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.00303328 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0347249 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0288779 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.0409552 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.00983135 # DEPENDENCYPART_SIBL
(9,11),(9,30),-0.0344372 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0401463 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0830396 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00743772 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00354134 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0234601 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0606739 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0774616 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0104958 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0199639 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0685993 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.00054764 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.019277 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0355679 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0181958 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.00208571 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0296051 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0841912 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0556921 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.090248 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.117177 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0548227 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0752337 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.117603 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0667117 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0656429 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0706892 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.171521 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.114082 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.153173 # DEPENDENCYPART_SIBL
(9,13),(9,29),-0.0729817 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0992579 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0283637 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0225055 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0273174 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0660317 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.117323 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00683397 # DEPENDENCYPART_SIBL
(9,14),(9,21),4.57492e-05 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.072477 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0155012 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0566597 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.0271312 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.061884 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.0208252 # DEPENDENCYPART_SIBL
(9,14),(9,30),0.00280807 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.327457 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.376024 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00215702 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0144386 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0336238 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0148528 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.00700007 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0422709 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0108764 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.031637 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.0246306 # DEPENDENCYPART_SIBL
(9,15),(9,29),-0.00779147 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.0477421 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.223092 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0104627 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0037827 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0299166 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0118203 # DEPENDENCYPART_SIBL
