# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,28,31,25,31,32,16,
(3,6),(3,21),0.0491891 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.021331 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.0148765 # DEPENDENCYPART_SIBL
(3,6),(3,28),-0.0114162 # DEPENDENCYPART_SIBL
(3,6),(3,32),-0.0114162 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0136361 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0158668 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0254771 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0197558 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0277382 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.018306 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0309634 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0130087 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.00343197 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.0385878 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0230524 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.035095 # DEPENDENCYPART_SIBL
(3,7),(3,32),-0.035095 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.00891942 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0476374 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0248362 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0350581 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00850963 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0258274 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0487552 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.00975856 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0322051 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.00982277 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.00324552 # DEPENDENCYPART_SIBL
(3,8),(3,32),-0.00324552 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0460488 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0166338 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0487052 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.064645 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.062552 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0100646 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0236029 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.014728 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.0617294 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0397707 # DEPENDENCYPART_SIBL
(3,9),(3,32),-0.0397707 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0262908 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0267074 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0147625 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00910848 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.013621 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.00213337 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0277415 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.012425 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0220619 # DEPENDENCYPART_SIBL
(3,11),(3,32),-0.0220619 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.00696204 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.000304156 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.030533 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0155863 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0136641 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0623315 # DEPENDENCYPART_SIBL
(3,12),(3,24),-0.0132412 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.0171489 # DEPENDENCYPART_SIBL
(3,12),(3,32),-0.0171489 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0141875 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.00231888 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0587341 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.0491891 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.021331 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.0148765 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.0114162 # DEPENDENCYPART_SIBL
(3,15),(3,32),-0.0114162 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0558938 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.000951859 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0145532 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.00641414 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.0589339 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0390848 # DEPENDENCYPART_SIBL
(3,16),(3,32),-0.0390848 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0388172 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0413763 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0362103 # DEPENDENCYPART_SIBL
(3,18),(3,24),-0.0180357 # DEPENDENCYPART_SIBL
(3,18),(3,28),0.0347301 # DEPENDENCYPART_SIBL
(3,18),(3,32),0.0347301 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.00596555 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.00524038 # DEPENDENCYPART_SIBL
(3,20),(3,24),-0.0421535 # DEPENDENCYPART_SIBL
(3,20),(3,28),-0.0590431 # DEPENDENCYPART_SIBL
(3,20),(3,32),-0.0590431 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.00851353 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0108011 # DEPENDENCYPART_SIBL
(3,21),(3,28),-0.000394869 # DEPENDENCYPART_SIBL
(3,21),(3,32),-0.000394869 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.0026949 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.0157983 # DEPENDENCYPART_SIBL
(3,22),(3,32),-0.0157983 # DEPENDENCYPART_SIBL
(3,24),(3,28),-0.0422081 # DEPENDENCYPART_SIBL
(3,24),(3,32),-0.0422081 # DEPENDENCYPART_SIBL
(3,28),(3,32),-0.190438 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00783234 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0149173 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0172395 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.00298893 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.000173056 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00870081 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.169232 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0847974 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0942769 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.10205 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.126927 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0263833 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0983998 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0685382 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0562362 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0244328 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0327438 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0354412 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0555797 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0401045 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0716765 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0666801 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0526978 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00157447 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0196479 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0876957 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.19882 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0175023 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0817601 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00157447 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.14974 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.204809 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0756895 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0697825 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0584562 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0322508 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00137888 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.015835 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00933253 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0697825 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0153432 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.000356037 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0211006 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0209738 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0315372 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0234677 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.040232 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0137945 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0211006 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0262866 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0316876 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.083287 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.058852 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0266558 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0322521 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0515862 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0129361 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0160604 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0132271 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0152666 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0168902 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0316832 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0016762 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.031639 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.019553 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0240759 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00787999 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0414107 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0256358 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0311414 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00977259 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0108622 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0527225 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00132132 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0438946 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0662779 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0631388 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0015588 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0203234 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0182593 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0156983 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00260549 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.040997 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0482224 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0160604 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0132271 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0607293 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0140539 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.016438 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0171478 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0156777 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0192984 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0220772 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0563168 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0837187 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0604342 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0342709 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0635131 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0922989 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0637245 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0538025 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0699611 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0114441 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0703227 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0906215 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0903413 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.149646 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.148232 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0745523 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0138489 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0548975 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0237478 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.131332 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0947417 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.134502 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0503936 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0548975 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0893331 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0629664 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.156671 # DEPENDENCYPART_SIBL
(9,1),(9,34),-0.064174 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.073585 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0542013 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0699447 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.019433 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0930784 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0220594 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0140338 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0054628 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0325942 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.022045 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0206301 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0259726 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0062058 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0332556 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00143871 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0311507 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.00640981 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0310997 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0435901 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0332556 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.00546321 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0226311 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0195209 # DEPENDENCYPART_SIBL
(9,2),(9,34),0.0369167 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.10097 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.1104 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0365127 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0892182 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00307629 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0221599 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.01619 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.092272 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0116996 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0115616 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0211543 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00243233 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00655003 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0371529 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.000462566 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0242906 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0225337 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0289127 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00655003 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0110051 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0405548 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.00992399 # DEPENDENCYPART_SIBL
(9,3),(9,34),0.0129957 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00297302 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0711826 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0289849 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0463921 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0195317 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0139939 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0237173 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0389744 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.037556 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0361594 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00545778 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0203043 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.019903 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0456767 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0328874 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.00219105 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0751587 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0203043 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0158803 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0368324 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0445737 # DEPENDENCYPART_SIBL
(9,4),(9,34),0.115543 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0378685 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0895142 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00526561 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0232154 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0169431 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.104677 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.016908 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.01677 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00198193 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00765212 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00548805 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0323679 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.000594376 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0236552 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.026616 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0310645 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00548805 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.00579445 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0534155 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0151325 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.0180973 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0507385 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0129208 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00277157 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.012685 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00633289 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00086507 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00341893 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.058511 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.137298 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0571497 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.106002 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0288853 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0129893 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0402697 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0251071 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0571497 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0203018 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.00390578 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.00488559 # DEPENDENCYPART_SIBL
(9,6),(9,34),0.0804734 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0470646 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00353395 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.125563 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0688062 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.055975 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0574196 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.120467 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0592885 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0333866 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0211376 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0361354 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0732501 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0592326 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.151784 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0333866 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0587686 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.110892 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0504043 # DEPENDENCYPART_SIBL
(9,7),(9,34),-0.314825 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0377897 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00683472 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.121668 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0454002 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0475221 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.117023 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0173671 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0364432 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0406602 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0285341 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0516499 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0521543 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0172145 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0364432 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0188716 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0298423 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0500195 # DEPENDENCYPART_SIBL
(9,8),(9,34),0.0298825 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.048315 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0400009 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0472042 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0472042 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0490722 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.023827 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0531803 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0374342 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.056344 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.049107 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.046215 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0186899 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0531803 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0244625 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0741785 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0500535 # DEPENDENCYPART_SIBL
(9,10),(9,34),-0.0551076 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0470681 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0515368 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0515368 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00294414 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0256419 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.055728 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0222047 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0763255 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0919063 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0380949 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.00138098 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.055728 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0212657 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.014293 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0583374 # DEPENDENCYPART_SIBL
(9,11),(9,34),0.00586732 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.024437 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0259076 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0132936 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0206143 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0585396 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0477522 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0176222 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0132013 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0115134 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0636086 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0585396 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0250327 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0106709 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0303889 # DEPENDENCYPART_SIBL
