# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(6,9),(6,10),-0.0221392 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.055034 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0356154 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0229173 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0132673 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0310414 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0163254 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.035113 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0390181 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00151298 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0299937 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0921694 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0461383 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.042508 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0965399 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0217099 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.108252 # DEPENDENCYPART_SIBL
(7,1),(7,36),0.170847 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0943552 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0528742 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.166878 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.108245 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.04143 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0971848 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0310554 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0771688 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0535997 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00401963 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0813898 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0484719 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0170497 # DEPENDENCYPART_SIBL
(7,2),(7,36),0.0825783 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0589832 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.153416 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0947831 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0667505 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.115927 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0438301 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0956342 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0789041 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.000670874 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.10401 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0683076 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.00258841 # DEPENDENCYPART_SIBL
(7,3),(7,36),0.071872 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0964265 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0231762 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0161518 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.091219 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0530879 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.12597 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0369282 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0187828 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0793687 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.167011 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0236043 # DEPENDENCYPART_SIBL
(7,4),(7,36),0.00314724 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.134238 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.097355 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.164532 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0622689 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0964299 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.105291 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0843027 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0129021 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0746247 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00943803 # DEPENDENCYPART_SIBL
(7,5),(7,36),-0.0427107 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0457355 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.130381 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0839628 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0672773 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0534008 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0312746 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00347159 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.102011 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0339483 # DEPENDENCYPART_SIBL
(7,6),(7,36),0.0291359 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.116646 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0964155 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.052391 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0583129 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0268886 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0321418 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0378672 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0720044 # DEPENDENCYPART_SIBL
(7,8),(7,36),-0.0792616 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.133344 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.124478 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.108498 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0968315 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0708319 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.063065 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.148359 # DEPENDENCYPART_SIBL
(7,9),(7,36),-0.226966 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0282128 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0157515 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0023077 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.092058 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0944907 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0391995 # DEPENDENCYPART_SIBL
(7,10),(7,36),0.044885 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.102359 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0895705 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0327115 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0477456 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0459037 # DEPENDENCYPART_SIBL
(7,11),(7,36),-0.030239 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0528735 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0104288 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0580948 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0892476 # DEPENDENCYPART_SIBL
(7,14),(7,36),-0.0786658 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0196011 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0143312 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0427648 # DEPENDENCYPART_SIBL
(7,15),(7,36),-0.0142236 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0786449 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.000876695 # DEPENDENCYPART_SIBL
(7,17),(7,36),-0.0768676 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0939056 # DEPENDENCYPART_SIBL
(7,18),(7,36),-0.0334817 # DEPENDENCYPART_SIBL
(7,19),(7,36),0.0133174 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0150271 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0537294 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0341773 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00502455 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0141403 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.043987 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00499029 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0645528 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0269158 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0289271 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0501455 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0108703 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0194209 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0115993 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00629485 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00405777 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0413771 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0415403 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00729539 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.044681 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.022435 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0269101 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0278698 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0240628 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0135558 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0245449 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0170271 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0107989 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0272789 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0836352 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0674598 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0472147 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00256283 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0210309 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0506429 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00353624 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0364772 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0132437 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.011606 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0318433 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0134617 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00386958 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0228546 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0366758 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0175033 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0414282 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0209314 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00479118 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0286219 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0146178 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00253934 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.14752 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0692443 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0285166 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0728845 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0136102 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.013915 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0318687 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0219202 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0217766 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0164484 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0658007 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0179916 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0794188 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0117992 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0653706 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0352235 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.086352 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.000964529 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0544296 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0349522 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0533332 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0679725 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00947857 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0657347 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0260698 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0183631 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0108325 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00404655 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.014623 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00924052 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0293221 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0131161 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0283659 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0366331 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0399991 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0449738 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00171325 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0106178 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0312866 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00356312 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0112439 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0318953 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00673178 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00936044 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.00172739 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0259809 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0109034 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0282137 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00644323 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0203254 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0108011 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0258629 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0262864 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0141392 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0335394 # DEPENDENCYPART_SIBL
(10,1),(10,31),-0.0296326 # DEPENDENCYPART_SIBL
(10,1),(10,36),0.0755362 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0861932 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00787709 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.125301 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0745985 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0300881 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0835071 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.113816 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00941322 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0432734 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0434462 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00669995 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0443441 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0155343 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0465481 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0417364 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.04589 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0620837 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0242638 # DEPENDENCYPART_SIBL
(10,2),(10,31),0.00433792 # DEPENDENCYPART_SIBL
(10,2),(10,36),0.0198056 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0116189 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.116877 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0661745 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0303843 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0819409 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.113361 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00370548 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0432109 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0425851 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.013454 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0464546 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0149969 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0494429 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0437123 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0461615 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0629576 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0211728 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.010689 # DEPENDENCYPART_SIBL
(10,3),(10,36),0.0197598 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0822352 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.000168883 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0469027 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0133057 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00514812 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00100755 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0756968 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.049059 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0243671 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0217801 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00124305 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0191092 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.135461 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.04715 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0209216 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0407588 # DEPENDENCYPART_SIBL
(10,4),(10,31),-0.0275699 # DEPENDENCYPART_SIBL
(10,4),(10,36),0.106102 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.108957 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0430536 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0403487 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0869534 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00540087 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0315391 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0446602 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0283191 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0196773 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00697247 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0544387 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0958313 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0408689 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0531239 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0651257 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0175901 # DEPENDENCYPART_SIBL
(10,5),(10,36),-0.000887293 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0429944 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0385537 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0867228 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00174413 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0292365 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0415004 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000403205 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00779477 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0120275 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0215391 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0461008 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0408404 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0247382 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0365443 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.0264026 # DEPENDENCYPART_SIBL
(10,6),(10,36),0.038615 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0416865 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0387956 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.101856 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.103844 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0867616 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0585027 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0394703 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0699288 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0575596 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.101837 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0530533 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.037935 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0704645 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.0477965 # DEPENDENCYPART_SIBL
(10,7),(10,36),-0.0416921 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.108635 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00968096 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0432072 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.034878 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00119353 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0669183 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0126125 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0477729 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0771869 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0521883 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0826698 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0530447 # DEPENDENCYPART_SIBL
(10,8),(10,31),0.0367587 # DEPENDENCYPART_SIBL
(10,8),(10,36),0.0181389 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0359466 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0634808 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0570983 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0149385 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0337109 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0341552 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00142984 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0246731 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0439708 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.00592655 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0045597 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.0312152 # DEPENDENCYPART_SIBL
(10,9),(10,36),0.018837 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0550329 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0740116 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.114425 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.106912 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0354579 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0295833 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.107458 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0254179 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0968804 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0906574 # DEPENDENCYPART_SIBL
(10,11),(10,31),-0.135828 # DEPENDENCYPART_SIBL
(10,11),(10,36),0.060294 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0396682 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0533758 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.055773 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0150308 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0570432 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0760975 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00576053 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0385558 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.04018 # DEPENDENCYPART_SIBL
(10,12),(10,31),-0.0875234 # DEPENDENCYPART_SIBL
(10,12),(10,36),-0.0789742 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0887193 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00202516 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0664214 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0489455 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0552216 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0644873 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0305404 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.0050639 # DEPENDENCYPART_SIBL
(10,13),(10,31),0.0209425 # DEPENDENCYPART_SIBL
(10,13),(10,36),-0.0450645 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0426952 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00952897 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0531387 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0398288 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00744394 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0934376 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0430844 # DEPENDENCYPART_SIBL
(10,14),(10,31),0.0396153 # DEPENDENCYPART_SIBL
(10,14),(10,36),0.0282857 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00578823 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0187903 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.029483 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0221488 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0351823 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0309415 # DEPENDENCYPART_SIBL
