# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(5,3),(5,9),0.111103 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0384123 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0643072 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.116862 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.111103 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0298269 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.131565 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0712662 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0426734 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0103683 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.10693 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0328794 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0576472 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0103683 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0316551 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.074868 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0691388 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.024162 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0182407 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.110416 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0828075 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.024162 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0409059 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0349556 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0711684 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0517085 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.106884 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00931017 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0711684 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0301635 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0100638 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0365038 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0817071 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0477328 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0100638 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0338473 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0316971 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.062659 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0181917 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0303898 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0328061 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0776207 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00599696 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00287498 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0253224 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0128335 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.103076 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00439606 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0257506 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0387308 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0328061 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.167054 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0653986 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0768204 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0221917 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0859762 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.034266 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.8541 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0292466 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0194644 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0285583 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0211292 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0112834 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0177533 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0434279 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0663751 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0496368 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00309771 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0229948 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.000276836 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0173365 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00700782 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0274554 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0389616 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0832957 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0757364 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00027806 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0293557 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0366023 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0429782 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0307556 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0472795 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.064653 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00258232 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0987275 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00650227 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0301705 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.032884 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00576104 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0113799 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0196022 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0100785 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.125139 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0520555 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.620416 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.000386516 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.124241 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.124321 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0520555 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0331547 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0608356 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0138759 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.300443 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0528204 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.113898 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0357728 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.115894 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.010118 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0344933 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.058993 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.145178 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0727609 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0727609 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0344933 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0152255 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.130482 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0103686 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0716983 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0472609 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0556705 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0492567 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0583603 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0526581 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0892478 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.101542 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00991544 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0100282 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0526581 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0791425 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0705557 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0761326 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0190423 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00363845 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.318437 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00871562 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0444279 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0284441 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0499725 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0396206 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0396206 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0444279 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0156423 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0045208 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0105354 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0203813 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00447324 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00673321 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.104014 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00531607 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0605881 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.056871 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.056871 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.104014 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.103168 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0400125 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0967575 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.100523 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0247526 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.010696 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0507595 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0270963 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0252431 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0252431 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.010696 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.000178944 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0191741 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00492799 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00417318 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0281183 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0520698 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0398365 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0553648 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0553648 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0281183 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.113085 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.103042 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.110937 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0653912 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00836306 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0140745 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0279321 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0279335 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0194609 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00213694 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0226778 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00513775 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0127901 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0619183 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0291069 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0291055 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0701423 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0386982 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.018845 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0386434 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.10306 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0478868 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0478868 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.000193192 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0700038 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0367241 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.068968 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0256016 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0259035 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0234509 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0270483 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0144996 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0375522 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.015246 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0234464 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0270483 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0144994 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0375522 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.015246 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00213694 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0226778 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00513775 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0127901 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0318931 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0787662 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.00552306 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0181215 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0348884 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.00382827 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0364204 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0196691 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00521309 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0312143 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.016142 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0227373 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0937294 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.606459 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.000229604 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0922587 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0923384 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0937294 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0923384 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0402019 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0668381 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0130301 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.153402 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0125664 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00229366 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0170842 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0108785 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00124485 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0481127 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0305593 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0487131 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0144814 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0144814 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0481127 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0144814 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.051506 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0128168 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0483563 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.116001 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0353848 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0376931 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0222126 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00228894 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.000687832 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0425323 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0433886 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0391871 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0392999 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.000687832 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0392999 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0204829 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0141874 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0253638 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0854027 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0274702 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0843409 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0404412 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0486998 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0249632 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0173545 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0140758 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0140758 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0486998 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0140758 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0396909 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.166274 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0362129 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.158458 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0179432 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00299711 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.102298 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0393704 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0605726 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0818239 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0818239 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.102298 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0818239 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0775937 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0226693 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0794386 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0666237 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0335421 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0510785 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0191415 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0116653 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00442442 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00442442 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0510785 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00442442 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.031606 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.154122 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.028128 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.137129 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00642786 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0574351 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0560194 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0127876 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0127879 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00642786 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0127879 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0101394 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00388519 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.00101083 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0923262 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0594612 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0409328 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0267638 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0267624 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0339096 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0267624 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00840765 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0228579 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.013828 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0241616 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00480122 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0352307 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0352321 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0432375 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0352321 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0526838 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0644795 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.051757 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0154978 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0647004 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0647004 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0226156 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0647004 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0617857 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0229804 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0617344 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0284192 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0297014 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0136493 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0297014 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0123756 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0364323 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0239977 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0429907 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0136538 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0297014 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0123756 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0364325 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0239977 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0429907 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0267624 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00840765 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0228579 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.013828 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0241616 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0123756 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0364325 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0239977 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0429907 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0407449 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0629615 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.059407 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0349682 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0132111 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0444209 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00533511 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.09691 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0523488 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0629049 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0190365 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0465195 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0960218 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0418011 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0204567 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0137731 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0249796 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.489252 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0411022 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0410223 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.228514 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0410223 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0900064 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0294793 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0795491 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0284178 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0106883 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.372722 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0762754 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.104005 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0952044 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.10153 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.093221 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0491532 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.148744 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.135928 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.226784 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.226784 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0811362 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.226784 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0412513 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0594001 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.284209 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0770127 # DEPENDENCYPART_SIBL
