# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,18,17,23,23,15,14,
(6,4),(6,12),0.0637504 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0699733 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.065788 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0546746 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0272083 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.070511 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0205191 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.058441 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00165343 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0581673 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0809236 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0452523 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.070511 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0157972 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0545264 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0303066 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0422812 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0319195 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00466166 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0190345 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00412023 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0791593 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0618578 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0648246 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0579443 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0208177 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0473398 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0443355 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0965496 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0131923 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0417164 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.033241 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0146715 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00402378 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0014246 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.018799 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0121777 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00199689 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0120946 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0224092 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0212947 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0109019 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00339735 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.00322748 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0480813 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0252441 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.00720617 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0188752 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0626968 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0791593 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00746452 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.010417 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0439822 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0125919 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.152805 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0217725 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.026591 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.750307 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0388471 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0366411 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0554281 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0544082 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.00532794 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.105481 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.020647 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.010365 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0157093 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.110473 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0234674 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0200186 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0135872 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0154129 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00505312 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.035505 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0599078 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.00312668 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0485193 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0841534 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0414916 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0145461 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0443003 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.043638 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0186023 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.05032 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0121196 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0187864 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00973361 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0591779 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00543986 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0812722 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0572989 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0824089 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0801798 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0115495 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0718643 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0123632 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0788299 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0797836 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0826939 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.115703 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.033248 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.128823 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.122448 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0302416 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.100745 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.027493 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.114318 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.129183 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.12676 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0646391 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0365716 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0373585 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0387729 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00359059 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0743639 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0392099 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0404528 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0355726 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0473356 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.118483 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.04555 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0984235 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0348062 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.11035 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.125215 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.122793 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0785357 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0378777 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0943022 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0298279 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.104258 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.119124 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.116701 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0634526 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00237307 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0293334 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0416928 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0455522 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0373797 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0232566 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.011773 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.065135 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0660156 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0692048 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.042857 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0631338 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0729988 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0688238 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0547568 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.107013 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.105257 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.054453 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.133084 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0963608 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0654545 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0112094 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0640659 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.109295 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0317549 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0520084 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.22582 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.110457 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0351165 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.144176 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0606463 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0920269 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0315305 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00261653 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0902186 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0185595 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.076763 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.123048 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.103177 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.137233 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0593696 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0796226 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.252514 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.13729 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0111344 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0852107 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00799929 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0240849 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00698313 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0280287 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0107271 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0493825 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0220219 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.142171 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.00062312 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0842839 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0831473 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0389282 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0187433 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0140912 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.26481 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.118709 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.127389 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0209204 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0357763 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.054366 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0952101 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.120833 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.710795 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.174787 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.129958 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.197884 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.109433 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0141907 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0569303 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0208832 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00577755 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0232138 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0423188 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0457842 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0368462 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0126155 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.102321 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.045355 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.112915 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.037098 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0829497 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0466961 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.055753 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0408164 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0213219 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0523167 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0894909 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0717174 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0244873 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0959744 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0314861 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0449548 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0447593 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0889934 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0176369 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.028493 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.103267 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0311171 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0101686 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0193305 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0889751 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.171664 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.137106 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0208255 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00534314 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0577633 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0735335 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0971136 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0258703 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0432447 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0469273 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0174089 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.189143 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0707607 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.141913 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0591329 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0990498 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00127719 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.203339 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.105034 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.057732 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.26878 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.411342 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0479377 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0245034 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0275007 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0237019 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0180496 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00521394 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0262381 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0145776 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0547617 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0502616 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0439162 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0210456 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0256851 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0733934 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0277644 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0480509 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.122224 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.00627672 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0173935 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0254727 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0730253 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0271042 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0466275 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.121298 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.00333896 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0470163 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0385098 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.05449 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00158728 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0335993 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0333738 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.000502558 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00905383 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00999068 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0023165 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.117006 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0387359 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0733132 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0187078 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0326876 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0399321 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0992306 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0651965 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0952955 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.035944 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0348923 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.112993 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.102086 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0302972 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0169401 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0719997 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.123949 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.109879 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.121975 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.110903 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0471987 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0413411 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0653526 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0482554 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0396271 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0474608 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0558112 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0475244 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.045772 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0691973 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0431808 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0435937 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0514274 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0597778 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.051491 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0250419 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0156103 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0183009 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0248295 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0128143 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.026512 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0185055 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0326745 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0326215 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0348676 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0328481 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0193381 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0153201 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0305015 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0179304 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0356272 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0439776 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0360239 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0553538 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0470671 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0508662 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.184915 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.1506 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0238737 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.15677 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0455193 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.194434 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0473874 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.131767 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0700408 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.059533 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0466709 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0129142 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.023387 # DEPENDENCYPART_SIBL
(11,12),(11,15),-4.34248e-06 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0254476 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00524649 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0054979 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0335909 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0381506 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0477237 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00149315 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0681121 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00213434 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0213543 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.167665 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0792476 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0771163 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.158518 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0241641 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0394477 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0384627 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0390623 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.010847 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0430444 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00919358 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.146992 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0383207 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0831476 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0852449 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0239283 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0154352 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0255086 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0259056 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.111631 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00113833 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0618751 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.023118 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0428409 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0963724 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.121376 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.707136 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.144203 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.146537 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.200686 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.118035 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0137656 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.308867 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.062354 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.260325 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0278929 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0342968 # DEPENDENCYPART_SIBL
