# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(7,2),(7,15),0.0125624 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0246772 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0812862 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0230737 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.00268687 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0267073 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0236631 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.130059 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0466146 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0466146 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0323959 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0163972 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0297704 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00189056 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00122234 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0607254 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00944521 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.137349 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0137722 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0354906 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.039974 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.138576 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0461056 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.00794149 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.00364116 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0776184 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0446207 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0375373 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0759935 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00182457 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00215489 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0146957 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0250633 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0137364 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0354584 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0368702 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00475976 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.127407 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0277294 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0352269 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.259678 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0446207 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0375373 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0759935 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00182457 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00215489 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0146957 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0250633 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0137364 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0354584 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0368702 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00475976 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.127407 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0277294 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0352269 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.259678 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0163972 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0297704 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00189056 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00122234 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0607254 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00944521 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.137349 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0137722 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0354906 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.039974 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.138576 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0461056 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.00794149 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.00364116 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0226083 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0582779 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0580353 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.127842 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.033155 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0363943 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0323808 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0791901 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0565533 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0182868 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0255169 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0332153 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0752344 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0743898 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0741472 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.09696 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0501386 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0176778 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0493628 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0605554 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0136435 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0538 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0335595 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.050198 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.00212945 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.10956 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0960568 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0467103 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0587653 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.050521 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0243186 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0183325 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0506204 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.037808 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0543759 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.119996 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0953019 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0477246 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0586183 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0515353 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0250732 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0163062 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0506902 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0378782 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0553902 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.122659 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.052153 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0276637 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0567148 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0651226 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00388265 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0386821 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0767879 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0555178 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0408783 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0388483 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0781646 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0207668 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.000974593 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.042762 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0518704 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.084389 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0696821 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0570865 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.117343 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0388423 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0932913 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0554883 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0578917 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.068014 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0374414 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00719139 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.034547 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0437049 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0764777 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0462046 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0187366 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0354612 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0566702 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0441761 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0013146 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0215742 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0286561 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0180714 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.000933268 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.00711694 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0044257 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0551464 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0200843 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0746649 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.0573588 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00480049 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0182976 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00589453 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0618499 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0732994 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0368533 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0368533 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0732994 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0534815 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0330357 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0148515 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0462237 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.038811 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0530015 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0145472 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0190012 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00856237 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0351759 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0492923 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0118524 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0486273 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0378158 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00598513 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.049261 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0191383 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0793008 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0793008 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0191383 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0335289 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0790108 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.060718 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00776702 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00926518 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00374935 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0654715 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.017091 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0503505 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0169454 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00407152 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0806933 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0312027 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0961515 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0473369 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0162943 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00846533 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00846533 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0170759 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0465496 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0761823 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.000695341 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0102097 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0116924 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.036855 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0541548 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0560437 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0513253 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.118948 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00235575 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0862948 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.106412 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0831703 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0425369 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0665718 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.105851 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0273792 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.066623 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.134773 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0160283 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00396088 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00644442 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0563732 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0601913 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0127297 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0407588 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0131068 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0071908 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0336903 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.042742 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0979538 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.03642 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0135844 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0273792 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.066623 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.134773 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0160283 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00396088 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00644442 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0563732 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0601913 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0127297 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0407588 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0131068 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0071908 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0336903 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.042742 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0979538 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.03642 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0135844 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0465496 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0761823 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.000695341 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0102097 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0116924 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.036855 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0541548 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0560437 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0513253 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.118948 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00235575 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0862948 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.106412 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0831703 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0425369 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0665718 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0169324 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0926208 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0679165 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0693992 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.109776 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0961789 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0587952 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0892063 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0569181 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0896089 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.095258 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.152501 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.110917 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0870046 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0175255 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0644142 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.049094 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0505708 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0449933 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00905013 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00784318 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.000208317 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0757306 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0462091 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0673786 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00787012 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0385547 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.00462477 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00772595 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0561351 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0577245 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0461361 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0414066 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0474516 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0417553 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0511726 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0619459 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0589921 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0251024 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0360025 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0354722 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0689245 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0470516 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00270181 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0139379 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00429218 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0192188 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.104676 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.000811155 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0596718 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.015546 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0205022 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0147732 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0109809 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00376854 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0158817 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00308504 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0211626 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.103609 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.000194693 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0611519 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0140663 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0190222 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.016717 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.00376535 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00221162 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0183968 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.003474 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0306527 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0103585 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0811419 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00372182 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0424944 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0076959 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0219187 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00345018 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0691769 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0452394 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.031782 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0571929 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0204822 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0434158 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.068282 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0294298 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.025231 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0257094 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0136667 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0127438 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0243391 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0218437 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0189169 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0229562 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0660824 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0198597 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0452705 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00853994 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.031494 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0566143 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00184714 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0061282 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0990067 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0299897 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0628389 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0200354 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0136017 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0529365 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0704183 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0108038 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0126166 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0441106 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0710219 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.00112023 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0327753 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0251178 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0655983 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0424901 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0150654 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.00224981 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0317129 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00877546 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0225871 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0152013 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0816611 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.125325 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.133484 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0961747 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.351307 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0391913 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00598515 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00623879 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0284049 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0079914 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0719113 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0730458 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0181268 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.00432186 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0177199 # DEPENDENCYPART_SIBL
