# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(4,1),(4,9),0.0574141 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0654382 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.116152 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.122473 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.086454 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0255013 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0266661 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0664824 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0283756 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0652531 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0598766 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0508339 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.117651 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0102056 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0463385 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0263217 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00599509 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0726262 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0268292 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0135165 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0189772 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0684777 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0877034 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.129451 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.120368 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0886751 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.148267 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0885785 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.040969 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0611003 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0847528 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0376437 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0301612 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0283317 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0225829 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.014572 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0922475 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.00837984 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0153753 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.095157 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.10024 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.111223 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.110234 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0529811 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0428504 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0390074 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.00654519 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0284029 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0347138 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00778175 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0398509 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0302943 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00757844 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0640582 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00419205 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0376457 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00239252 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0574519 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.104841 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.11973 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0339131 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.104841 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.00879545 # DEPENDENCYPART_SIBL
(5,1),(5,35),0.142055 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0396917 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0305953 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0292215 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0585004 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00887255 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0454887 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0059128 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0518943 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0395268 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.114912 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0449937 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0395268 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0306124 # DEPENDENCYPART_SIBL
(5,2),(5,35),0.126866 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0131985 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0286768 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00331446 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0104371 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.1103 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0405218 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00382181 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0182042 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.000483297 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0496288 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0182042 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0237804 # DEPENDENCYPART_SIBL
(5,3),(5,35),0.0948718 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0377782 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00273964 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0511291 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0407764 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0885315 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.000992062 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0668544 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0286476 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0840369 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0668544 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0701756 # DEPENDENCYPART_SIBL
(5,4),(5,35),0.01488 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0734471 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0602826 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0907354 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0792642 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0701218 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0265264 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00134906 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0726366 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0265264 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0872114 # DEPENDENCYPART_SIBL
(5,6),(5,35),-0.0105518 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0722443 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0282096 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0236721 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0750062 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0446528 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0423159 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00635135 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0446528 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.018696 # DEPENDENCYPART_SIBL
(5,7),(5,35),0.0405581 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0281162 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0307302 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0530781 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0168407 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0228459 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0331154 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0168407 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0410303 # DEPENDENCYPART_SIBL
(5,8),(5,35),0.00863864 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0290864 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0397627 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00309532 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0106389 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0102079 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.00309532 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0547471 # DEPENDENCYPART_SIBL
(5,9),(5,35),0.0370219 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0277311 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00452113 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0142331 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0113353 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.00452113 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0150309 # DEPENDENCYPART_SIBL
(5,10),(5,35),-0.00477962 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0464875 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0292883 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.013932 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0464875 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.000196646 # DEPENDENCYPART_SIBL
(5,12),(5,35),0.0586075 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0285612 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0120955 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0420385 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0766956 # DEPENDENCYPART_SIBL
(5,13),(5,35),0.042511 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00851154 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0020273 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0116796 # DEPENDENCYPART_SIBL
(5,14),(5,35),0.0133907 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0167831 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0553644 # DEPENDENCYPART_SIBL
(5,16),(5,35),0.0266224 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0766956 # DEPENDENCYPART_SIBL
(5,22),(5,35),0.042511 # DEPENDENCYPART_SIBL
(5,23),(5,35),0.0186151 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.064012 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.28638 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0797599 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.193343 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0148793 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0774893 # DEPENDENCYPART_SIBL
(6,7),(6,35),-0.0167969 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.179861 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0434652 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0636209 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0802416 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0224619 # DEPENDENCYPART_SIBL
(6,8),(6,35),0.0419257 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0692347 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.054208 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0713678 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0579553 # DEPENDENCYPART_SIBL
(6,9),(6,35),-0.00372417 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0326225 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0506359 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0276461 # DEPENDENCYPART_SIBL
(6,10),(6,35),0.0308763 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00273289 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0761988 # DEPENDENCYPART_SIBL
(6,12),(6,35),0.00602563 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0330635 # DEPENDENCYPART_SIBL
(6,14),(6,35),-0.0298572 # DEPENDENCYPART_SIBL
(6,19),(6,35),0.089523 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0220354 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00996823 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.016606 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0782517 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0181191 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0212843 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.124722 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0272731 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00128838 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0136085 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00228609 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0124777 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0193496 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0210961 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.015118 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0238568 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0131194 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0253775 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0730616 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.000158123 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0306936 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0101101 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0258059 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00148419 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00734116 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0241329 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00618715 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0136402 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.035841 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0144596 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0126166 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0163706 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0164875 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0242581 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0180552 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0240774 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.004596 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0212328 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.020647 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00421351 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0111017 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0142727 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.000591894 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0106953 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0449764 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00894524 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.030201 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0120032 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0475492 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0232178 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0712715 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00103352 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0113859 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.071783 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.190146 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0125472 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0276663 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0248808 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00342351 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0179825 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.00207599 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0301923 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0118525 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0412024 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0236785 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0605085 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00435207 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00874664 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00938903 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.18787 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00990793 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0195053 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.025323 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00387762 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0131022 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0209587 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00187729 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0231765 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.000117544 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.127924 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0237345 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0139145 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0133361 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0307649 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0139597 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0187616 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0187153 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0316652 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0620328 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0320228 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0141271 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00345499 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0247099 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0370669 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.013613 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00661121 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0285934 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0138874 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0205291 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.015295 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00942439 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.019487 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0141793 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.038893 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0385274 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0430381 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0841943 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0777263 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0607782 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0809786 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00911645 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.032377 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0618758 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0363297 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0630521 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.050928 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0242026 # DEPENDENCYPART_SIBL
(8,7),(8,12),1.82958e-05 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00868532 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.149136 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00452974 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0278077 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00193328 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.000248526 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00202992 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0133484 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0384097 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0770299 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00587838 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0141583 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0750517 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0219604 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0608356 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.048204 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0895914 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0102125 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0207988 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0136482 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0277324 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0191768 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0217324 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.023344 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00788008 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0265918 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0105626 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0211998 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0432253 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0815395 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.027632 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00194434 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00367313 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0226754 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0284487 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0431168 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.000526002 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0242273 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00597968 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.039441 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.00717192 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0409161 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00400999 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0161584 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00120763 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0221135 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0694533 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0281824 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0261249 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00279153 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00521797 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0242187 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0271289 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0147842 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0246727 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0360113 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.060322 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.000150457 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0328369 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0127426 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0714343 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.00993045 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0192184 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00511061 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0981712 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0551944 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00791377 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.1236 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0597506 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0782902 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.036238 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0663491 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0568229 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0242177 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0668052 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.053948 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.02309 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.166069 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0998228 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0240995 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.105529 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.088415 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0535462 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.132358 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0267713 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.043445 # DEPENDENCYPART_SIBL
(9,13),(9,15),-3.15819e-05 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0248496 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00657805 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0517809 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0270282 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0356313 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0075592 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0157326 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0297815 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0328463 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0790389 # DEPENDENCYPART_SIBL
