# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(5,13),(5,16),0.00595855 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0361454 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0129918 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0406007 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0260961 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0236617 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.024211 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0643042 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.148888 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.026951 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0714602 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0228458 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0649627 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0638949 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.156597 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0185741 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0719181 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0187778 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0781974 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0371407 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0322526 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.150976 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0168217 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.00947977 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.184706 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.00580512 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0428776 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.0399274 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0817992 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0495832 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.089226 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0541385 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.00585923 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0656121 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00233137 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0203675 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0067544 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00253531 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0261573 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0067544 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0200547 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.026683 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.012834 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0252041 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.026683 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0287433 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0137022 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0109688 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0287433 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.177881 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0974981 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.169437 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0163315 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.00173819 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.059445 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.03722 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00859478 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.05621 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.067288 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0193487 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0334993 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0514068 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00808268 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00560714 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00364289 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0371159 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0449785 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.025057 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0360929 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0441163 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0817666 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0596302 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0783313 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.484925 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00442826 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.108084 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.059892 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0390788 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0531809 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0642985 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0787322 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.108084 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.143617 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.385403 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0678656 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0890679 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.00353748 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0481219 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0447643 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.130177 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0345273 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0410159 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.024483 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0222671 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0212583 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0133498 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00189965 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0410159 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.149503 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0726219 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0515786 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0074293 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0196098 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00651995 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.165945 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0169672 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0438583 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0197878 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0431841 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0787793 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0221429 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0373923 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0438583 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0857569 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0207569 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0218758 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0280634 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0159751 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.105819 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00818222 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0978701 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00637472 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0585883 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0611292 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0223785 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0176993 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0978701 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0973827 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0537121 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00802452 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0187782 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0421564 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0479474 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0565388 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0691794 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00654265 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0385381 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00599575 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0157634 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0565388 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.125019 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.149131 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.139368 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0246316 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.111383 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0494032 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0149469 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.000210889 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0177467 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00398155 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0090515 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0494032 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.143546 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0628312 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.022357 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.00695772 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0216491 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0478984 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0016307 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0379611 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0622735 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0693518 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0522319 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0415913 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0438023 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0192704 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0761191 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.00881198 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00917398 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0395909 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0248885 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0243248 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00266533 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0437218 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0145399 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0129089 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0177092 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.00408305 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0155933 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00731614 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0114612 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.057478 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0257681 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0410978 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.000176414 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.026968 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.088848 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0401958 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0370805 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00485892 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0700248 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0167818 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0300572 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0308444 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0342025 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0197977 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0149626 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.014955 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0108956 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0193854 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.012212 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00716405 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0196457 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0260852 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.022773 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0152501 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.00438055 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.00973202 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0415913 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0438023 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0192704 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0761191 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.00881198 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0977762 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0142567 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0433635 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.117895 # DEPENDENCYPART_SIBL
(8,18),(8,20),-6.25561e-05 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.085428 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0218818 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0117937 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.00619868 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.00167681 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0686425 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0971084 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.115691 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0285894 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0395539 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00370395 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0398456 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0252825 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0882847 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0861076 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.137744 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00699641 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0310864 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.137744 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.00732211 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.000106313 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0257586 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0320126 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00787383 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0713636 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00367901 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0197146 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00689968 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.10638 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0139741 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.000495169 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0117788 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0139741 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0931447 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0179163 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.019413 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0820088 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0129821 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0169059 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00146915 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00688128 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.116719 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.112776 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.058708 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.014262 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.112776 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0103959 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0198962 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0179912 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0395943 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0075205 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00878964 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0283538 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00865608 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.058743 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0427567 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.00480324 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.058743 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.139783 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0475021 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0349288 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0190497 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00579628 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0500782 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00275932 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0285706 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0344144 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.010471 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0285706 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.02495 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0409097 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0313276 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0239807 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0053627 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0534774 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0393498 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0505495 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0307093 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0393498 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0678267 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0144408 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00470724 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.038208 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0231218 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0184958 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0267483 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0112468 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0184958 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0449594 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0268216 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0318943 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0367726 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.00791654 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0416955 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0320138 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.00791654 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0586249 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0325761 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0439873 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.000312558 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0411153 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0277155 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.000312558 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0719956 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00236123 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0117361 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0241694 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0663698 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0117361 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0224774 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0837879 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0157161 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00551059 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0837879 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.104749 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0646198 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0390009 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.185354 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0225547 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00999481 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.00874327 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0183235 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.00753716 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.0620882 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.0225547 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00155592 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0370906 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0867375 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0478375 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00728499 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0216821 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0162521 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0366108 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0682374 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0297621 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.000906644 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0114357 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0439822 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0254908 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0416322 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00663065 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.750307 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0539319 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0459811 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0155163 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.105481 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0906594 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.080159 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0410343 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0588491 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0187252 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0599919 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0716498 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.063579 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.00925132 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0788744 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0790567 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0785644 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0115495 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0140204 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0140946 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0779481 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.115703 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.13671 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.133808 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0412175 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.037134 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0214392 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.133002 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0670215 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.155322 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.000285135 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0435769 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0202676 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.15315 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0637742 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00640184 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0554083 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0325368 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.145036 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.0457815 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0658959 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.149891 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0415626 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0232566 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0892349 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0285532 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.00866494 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.112492 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0529108 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0550875 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.012743 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0212199 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00571771 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0181645 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0574337 # DEPENDENCYPART_SIBL
