# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,17,22,20,9,
(8,6),(8,17),-0.0753007 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0580015 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0542543 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.2184 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.122321 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0277386 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0393333 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.13877 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.122321 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0277386 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.048382 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0209673 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00196909 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0439622 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0948983 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0209673 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00196909 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0602705 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.015389 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.18253 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.115369 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0393333 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.015389 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0630436 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0657195 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.118603 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0703842 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0191693 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.14418 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.10604 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0183347 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.000296899 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0187669 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.01625 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0224672 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0190885 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.015389 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0630436 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.14418 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0045014 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0918979 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00441351 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.021215 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0465843 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0313796 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00153263 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0473861 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0393514 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0545901 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0368827 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0318409 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0422879 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0300012 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0473861 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0368827 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0517129 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0820218 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.106699 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.168029 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.105308 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0105062 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.116309 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.169311 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00966858 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0263361 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0161186 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0687811 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0307719 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00293707 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0383892 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00966858 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0687811 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0404618 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.00162888 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0111498 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00879092 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.11158 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0536439 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0101242 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00808403 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0336972 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0280226 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0615375 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0572838 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0696786 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0281996 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00808403 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0615375 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0249461 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.215346 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.105317 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00973948 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.116317 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.169348 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00875683 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0230011 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0127836 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0540326 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0322003 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0175709 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.039383 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00875683 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0540326 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0395487 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0057307 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0241531 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0211598 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0443847 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0423046 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0739295 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0657091 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00235498 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0941622 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0566314 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0795885 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0423046 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00235498 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0253891 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0380468 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00517667 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0357176 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0190272 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0268925 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00898908 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00337319 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0177076 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0849129 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.010016 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0190272 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00337319 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00171956 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0143705 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0642251 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.104869 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.12323 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.110721 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0221589 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.159621 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0556456 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0648717 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.104869 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0221589 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0851941 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.119067 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00730928 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0289025 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0186855 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0883718 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0281705 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.000803997 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0459554 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00730928 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0883718 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0400637 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00636419 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0242357 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0273159 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0450517 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0584899 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0977499 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00605943 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0912265 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0450517 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0897653 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0037446 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0231808 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0315394 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0653408 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0245403 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0238941 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.01558 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0315394 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0913819 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0178381 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0308327 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0627574 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00348824 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0218009 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0305527 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0308327 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0949434 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0153969 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.059189 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0454645 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0197452 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00110102 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0270556 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0356367 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0770045 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0216975 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00245958 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0200811 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0168977 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0437307 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.000847721 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0035467 # DEPENDENCYPART_SIBL
(9,15),(9,17),7.39778e-05 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0183549 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0425062 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00136549 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0457709 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0613538 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0801583 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0167821 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0450517 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0897653 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0037446 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0356367 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0770045 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0436531 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0132337 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0349652 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00901226 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.000804382 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.019278 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0113239 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00101908 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0409007 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0171799 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0755737 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0557814 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.000409076 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.06995 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.081982 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0301566 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0171799 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0755737 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0448968 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0510383 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0183134 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0717677 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0332225 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0412161 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.06755 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0644941 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00991325 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0164267 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0150149 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0632877 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0081663 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0117644 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0602011 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00991325 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0164267 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0485332 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00460071 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.114939 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0874672 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00622089 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0243229 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0292227 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.110896 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0264461 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0665275 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0747268 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0457836 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0684584 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0335175 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.110896 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0264461 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0168553 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0148856 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0355004 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00367448 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0156921 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0354157 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0370676 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0299554 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0324797 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0158182 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00333724 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0394235 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0311241 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0370676 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0299554 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.048142 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00844264 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0301228 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00714405 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0419916 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.129004 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0512343 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0672093 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0459562 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0541311 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.109401 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0462829 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.129004 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0512343 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0687989 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0486965 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00881764 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.138144 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0563055 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.159942 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0369793 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.10447 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.157917 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00855724 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.133829 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0563055 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.159942 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0023167 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0675359 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.064369 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0100392 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0281419 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0168146 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0682387 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00567302 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0118008 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.060076 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0100392 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0281419 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.043214 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0317979 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0368775 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0344445 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0386336 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0175434 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00222363 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0423276 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0275067 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0368775 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0344445 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0413356 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.171431 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0341479 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0597279 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00094056 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.154107 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.150451 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0900224 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.171431 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0341479 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0104778 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0189292 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0401411 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0804264 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.177703 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.188569 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.086703 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.200878 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0189292 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0355228 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0394722 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0195802 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.062357 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.132547 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0643721 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0860292 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.029013 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0991881 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0464505 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0749934 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0789099 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0485979 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0869777 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.042073 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0385556 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0870825 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.068371 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.139861 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0269538 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0574344 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.035861 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0462074 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0613329 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0675508 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0414669 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0324906 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0519896 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.230681 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0248246 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0715983 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.179956 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0332781 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0233698 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0189292 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0355228 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0991881 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0318748 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0193093 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0484603 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.00955589 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.158442 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0655543 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0233865 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00764613 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0859321 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0382857 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00224076 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.034045 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00616947 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0459045 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.189172 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0717322 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0504345 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0209256 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0360648 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0268888 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00107115 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0504785 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00386271 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0115981 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.158394 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.061075 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0200631 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0307541 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0209845 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.035905 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00017213 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0122024 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.000449664 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.121584 # DEPENDENCYPART_SIBL
