# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(5,3),(5,4),-0.0201029 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0475076 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0542538 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0324471 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0542538 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0324471 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0144731 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00221367 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00303064 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00221367 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00702482 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0027844 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0305962 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0027844 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0272115 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0202518 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0082029 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00743071 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0179111 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0454746 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00743071 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0736904 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0152876 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.123252 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0146382 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.118785 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00610943 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.012489 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0646225 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0745729 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.118785 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0774907 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0533183 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0765402 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0805134 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.079021 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0144178 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.126511 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0155081 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0948991 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00252192 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00891898 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0667038 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0766543 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0948991 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0709363 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0553996 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0620334 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0826372 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.0795064 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0680658 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0109696 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0107261 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.037004 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0229468 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0469157 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0465533 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0107261 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0624705 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.042246 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.070054 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0687753 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0179578 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0188059 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0872382 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.010122 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0181082 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0793502 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0893006 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0872382 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0784994 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.068046 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0483243 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0966986 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.0827793 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0583549 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0301316 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0193456 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.038862 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0392244 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0583549 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0024938 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0435317 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0172331 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0162489 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.0652417 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0101685 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0298093 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0203543 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0289414 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00792809 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00458393 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00894321 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0191112 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0437096 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.0161672 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0287267 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00782736 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00527177 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0209886 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.000571133 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00741009 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0321408 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0125724 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.0388932 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0320966 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0281932 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.000539256 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0324722 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0301115 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00418617 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0059714 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0522522 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.11559 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00847463 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0102075 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.117372 # DEPENDENCYPART_SIBL
(6,10),(6,16),-2.00131e-05 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.105041 # DEPENDENCYPART_SIBL
(6,10),(6,29),0.0850542 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0333126 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00253374 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.104867 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0104283 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.092536 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0986808 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00458393 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00894321 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0191112 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0437096 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.0161672 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0712409 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0443825 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0506613 # DEPENDENCYPART_SIBL
(6,13),(6,29),-0.00837364 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0111709 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.101835 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.0912606 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.193573 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.0738976 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.0809276 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0455189 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0270166 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00873438 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0462846 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0412492 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.012851 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0155291 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0815638 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.191242 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0400881 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0139197 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0177069 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0282012 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0012935 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0504634 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0382934 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0261458 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.181753 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0424305 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0268664 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0107336 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0343713 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0842937 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0709329 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0310921 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00686709 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00168689 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0218927 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0339563 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0855296 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0207634 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.133147 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.209555 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0283679 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0750106 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00196465 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0809936 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0456296 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00814647 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0299206 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0107333 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00860346 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0361532 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.025446 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.000699128 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0175336 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0141971 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0837749 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00775803 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.113853 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0163098 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00586958 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0144375 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0279982 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.157493 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.002248 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.05051 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.170554 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0616133 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0195777 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0665807 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00402314 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0790543 # DEPENDENCYPART_SIBL
(11,1),(11,29),0.00487703 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.120741 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0195657 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0127576 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0179945 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0233559 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.163982 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.00522922 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.055068 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.124559 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0521598 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0196269 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0615458 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0042383 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0787961 # DEPENDENCYPART_SIBL
(11,2),(11,29),0.00523456 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0119204 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0189591 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0164972 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.133711 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0323608 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0403569 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0177605 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0590558 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0588339 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0376773 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.120943 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0222313 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0399434 # DEPENDENCYPART_SIBL
(11,3),(11,29),0.105909 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.028733 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0116772 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0125065 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.184775 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.025761 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0303671 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.115385 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0492575 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0186861 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0847902 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.00400508 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0896604 # DEPENDENCYPART_SIBL
(11,4),(11,29),-0.00210999 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00862448 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00728636 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0676452 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0350953 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0155574 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0477957 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00907485 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0277935 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0648735 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0425009 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0515112 # DEPENDENCYPART_SIBL
(11,5),(11,29),0.0139284 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0139831 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.168375 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00961723 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0502553 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.120351 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0499304 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0111033 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0555757 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00447921 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0902936 # DEPENDENCYPART_SIBL
(11,6),(11,29),-0.000745539 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0227587 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0468333 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0181976 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0838184 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0595966 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0192707 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0653305 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0501708 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0339008 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.0562669 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0183945 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.034558 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.104877 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.370727 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0420787 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.232116 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0231554 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.242425 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.0605552 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.068432 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0811784 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0530162 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0302796 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0400093 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00396999 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0409718 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.00277464 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.10089 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.02451 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0217557 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0136011 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00439509 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.120391 # DEPENDENCYPART_SIBL
(11,10),(11,29),0.00856389 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0318635 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0686442 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0890133 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0715315 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0307102 # DEPENDENCYPART_SIBL
(11,12),(11,29),0.0128459 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00230733 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00805359 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0115231 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00674797 # DEPENDENCYPART_SIBL
(11,13),(11,29),0.0107207 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0340308 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0442888 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0203051 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0051003 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0262819 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0965543 # DEPENDENCYPART_SIBL
(11,16),(11,29),-0.00314612 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0267707 # DEPENDENCYPART_SIBL
(11,19),(11,29),-0.0120184 # DEPENDENCYPART_SIBL
(11,20),(11,29),0.0462718 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0950632 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0779879 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0858289 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0862039 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0945395 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0115936 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0863637 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0688538 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0688007 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0783897 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0115936 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00719773 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0088864 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0166459 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.023932 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00191012 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00851667 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.00104927 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0111459 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.0315507 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.00384387 # DEPENDENCYPART_SIBL
(13,1),(13,28),0.00793106 # DEPENDENCYPART_SIBL
(13,1),(13,29),0.0716339 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0772807 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0797851 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0854967 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0881946 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00774586 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0852575 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0658623 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0630013 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0727655 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00774586 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00454071 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0200347 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0122539 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0212589 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00940415 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00479614 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.00261512 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.009314 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0333872 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0180789 # DEPENDENCYPART_SIBL
(13,2),(13,28),0.0190793 # DEPENDENCYPART_SIBL
(13,2),(13,29),0.0820801 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0576448 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0159606 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0608508 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0661461 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0302183 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0454766 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0242939 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0197424 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0661461 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0113784 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0176827 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0275879 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0432194 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.00614205 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0379205 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0177848 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00813687 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0689702 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.003367 # DEPENDENCYPART_SIBL
(13,3),(13,28),0.0131095 # DEPENDENCYPART_SIBL
(13,3),(13,29),0.0453905 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0813903 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0879752 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00831397 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.083563 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0653182 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0630654 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0728037 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00831397 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00217788 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0228116 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0280918 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0159923 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0128886 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0171575 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00411242 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0089102 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0341104 # DEPENDENCYPART_SIBL
(13,4),(13,26),0.00290323 # DEPENDENCYPART_SIBL
(13,4),(13,28),0.0218562 # DEPENDENCYPART_SIBL
(13,4),(13,29),0.0804436 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00922348 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00927902 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0200686 # DEPENDENCYPART_SIBL
