# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(5,1),(5,20),-0.0675645 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0524402 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0627459 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0366844 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.055436 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0607045 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0224895 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.136738 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0034514 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0278885 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0137727 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0514051 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.077407 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0128406 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.117779 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0267861 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0489008 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.116201 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0801706 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0209415 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0445138 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0252909 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00560922 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0928812 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0516426 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0276287 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0874003 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.195979 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.169806 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00800474 # DEPENDENCYPART_SIBL
(5,7),(5,13),-3.4685e-05 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0494959 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0366375 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0949819 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00733111 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0116807 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.123074 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0966366 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0717799 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0545273 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00572177 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0888679 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0523234 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0250378 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.102049 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0882745 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00935364 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0253937 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0193855 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00713321 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0536475 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0256785 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.167099 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0315804 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0087002 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0447693 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.036768 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.10492 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0102749 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0190308 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0111324 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.027062 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0854605 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0815705 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0476936 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0976859 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.038455 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0655054 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0313712 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.106111 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0548991 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0102635 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0378013 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0398837 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.00698234 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0622212 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.060574 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0501754 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00932343 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.00528117 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0324298 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0461841 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.033986 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.181113 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00763158 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.021441 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00128021 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0476874 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00112155 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0971495 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.00128021 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0184824 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0289039 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0843197 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0354747 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0157349 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0380927 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0115096 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0365815 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0114699 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.106062 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0115096 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0646553 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.029699 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0857871 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0159296 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0253523 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0406576 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0263665 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0477991 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0826765 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0406576 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0337435 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.569885 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.126034 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.130657 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0723436 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.179014 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0603367 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.204666 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0723436 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0740338 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0535514 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0455098 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0785344 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.057574 # DEPENDENCYPART_SIBL
(7,8),(7,14),-5.0454e-05 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0497849 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0785344 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.074265 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0194317 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0275747 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00179773 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00525511 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.030936 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0275747 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0119961 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00624258 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0155848 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.029242 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00134827 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00624258 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0129503 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0427257 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0554892 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00845603 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0781958 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0152398 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0141002 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0111998 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0498063 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.103602 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0484114 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0438272 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0112633 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0595371 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0687317 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0152398 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00904934 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0200792 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0847641 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0400471 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00925999 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0465142 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00892751 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0214637 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.054819 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00604026 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.197767 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0262027 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0187483 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0239128 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00256714 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0275676 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0449104 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0243238 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0214806 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0618828 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.034441 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0223357 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0467329 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0109197 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0441863 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0476408 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.039553 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0249019 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.008 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.133106 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0511149 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.103103 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0883488 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.130532 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.110026 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0315117 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.139515 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0215991 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0205369 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0604881 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.011196 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0790663 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.11415 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00372511 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0459916 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.007952 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0242423 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0674229 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0454625 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0410606 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.139683 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0348396 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0273179 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0218591 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0261996 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0347668 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00857168 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0171183 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0328142 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0152342 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0410031 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0304984 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0537759 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0248144 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0277475 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0105848 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00594586 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0259438 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00896578 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00220354 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0252159 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00230634 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.10769 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0376966 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0544962 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.027465 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0369581 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0379725 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.00230634 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0363326 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.000105572 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00535261 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.00795046 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.131309 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0212115 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0296901 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00419064 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00888526 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00273994 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00130468 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0534214 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0977462 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.012648 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0172754 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0196022 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00273994 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0161324 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0136946 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0602441 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0521959 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00362861 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00801141 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0136285 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00362836 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.017169 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0126351 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.040735 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.10367 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00234232 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.00678662 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.00818054 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.017169 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00622164 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0176182 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0407289 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0156521 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0107295 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0306648 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0154397 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0571003 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0607478 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0828178 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.032071 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00113385 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00979102 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0128031 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0571003 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0109286 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0424717 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0170671 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00187589 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.113057 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0662124 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.116851 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.223478 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0402715 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.172586 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0876962 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0736279 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0731556 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.116851 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0766526 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.145991 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00405077 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0819589 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0545387 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0266383 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.057573 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0688631 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.151302 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0217929 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0264162 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0287471 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0266383 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0252773 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0374041 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0486232 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0917843 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00473727 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0267312 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0323772 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.062731 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0330626 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0388318 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0406714 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00473727 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0387973 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0811633 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0716577 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0429916 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0732529 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0915434 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.181346 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0651877 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0838012 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0820044 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0429916 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0816115 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.134533 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0584518 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.156264 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.149054 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.240157 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0654692 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0608419 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.058515 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0584518 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0628998 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0946576 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0632782 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0209337 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0329946 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0727348 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0810409 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0767867 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0531372 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0710576 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0144601 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0311252 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0120486 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.01303 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0140306 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0150642 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0386143 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00935231 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0971789 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0358165 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00440147 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00377767 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00281042 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0343336 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.00558801 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00440566 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0367392 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0377288 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0387614 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0263397 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0339646 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0782301 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0166227 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0144006 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00149233 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0191883 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0432786 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0142807 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.000807908 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0190684 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0384811 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.00307796 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0206738 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0378636 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0710576 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0144601 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0382848 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00691179 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0485484 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0432093 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.112191 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0526569 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0728475 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0758541 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0780102 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0742193 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0723799 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0570579 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0723803 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.045657 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0510998 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0678008 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0608851 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0603781 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0615144 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0599925 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0598504 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0102645 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0599352 # DEPENDENCYPART_SIBL
