# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(5,3),(5,8),-0.00444517 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0452072 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00248847 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0801879 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.029086 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00593079 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.017249 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0339303 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0513 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0142065 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.0320255 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00551502 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0168269 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0204832 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0363716 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0045348 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.457262 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.14199 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0277758 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00134373 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0151899 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.121103 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.00165708 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.00308287 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0449588 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0449585 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0238052 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0188669 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0345142 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0150368 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0103172 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0125228 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0184726 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.00884795 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0531421 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0157266 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0301239 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00117433 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00813196 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0220044 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0680731 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0114602 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0100923 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0473159 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0273481 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0137399 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0411042 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00118338 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00813196 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0184597 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0680714 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0114602 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0100923 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0473159 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0273463 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0137485 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0408684 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0293183 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0227801 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0333646 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0390863 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0295998 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.000225339 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0157756 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0202006 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.00663768 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0315637 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0753122 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.000430853 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0237903 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0218117 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0402715 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.00690668 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0795801 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.143697 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.000669195 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0701974 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.076221 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0846369 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.006465 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.140197 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.000508104 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00302854 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.062861 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.341102 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.00263048 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.0662761 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0500116 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0151201 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0101427 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0789898 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.0754524 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0311624 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0501516 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0171154 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.120323 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0443211 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0116245 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0411988 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0039556 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0105304 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0173293 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.02061 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00390263 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0524255 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0269262 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0108075 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0108066 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0234445 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0474481 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0726565 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00539298 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0534746 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0384897 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0233376 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0445875 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.040997 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00264849 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00264871 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00893635 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.177156 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.10282 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0251502 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0282342 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.227289 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0537933 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00593894 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0124665 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0124645 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0219415 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0248053 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0237415 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0670753 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0847938 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0353782 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0916477 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0708964 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0745527 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0533503 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0442231 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0534634 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.193769 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0184159 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0435991 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0237778 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0237792 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0270264 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.028229 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0857566 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0485275 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0323067 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0522263 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0205485 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0523945 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0232965 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0376721 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0155174 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0293366 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0256193 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0523854 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0232965 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0341274 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0155158 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0293366 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0256193 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0420813 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0652228 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0125278 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0201531 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0430056 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0661883 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0121409 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00527734 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0522994 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0193026 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0862509 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0257415 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0110444 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0138452 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0126999 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0392951 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0986182 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0380245 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0416718 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0153907 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00396882 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0142673 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.00248421 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0243278 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00860884 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0279703 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0148823 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0388047 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0673259 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0564015 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0271556 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0221191 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.091982 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.077538 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.269189 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0358645 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0719177 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0344426 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0400882 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0886565 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0574059 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0426004 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0961719 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0245004 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00532286 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0247116 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00806834 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0254529 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0547064 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00824736 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00533412 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0271543 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0221179 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0209922 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0760164 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.2692 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0719177 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0618046 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.041589 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0886582 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0179922 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0946711 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0244988 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.003919 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0657249 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0535009 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0345958 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0184674 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.077484 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.000927752 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00626073 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0365546 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0418881 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.055235 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0395757 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0201819 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00081465 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0264656 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0687805 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0134964 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0459857 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0851583 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0753712 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0502422 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0492536 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0462111 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.135484 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.065842 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0881493 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0776237 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.208523 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0913968 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0892786 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0867349 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0107161 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0439879 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0308473 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0360125 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0111913 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0295254 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0236934 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0203342 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0241692 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0294392 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0109767 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0582054 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00578916 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0317745 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0264966 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0443871 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0860653 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0470479 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0271859 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0724091 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00186985 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0155689 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00345042 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0228828 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0280481 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.000207671 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00446408 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0600046 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0796204 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00731804 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.027771 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0864055 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0897037 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.083883 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0125966 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.148281 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0351932 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.103824 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0157424 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.017848 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0132949 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.037417 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0506342 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0103825 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00118668 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.01282 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0226601 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0494078 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0328285 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0556938 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0044455 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00474914 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0196942 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0176005 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0535395 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0386612 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0546037 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0229585 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00447446 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0305862 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0116705 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0120162 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0375285 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0586286 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0660775 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0537681 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0751934 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0273169 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.018687 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0193155 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0114225 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00782231 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0187762 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0227382 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0128691 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0391857 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0178035 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.010574 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0797855 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0039144 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0339517 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00441997 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0046171 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0106594 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0307378 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0407236 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0245309 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00103242 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0684311 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0860265 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0170477 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.047292 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0266036 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0284661 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.114593 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00336356 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00476562 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0856572 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0365514 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0365801 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.206664 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.000892782 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0428275 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0172197 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0145804 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0132156 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.016781 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0409948 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.022521 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0261541 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0362476 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0268672 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0576464 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0220837 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0120584 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0118915 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00573503 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0174656 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0827449 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0153507 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0228235 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0831458 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00329524 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0746903 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0288862 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0260943 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.00613311 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0736695 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0113479 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00331463 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00334328 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0578673 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.110925 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0603508 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00803372 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0247477 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0639182 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0414054 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0541741 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0733297 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.022087 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0466295 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.00431641 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00256879 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00292709 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0618372 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.027276 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0121918 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0533116 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0682829 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0467874 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0277338 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0113182 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0521936 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0114296 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0361796 # DEPENDENCYPART_SIBL
