# _root_ `` It 's falling like a stone , '' said Danny Linger , a pit trader who was standing outside the London International Financial Futures Exchange .
#goldHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
#predictedHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
(5,7),(5,13),0.0334264 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0378361 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0527478 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0581225 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0563727 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0281552 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0251578 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0357905 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.03095 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.078663 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0321063 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0339952 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0191495 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00496669 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0437478 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.878973 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0137254 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.120706 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.120706 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0437478 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0344807 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00998854 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.00510525 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0785999 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.116482 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.124253 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00105667 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0194306 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0261703 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0544874 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0132745 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0283144 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0283144 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0261703 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00566953 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0204357 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00753477 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00755008 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.0254328 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0254587 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0311874 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.021046 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00868118 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0222469 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0293831 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0293831 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.021046 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0302096 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0451018 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0277098 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00721559 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0328454 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0263327 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0372083 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0983127 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.193292 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0301378 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0301378 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0372083 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0403098 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0238389 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.209336 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.390747 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0299159 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0280284 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.145644 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0256926 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0641999 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0641999 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0869497 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0730214 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00647544 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0323108 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0480462 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0678644 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0515053 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0131569 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0399675 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0399675 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0496933 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0784915 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00705474 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0316206 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0334044 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0373139 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0361649 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00797691 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00797691 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0607553 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0152612 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0118528 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.041447 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00828515 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.00543753 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.00415482 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.036966 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0270764 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0441083 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0221566 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0111529 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0125504 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0400551 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0425502 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0270775 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0441083 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0221566 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0111529 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0125504 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0400551 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0425502 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0730214 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00647544 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0323108 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0480462 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.0678644 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0515053 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0126981 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00422099 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00860651 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0216823 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0240953 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0246525 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.00768946 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0175726 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.0187959 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0219096 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.00150716 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.00278492 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.026227 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.0275013 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0482737 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.071165 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0108473 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0166334 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0389198 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0311381 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.000575435 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0308494 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00620741 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0335331 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.037471 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.386902 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0674291 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0674303 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.117967 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0893193 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.147954 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0456661 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.111396 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0961319 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00763534 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.06602 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.0690449 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.342288 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0437875 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0424396 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0241793 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0195506 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.000764953 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0146045 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00693953 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0483616 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0483605 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0251686 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0782877 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.123436 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0406262 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0403804 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0426201 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0167056 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0429775 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0563616 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.00943571 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0149253 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0660422 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0269225 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00583192 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0457471 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0585875 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0612852 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0612864 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0337656 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0235983 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0166622 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0714169 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.14217 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00516096 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0930465 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0612023 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.0577084 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0529811 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0412301 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0167986 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0176759 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00165021 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.129846 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.076785 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0767839 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.172149 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.04719 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0946994 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0325084 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0525162 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0010417 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0378901 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0768523 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0815727 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0316686 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0496032 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0336617 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0461082 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.14148 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.11226 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.112259 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.17379 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0564258 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00771069 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.04191 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00792461 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0033864 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0378648 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.113108 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.111807 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0501569 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0435367 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0785711 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0894562 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.123493 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.123492 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.122903 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0599185 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0224844 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.03465 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0867236 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.156433 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00136905 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.123212 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.124972 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0510783 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.065004 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.136468 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.10127 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.101269 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0827288 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0439389 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00759095 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0496647 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00315723 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0129629 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0506583 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.104454 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.108901 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.088202 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0744449 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0086086 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00860468 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0793687 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0190599 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0938938 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0319479 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0713994 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0672773 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0590099 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0100471 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0174697 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.00314724 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00691865 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00691752 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.1152 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0854883 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.163258 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0326863 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0813779 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.158148 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0199523 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.00699847 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0107488 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.106974 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0637573 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00809071 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0440034 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0507312 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0385209 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.1334 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0298815 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00731436 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0707656 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.0657053 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0405137 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00808682 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0440023 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0507301 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0385198 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.133399 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0298804 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00731325 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0707645 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.0657042 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0405126 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00772579 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0123174 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0360783 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0693809 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0988803 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0257027 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0785547 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0788501 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0768676 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0648931 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0439043 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0856165 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0147661 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0403017 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0708104 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.0660366 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0869574 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0301557 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0719108 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.000887446 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0301366 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0581757 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.0534019 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0275001 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0861324 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.00876952 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0391027 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0472979 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0409664 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0556108 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00696502 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0183891 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0119802 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.00567613 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.0495375 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0474448 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.058274 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.0519934 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.00985046 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.045575 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0419137 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.0563472 # DEPENDENCYPART_SIBL
(10,25),(10,26),-0.0466114 # DEPENDENCYPART_SIBL
(10,25),(10,27),-0.00574416 # DEPENDENCYPART_SIBL
(10,26),(10,27),-0.0485193 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00129297 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00226167 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0129319 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0268953 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.000539542 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.000738514 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0291949 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0311334 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0506904 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0423126 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.046359 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0267801 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.10568 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.000209282 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00275735 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0366615 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00727365 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0563874 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0946759 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.017824 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.6486 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0235772 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0315346 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.156379 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0335039 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.150561 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.157014 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0428315 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0596711 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0974197 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0963807 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.138415 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.141617 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.153323 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0183809 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0197089 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0647731 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0141464 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.12806 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0224583 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0069481 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0355229 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0323076 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0213082 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0187689 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0414575 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0150551 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0263285 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00829941 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0383854 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.0427338 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0479206 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0297128 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.107565 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0477345 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0464986 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00778482 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0930297 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0728293 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0340827 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0144913 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0104249 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0437172 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00591891 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0579934 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0237822 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0342702 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0306847 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0267246 # DEPENDENCYPART_SIBL
