# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(5,2),(5,13),-0.053538 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0832478 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.002261 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00407018 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0483783 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.053067 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0214783 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0762608 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0595143 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0747344 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0595918 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0762608 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0234916 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00844214 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00337083 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0658753 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.124925 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0275472 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0413328 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.029956 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.124925 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0684179 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.05599 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.150223 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.041819 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0881927 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0117891 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.106494 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.041819 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.150251 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.128911 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0188739 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0368283 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0199196 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0602685 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0188739 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.129054 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0122663 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0318731 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0324959 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0917947 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0122663 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.203185 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00779838 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.135418 # DEPENDENCYPART_SIBL
(5,9),(5,13),1.62598e-05 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00857223 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0366101 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.00718286 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.031899 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.01355 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0661094 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00474679 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0463404 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0822839 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0281689 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.178274 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0366101 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0134932 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0260984 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0756881 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0317952 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.677391 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0317952 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0258922 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0380323 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0263912 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0159807 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0263912 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0209564 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.026662 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00320586 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.026662 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0652732 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.121433 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0652732 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0225985 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0189481 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00119449 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.043497 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0427101 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0553527 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00682823 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0573976 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0275274 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.869284 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0140766 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.118685 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.118869 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0275274 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.030063 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0382447 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.111306 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0334873 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0784023 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0105194 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0827961 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0154862 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0247011 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0868892 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00339096 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0197047 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0197047 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0247011 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00337459 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0264383 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00916329 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.00157511 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0145945 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.234892 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00794892 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0337084 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.000953742 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0654637 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.018263 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.018263 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0337084 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0543298 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0480106 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0373678 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0506869 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00711193 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0184385 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0487403 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.05946 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00778975 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0912139 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0912139 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0487403 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0160189 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0370227 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0832291 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.017725 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0403585 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0490134 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0566085 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.130644 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0065495 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00654949 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0490134 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.012531 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0235875 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0204783 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.00870683 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0055129 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0578774 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00909017 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0397494 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0388524 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0055129 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00617044 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0501544 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0439792 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.00849273 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0661663 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00459572 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0339851 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0330807 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0365809 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0485994 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0100294 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0442941 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0323596 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0112532 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0372812 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0372812 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0360472 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0748374 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0144914 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0365581 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0783692 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0074584 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0074584 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0496472 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.017999 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0323248 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.00734662 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0157006 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0376865 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0142188 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0474013 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0680744 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0423056 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0419405 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0153946 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0473614 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0680744 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0423056 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0419005 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0485994 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0100294 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0442941 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0323596 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0369826 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0261505 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0326563 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00040448 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0709995 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.0481449 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0180955 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0141319 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0446682 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0628952 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00660891 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0810944 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0271529 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0758545 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0106483 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0166334 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0679449 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0517256 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0560979 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0473663 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0256271 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0173016 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0351098 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.037471 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.386902 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0672462 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0674303 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.117967 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0907071 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0289148 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0419708 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0806131 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0862165 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.342288 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0744112 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0419781 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0293765 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0316329 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0307912 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.00928275 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0999399 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0115883 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0567108 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0567108 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.042714 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00224823 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.000774329 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0874549 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0815641 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0174829 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0435799 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0378878 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.030071 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.114096 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0408056 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0453191 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0767072 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0780987 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0621058 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0621058 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0266308 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00480044 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0559282 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0952136 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.162832 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.119404 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.113453 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0929616 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0185273 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.04705 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0171102 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.020372 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0237796 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0150072 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0150072 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0306632 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.017809 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.122687 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.011504 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0426066 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0668039 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0739983 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0162188 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0261748 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.011064 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0310414 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.119487 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0663313 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0663313 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0965399 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.041053 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00351423 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0958703 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.011147 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00968748 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.170847 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0347138 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0464012 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0830524 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0636993 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.181666 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.181666 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.128847 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0934377 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0728347 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.211872 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0236734 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.291844 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0532585 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0336663 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0238102 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.107366 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0329374 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0338343 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0453712 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0341886 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0744645 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0486712 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0224893 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0240976 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0234087 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0604028 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.133688 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0978105 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0978105 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0964591 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0429397 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0474893 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.140109 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0159847 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0110963 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0764759 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0744449 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00860468 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00860468 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0793687 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0149937 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.102998 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0718761 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0223456 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.276187 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.00314724 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00691752 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00691752 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.1152 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0873528 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.046119 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0315421 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.103977 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0698809 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.106974 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0637562 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00926253 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0432645 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0295035 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.076572 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0056828 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0333417 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0420585 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00808682 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0432246 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0295035 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.076572 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0056828 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0333417 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0405126 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00937411 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0433636 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0794205 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0614661 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.008395 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0768676 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0385605 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0696193 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.037321 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0167407 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.0734106 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0670967 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0519821 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.00541271 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0824912 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0158163 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0391932 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.0778965 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0913546 # DEPENDENCYPART_SIBL
(11,21),(11,26),0.0297567 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.10399 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0012929 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00493513 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00721618 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0226271 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00463367 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0325311 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.022751 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0550255 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0900697 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0967582 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0428196 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.010042 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0277551 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0112838 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0665179 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0915162 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.017824 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.6486 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0235772 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0316049 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.156379 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0620973 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.142669 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.158583 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0690496 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0528881 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.147776 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.138152 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.154445 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.157898 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0221484 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00310699 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00819695 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0505877 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0515324 # DEPENDENCYPART_SIBL
