# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(3,10),(3,29),0.0929548 # DEPENDENCYPART_SIBL
(3,10),(3,32),-0.0469073 # DEPENDENCYPART_SIBL
(3,10),(3,35),0.00235345 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0366969 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0683437 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.00278109 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0370017 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0343481 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0350061 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.00278109 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0491292 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.0535046 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0474387 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.0433943 # DEPENDENCYPART_SIBL
(3,11),(3,32),-0.0823013 # DEPENDENCYPART_SIBL
(3,11),(3,35),-0.0909098 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.107155 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0431217 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0560015 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0866293 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0364879 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0431217 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0864886 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.00719858 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.0857543 # DEPENDENCYPART_SIBL
(3,12),(3,29),0.00457389 # DEPENDENCYPART_SIBL
(3,12),(3,32),-0.0502675 # DEPENDENCYPART_SIBL
(3,12),(3,35),-0.0489335 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0411588 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0455293 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0281002 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0266668 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0411588 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0442322 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0231267 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.0446048 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0366797 # DEPENDENCYPART_SIBL
(3,13),(3,32),-0.0151011 # DEPENDENCYPART_SIBL
(3,13),(3,35),-0.0283866 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.00836306 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0491438 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0279335 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0194609 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.00384985 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.0160902 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0105928 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0214254 # DEPENDENCYPART_SIBL
(3,14),(3,32),0.0144036 # DEPENDENCYPART_SIBL
(3,14),(3,35),0.0127901 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0839136 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0291055 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0701423 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0360775 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0830325 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.035563 # DEPENDENCYPART_SIBL
(3,15),(3,29),-0.0455182 # DEPENDENCYPART_SIBL
(3,15),(3,32),-0.0381147 # DEPENDENCYPART_SIBL
(3,15),(3,35),-0.10306 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0167056 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0283679 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.060978 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.0313518 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0602708 # DEPENDENCYPART_SIBL
(3,16),(3,29),-0.0163581 # DEPENDENCYPART_SIBL
(3,16),(3,32),-0.0383636 # DEPENDENCYPART_SIBL
(3,16),(3,35),0.0814011 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0234464 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.037638 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.0310509 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0349048 # DEPENDENCYPART_SIBL
(3,18),(3,29),0.00729763 # DEPENDENCYPART_SIBL
(3,18),(3,32),-0.0484819 # DEPENDENCYPART_SIBL
(3,18),(3,35),0.015246 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.00384985 # DEPENDENCYPART_SIBL
(3,19),(3,23),-0.0160902 # DEPENDENCYPART_SIBL
(3,19),(3,28),-0.0105928 # DEPENDENCYPART_SIBL
(3,19),(3,29),0.0214254 # DEPENDENCYPART_SIBL
(3,19),(3,32),0.0144036 # DEPENDENCYPART_SIBL
(3,19),(3,35),0.0127901 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0462129 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.0672061 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.0901998 # DEPENDENCYPART_SIBL
(3,22),(3,32),-0.0473904 # DEPENDENCYPART_SIBL
(3,22),(3,35),0.006444 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0474387 # DEPENDENCYPART_SIBL
(3,23),(3,29),0.0433943 # DEPENDENCYPART_SIBL
(3,23),(3,32),-0.0823013 # DEPENDENCYPART_SIBL
(3,23),(3,35),-0.0909098 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.0827874 # DEPENDENCYPART_SIBL
(3,28),(3,32),-0.049285 # DEPENDENCYPART_SIBL
(3,28),(3,35),-0.000386398 # DEPENDENCYPART_SIBL
(3,29),(3,32),0.00470126 # DEPENDENCYPART_SIBL
(3,29),(3,35),0.0190011 # DEPENDENCYPART_SIBL
(3,32),(3,35),-0.0233525 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0361458 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0168491 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0034736 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0229123 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0226937 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0107177 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.129863 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.10979 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0104349 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.06878 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0209964 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0147069 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0332019 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0333277 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0119228 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.000242752 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.00262859 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.810045 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.039368 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.128796 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.00262859 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0119228 # DEPENDENCYPART_SIBL
(5,1),(5,35),0.113215 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0220903 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0521332 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.096589 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0065765 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0250357 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.051945 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0518139 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0823226 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0421022 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00871681 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0300668 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0228405 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0242839 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00871681 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0823226 # DEPENDENCYPART_SIBL
(5,2),(5,35),0.0480257 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0548196 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.122963 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0564468 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0141512 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0285035 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0286344 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0211485 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00474942 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0214619 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0168802 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0425392 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0684022 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0214619 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0211485 # DEPENDENCYPART_SIBL
(5,3),(5,35),0.0670922 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0595555 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0229166 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0222724 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0538474 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0525112 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0305718 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0454268 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.051435 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0733336 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0182854 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0280415 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.051435 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0305718 # DEPENDENCYPART_SIBL
(5,4),(5,35),-0.0214003 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0403134 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0228547 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0377282 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.03751 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0207396 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0834946 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0392484 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0567853 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0368188 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0217437 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0392484 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0207396 # DEPENDENCYPART_SIBL
(5,6),(5,35),0.126891 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0187292 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0297985 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0294999 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.032019 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00802179 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0225053 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0105829 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0192454 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0200825 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0225053 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.032019 # DEPENDENCYPART_SIBL
(5,7),(5,35),0.0242353 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0023533 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00257744 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0323223 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0122931 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0123186 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0180474 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0107072 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00286027 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0123186 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0323223 # DEPENDENCYPART_SIBL
(5,8),(5,35),-0.00439871 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0391058 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0393902 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0298338 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0168287 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00977644 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0226597 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0237145 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0168287 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0393902 # DEPENDENCYPART_SIBL
(5,9),(5,35),0.049696 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0392222 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0298336 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00785334 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0203496 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0226597 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0237141 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.00785334 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0392222 # DEPENDENCYPART_SIBL
(5,10),(5,35),0.0507973 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.000756154 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.000269776 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00615527 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0216557 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00980421 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.000269776 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0389159 # DEPENDENCYPART_SIBL
(5,11),(5,35),0.0186793 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0028031 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0168028 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.025617 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.029821 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0028031 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.000312928 # DEPENDENCYPART_SIBL
(5,13),(5,35),0.0208903 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0879769 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0226539 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0587754 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0635777 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0153299 # DEPENDENCYPART_SIBL
(5,14),(5,35),0.0253886 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0306549 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0598681 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0223127 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00368191 # DEPENDENCYPART_SIBL
(5,15),(5,35),0.00991077 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0248808 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0770113 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.000132495 # DEPENDENCYPART_SIBL
(5,16),(5,35),0.049261 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.00259583 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0376891 # DEPENDENCYPART_SIBL
(5,18),(5,35),0.0283715 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0153299 # DEPENDENCYPART_SIBL
(5,19),(5,35),0.0253886 # DEPENDENCYPART_SIBL
(5,23),(5,35),0.0186793 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0164097 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0252487 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0106903 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0326173 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0502351 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0160837 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0165651 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0522777 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0436872 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.077425 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0091698 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0171707 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0191999 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.065203 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0382439 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0377571 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0645096 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0565812 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0390436 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00833383 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00410303 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0440286 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0479918 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0484784 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0155467 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0345429 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0218606 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0260735 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00586135 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.041154 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0394621 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00330949 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0677209 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00150458 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0466509 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0377716 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0376508 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0264163 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0736649 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00183621 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0606228 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0600832 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.15431 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0355687 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.141838 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.168466 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0314179 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.164691 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0135505 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0312498 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.16469 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0225258 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0749449 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0412452 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0874045 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00595354 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00633784 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0377884 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0181401 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0114844 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0129749 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0146246 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00691306 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00443091 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00587745 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.764191 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0213652 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0627514 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.00587745 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.008267 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0185792 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0146246 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.010561 # DEPENDENCYPART_SIBL
(7,1),(7,29),0.0318567 # DEPENDENCYPART_SIBL
(7,1),(7,35),0.133534 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00901102 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0822994 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0472331 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0768763 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0741753 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0667979 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.090982 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0901251 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0650905 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0403305 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0190752 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.108478 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0650905 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0921375 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0781112 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0667979 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.078812 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0509929 # DEPENDENCYPART_SIBL
(7,4),(7,35),0.00653497 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.01025 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00853041 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0163452 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0152153 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0630355 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0304309 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0335164 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0122677 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0208237 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00785829 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0396578 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0122677 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0319943 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0174351 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0630355 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0165317 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0499185 # DEPENDENCYPART_SIBL
(7,5),(7,35),0.0785458 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0116721 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0345508 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0360583 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0334275 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0252232 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0122063 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.106606 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0171848 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0519089 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0357258 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.106606 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0256058 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0333408 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0334275 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0343879 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.00606659 # DEPENDENCYPART_SIBL
(7,6),(7,35),-0.0218902 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.025028 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0235278 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0323594 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0283904 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0349985 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0235311 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0133322 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0376884 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0235098 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0235311 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0281215 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0266186 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0323594 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0251819 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.00657597 # DEPENDENCYPART_SIBL
(7,8),(7,35),-0.0361895 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0574993 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0196078 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0166697 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.072138 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00498382 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0288756 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0413406 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0253695 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00498382 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0166307 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0625853 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0196078 # DEPENDENCYPART_SIBL
