# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(5,8),(5,11),-0.0145003 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0103219 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0101092 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00418471 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0145003 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0169135 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0237176 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0237402 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.00882843 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0391052 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0015192 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00247384 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.016549 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00138466 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0015192 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0149805 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0583861 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0275806 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0185937 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0205648 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0814039 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00513129 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0716435 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0205648 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0487122 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00551709 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0718187 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0302074 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0215939 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.00365422 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.000344364 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.00301998 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0637763 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00483077 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.00528881 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0316957 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0448281 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0155994 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00979159 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.00759892 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0502405 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.043746 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0305173 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0363087 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0538513 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0258633 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.000913773 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.04079 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.00992534 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0747597 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0338412 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0421332 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0386439 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0134804 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0637763 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.00483077 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.00528881 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0316957 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0136662 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0379847 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0891118 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.00549052 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.00666696 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.00980972 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0500771 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0251168 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0310899 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0123324 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0621443 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0259172 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.06303 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0339346 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0284868 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0331666 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.043295 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0210669 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0697895 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0288236 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00428797 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0238768 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0614489 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0408276 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0233609 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.194631 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0215861 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0115717 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0176121 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00115065 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0155726 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00182369 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.042885 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0308486 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0374322 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00190414 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00862247 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0511623 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0288741 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0349215 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0183245 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.000337345 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0498979 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0888754 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0942731 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00380228 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.070018 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0938568 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.157337 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0910635 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0220663 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0511184 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0251852 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.093256 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0826653 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0761649 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0673692 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0530797 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.206991 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0212157 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0348781 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00368465 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0097746 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0459554 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.157215 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0533833 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0232734 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0275002 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0305456 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0296226 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.014512 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0654186 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0485812 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0400311 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0792725 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0469629 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.23521 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0398528 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0906957 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.116001 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.135002 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.13538 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.121401 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.292509 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0285302 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00737856 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0133312 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.038463 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.019236 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00895037 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0226468 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00272395 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0600042 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0116945 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0440793 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0659125 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0133952 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.014391 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0371104 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00702453 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0151956 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0494529 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0394102 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00450657 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.013364 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.014936 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0196546 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0537072 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0801328 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0165827 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0159059 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0284164 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.00367594 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00369931 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00602335 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0103678 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.105191 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00624049 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0703126 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0358801 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00486318 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0733796 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0496908 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0646518 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00486318 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.152648 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0824861 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.027197 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.091315 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0290049 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0644825 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0297198 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0162022 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0525156 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0654403 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0595919 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0921298 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0414606 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.03804 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0371195 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.048746 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.038631 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.118872 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0371195 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.118135 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.06314 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0611541 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.060607 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00422786 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.059728 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0240386 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0227229 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0102561 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0890717 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00755411 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0368082 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.000128471 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00150302 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0472934 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0555403 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0181089 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00150302 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00744932 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0588817 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0103522 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0923497 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0257912 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0466372 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00378747 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.076331 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00976742 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.114351 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0287913 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00505368 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0128114 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0418978 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0463237 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0967625 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0128114 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0805197 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0847519 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.01269 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0323672 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0025522 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0100186 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.00898388 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00962416 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.106942 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0995765 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0520481 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0176675 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0149811 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0138755 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0147375 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0176675 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0273342 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0106631 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.016775 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0105118 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.037245 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0380587 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0931217 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0399642 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0595984 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00334599 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00230571 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0786416 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00117942 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.112192 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00230571 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0672366 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0952675 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00610192 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.033473 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00694088 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0028788 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0383973 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0216354 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0268967 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.101899 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.130215 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0709531 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.199024 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.101899 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.147728 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.131543 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0917261 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.170442 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.079534 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0423168 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0691817 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0657815 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0299611 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0371953 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0936326 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.1198 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0299611 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0799248 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0134115 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0348102 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0293531 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0386751 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0282065 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0540556 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0120534 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.036371 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0247901 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0888381 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0120534 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0862063 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0115547 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.059802 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.012118 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.00219338 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0381844 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0212586 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.100128 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00151775 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0679339 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0675921 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.112798 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0963126 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0139773 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0644424 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0699408 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0552947 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.041287 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0539539 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0755207 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0758442 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.052308 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.152622 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0432971 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0823504 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0801046 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.084802 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.133861 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0534048 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0652765 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000269241 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0437687 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0324238 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0934511 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0299577 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00750101 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00536629 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.098012 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.175065 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.131709 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.057579 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.174054 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.13998 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.10118 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0684998 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.112798 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0963126 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0139773 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0644424 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0699408 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0552947 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.041287 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0509172 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0171167 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0808963 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0394391 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0510555 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0102493 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0425521 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0937826 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0749766 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0748616 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0960381 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0683557 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.068732 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0563559 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0342477 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0376615 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0352491 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.026194 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0146009 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.00736985 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0212926 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0469494 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0424177 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.063161 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00663259 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0469494 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0126753 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0248014 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.000921234 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.00108667 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0360962 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0811092 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0437665 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0216112 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0483941 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0480771 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0763477 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0323918 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0364774 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0523467 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.029951 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0693463 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0355208 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0333467 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0899716 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0349434 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0421152 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0190373 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0298063 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0102669 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0563731 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0365835 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0692566 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0099976 # DEPENDENCYPART_SIBL
