# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,12,16,16,12,10,10,18,21,23,21,18,10,
(6,2),(6,5),0.0355081 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0545908 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.054007 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0184465 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0252583 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0867167 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0331754 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0564758 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0558921 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0190172 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0688996 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0133287 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.01176 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0111456 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0101227 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0254538 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.042665 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0432393 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0161723 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0536833 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0446707 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.032186 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0460005 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.031458 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0456521 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0170708 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0953579 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0861297 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0340918 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.000358158 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.055205 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.000594526 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0170354 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00146004 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0347586 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0210454 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0210454 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0475984 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0853275 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0317592 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00129518 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.05709 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00609291 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.017606 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00529772 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.047857 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0646867 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0646867 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0496198 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0134658 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00190444 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00870071 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0250002 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0064289 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.121253 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0146499 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0204969 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0204969 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.016379 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00296937 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0480317 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0488228 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.022214 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0603967 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.113914 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0627841 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0627841 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0370996 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0138466 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0291783 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00607694 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0314422 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0172533 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0301244 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0301244 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0241163 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0157144 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0294266 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0329108 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00422642 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0429662 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0429662 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0401079 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0105889 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00107901 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0062193 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0237979 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0237979 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0189778 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0020601 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00483246 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0027408 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0027408 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0263017 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.000411896 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0247899 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0247899 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0514173 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0414199 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0414199 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0182377 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00289794 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00424548 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00424548 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0318491 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00663061 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0113956 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0172954 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.044005 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.010821 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0126491 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0219812 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.116171 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0615003 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0146008 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.022419 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0193307 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0273815 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00491695 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0196283 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0343093 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0309972 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0436244 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0169117 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00381798 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00753562 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.157882 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00765431 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0973184 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0439809 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0658891 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0439809 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0312552 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0741716 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0399475 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00938297 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0431728 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0179572 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0392875 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0168346 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0375808 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00815126 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00190521 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0710575 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.006168 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0710575 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0894614 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0248685 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.019629 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0549294 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0305835 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0519138 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.029461 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0400574 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0130016 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0169576 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0274328 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0149071 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0274328 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0933873 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0278326 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0278723 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.054486 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0746064 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.060287 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0293077 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0912057 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0090835 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0283469 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0125054 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0283469 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0346452 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0547776 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0720356 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0480898 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0638347 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00601677 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0776723 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.132735 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0752878 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0878362 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0752878 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0525637 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0238373 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.170213 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0777303 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0483425 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0367879 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0289004 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0233702 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0134483 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0233702 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0114812 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0983314 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0504441 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0424522 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0317216 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0229713 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.069387 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00777846 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.069387 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0214655 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0927151 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0593603 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0517153 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.042459 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.000915338 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0277114 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.000915338 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00528743 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.107565 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0150392 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00875908 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0514016 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00550363 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0514016 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00898903 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0456588 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0154188 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0128843 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00858911 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0128843 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0223336 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0426855 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0495951 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.000837741 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0495951 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0132298 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.134107 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0505955 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0779159 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0239015 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0307128 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0219445 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0232036 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.079321 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0239015 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0307128 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0389218 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.063724 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.023605 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0742514 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0199385 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0465368 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00874972 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0140041 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.070645 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.145634 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.124911 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0643549 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.10798 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.135723 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.106377 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0643549 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0446246 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.148638 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0691381 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.295324 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0678187 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.103482 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0651434 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0668099 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.095564 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0785391 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0800807 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0701038 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.101603 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00143524 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0427212 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0497968 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0114379 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0343258 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0188698 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0497968 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0326946 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0199733 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00930033 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.121811 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0242004 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.00286892 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0542394 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0840613 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0662483 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0677899 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.057813 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.088249 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0148429 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0639292 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0605328 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00771327 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0339342 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0302331 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0605328 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0339108 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0202263 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00206291 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.124777 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0302825 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0099873 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0981731 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0555017 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0589603 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0583319 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0686015 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0247515 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0184925 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00305907 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0383517 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0306816 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0234626 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00305907 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00644221 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0387147 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.00630644 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0321768 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0619046 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0049287 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00965978 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0135116 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0126431 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0593305 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0467442 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0516092 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00570733 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0339459 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0334036 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00079915 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00570733 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00541953 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0170722 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0170606 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0925421 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0155721 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0366581 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.121073 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0719927 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0615283 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.063991 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.012081 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0648812 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00480315 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0148213 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0284422 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0648812 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0367582 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0515349 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0535552 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0144335 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0341619 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0220605 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.050279 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0587165 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0702671 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.005086 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0482572 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00382705 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0341194 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0213477 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0482572 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0236404 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0444838 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0464607 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0169892 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0242139 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0277382 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0580678 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0701771 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00552609 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0234677 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00341041 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0293077 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0213425 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0234677 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0213272 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0447967 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0464555 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0216352 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0263675 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0220787 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0467826 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0189377 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0429522 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0305823 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0170455 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00501044 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0429522 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0357211 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0238737 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0192626 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0409842 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0352139 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.00438901 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0415313 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00318106 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0172673 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.039541 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0334352 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00318106 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0326285 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0316561 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0352519 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00741862 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.076809 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0149598 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0691228 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0412659 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.022505 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0066859 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0691228 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0662366 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.026767 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0333893 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0395519 # DEPENDENCYPART_SIBL
