# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,21,21,18,
(6,9),(6,23),0.0255177 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0908227 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00764246 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.015581 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0427378 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0225812 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0125586 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00596612 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00265346 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.00265237 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.00807313 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.05126 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0643163 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0213353 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0266715 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0717834 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0274545 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0200916 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0280634 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.00241463 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.034098 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0190641 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0293257 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.00114721 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.00114721 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0058533 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0328222 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0289141 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0647679 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0167684 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0184946 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.00617273 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0130801 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00708064 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0109715 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0109704 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0109241 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0221212 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0328807 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0255177 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0908227 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0168988 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0167486 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.00154936 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.032595 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0142789 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0195824 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0105479 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0172062 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.168036 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0104588 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0116487 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00416178 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.148097 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0152999 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0964174 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0519553 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0193185 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0890335 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.080046 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.192748 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0463419 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.031448 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0275976 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.175155 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0768199 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0532755 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.152031 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.177839 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0501191 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0487575 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0296161 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0878042 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0656953 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0786232 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0513226 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.02779 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0793412 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0552032 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00855791 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0405806 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00150507 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0184021 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.02779 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0130672 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.142456 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.054022 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0175686 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.103397 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0186411 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0420001 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0042421 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0257126 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.054022 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0149103 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.00749775 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00322993 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0381814 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0238084 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0919512 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0274017 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0169697 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0124837 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.026307 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.126837 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0186227 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00130226 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0123992 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00577976 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.024126 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.000666072 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0133335 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0247897 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0413123 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0342645 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0373662 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0767606 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0167878 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0320514 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0180328 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00133522 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0686766 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0263064 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0147655 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.023482 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0494555 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0631264 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0434341 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0422542 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0725945 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0191156 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0259026 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0268521 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0221291 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0425649 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.00753201 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.000505719 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0292359 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.026307 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.126837 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.0595714 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00966042 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00893407 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0153748 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0412721 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0105056 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00616687 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0256061 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00940626 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0767071 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0552189 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0941075 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0181132 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.000994677 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0365836 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0642536 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0326818 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0066645 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0158498 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00292023 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0970704 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0372488 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.100726 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0410448 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.638193 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0499675 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0213159 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0587921 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0147528 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0622071 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0609182 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.022774 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0506596 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0843216 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0519764 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0684049 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0698632 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0502694 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0769395 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0131506 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0418198 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0438077 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00919429 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00991505 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0321822 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0313156 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0619515 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0833949 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.106512 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.101546 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.121058 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0205632 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0737013 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0599837 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0227243 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0137642 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0290022 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0511519 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0401226 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0792236 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0603998 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0894784 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0800998 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0214729 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0225139 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0227326 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0539799 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0243746 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0777633 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0837382 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0309766 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0862188 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0683546 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0512595 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0434425 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0395216 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00363001 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0945003 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0510322 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0198036 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0489326 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0973159 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.149192 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0293282 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0598045 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.065567 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0854349 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0242784 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0885034 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0859557 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0895612 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0554344 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0506765 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.163556 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0257181 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.165414 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0858945 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0618486 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0886019 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0727786 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0310041 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.169511 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0737982 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00969918 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0437593 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0173001 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0721789 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0143748 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.016554 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0229852 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0254192 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0717266 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00573241 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0420949 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0290632 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0097277 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.027425 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0411177 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0585562 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0487352 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0330185 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0219074 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0428156 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0431654 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0184731 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0162632 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0119121 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0115905 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00914523 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00287825 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.00656897 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.000549728 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.000550453 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00500129 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0396394 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00868724 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0380393 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0712098 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0412314 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0109853 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0269439 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.00614174 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0191253 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0191253 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.000893123 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0348645 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0447557 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00366634 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0447521 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0246179 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0831389 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.100757 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0136725 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.00631067 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00890132 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00937799 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00219076 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0104678 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0113156 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0339753 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.000613499 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0129725 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0129725 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0220274 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00672164 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0226126 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.031836 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0544272 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0054876 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0143282 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0143282 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00381511 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0905258 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0359598 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0139881 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0281371 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0172815 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0172804 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0202146 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0133407 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.000262194 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0532956 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0131895 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0147359 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0339956 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.000342951 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0252423 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0157229 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0157218 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0191583 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.00123374 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.00658188 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.00658188 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0195243 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.000499031 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.00686279 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0220856 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0219343 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.00136415 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0324257 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00520348 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0567314 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0199045 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00889756 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.148097 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0279615 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.165102 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00159964 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0104588 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0404168 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0404167 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0365778 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0101059 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0839749 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0259088 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0598465 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.181478 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0834975 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.196354 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.033158 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0657759 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.060655 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.060655 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0178418 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0930862 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0491048 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.14483 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.17172 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.10416 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.182046 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0774802 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0620107 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0824523 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0824523 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0551129 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0377749 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.111709 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0474268 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00376892 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0510361 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0399618 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00949721 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.05758 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.05758 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0648829 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.104748 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0604889 # DEPENDENCYPART_SIBL
(11,13),(11,16),8.50135e-05 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0635939 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0545098 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0337308 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0548364 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0548364 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.00761976 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.153599 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0196137 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.155494 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0471276 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0124805 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0870572 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0869059 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.00526706 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0196472 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.165672 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0360805 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0541117 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0484742 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0484732 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0452408 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0288421 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.138064 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.18007 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0621021 # DEPENDENCYPART_SIBL
