# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(2,16),(2,33),0.044665 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0984393 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.00187356 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.00996771 # DEPENDENCYPART_SIBL
(2,17),(2,24),2.5369e-06 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.00996771 # DEPENDENCYPART_SIBL
(2,17),(2,30),0.028703 # DEPENDENCYPART_SIBL
(2,17),(2,33),-0.0636748 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0194469 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.0497753 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.0384218 # DEPENDENCYPART_SIBL
(2,18),(2,25),-0.0497753 # DEPENDENCYPART_SIBL
(2,18),(2,30),-0.0055513 # DEPENDENCYPART_SIBL
(2,18),(2,33),-0.0561609 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0355621 # DEPENDENCYPART_SIBL
(2,19),(2,24),-0.0297479 # DEPENDENCYPART_SIBL
(2,19),(2,25),-0.0355621 # DEPENDENCYPART_SIBL
(2,19),(2,30),0.019637 # DEPENDENCYPART_SIBL
(2,19),(2,33),0.00780263 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.0453941 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.207522 # DEPENDENCYPART_SIBL
(2,22),(2,30),-0.0040702 # DEPENDENCYPART_SIBL
(2,22),(2,33),-0.0019651 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0528933 # DEPENDENCYPART_SIBL
(2,24),(2,30),-0.022971 # DEPENDENCYPART_SIBL
(2,24),(2,33),-0.0172496 # DEPENDENCYPART_SIBL
(2,25),(2,30),-0.0040702 # DEPENDENCYPART_SIBL
(2,25),(2,33),-0.0019651 # DEPENDENCYPART_SIBL
(2,30),(2,33),0.026106 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00671197 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0122883 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0367037 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0224605 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.012304 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0447952 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.041805 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0451868 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0112823 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0418075 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0112229 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0355187 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0451868 # DEPENDENCYPART_SIBL
(3,1),(3,30),-0.0112229 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0307802 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.061706 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0110424 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0307821 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0640352 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0617071 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0125152 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0241138 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0615297 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0192816 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0593166 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0125152 # DEPENDENCYPART_SIBL
(3,4),(3,30),-0.0192816 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0859141 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0127047 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0963897 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0886672 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0858798 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0130707 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.023373 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0857024 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0370558 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0983239 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0130707 # DEPENDENCYPART_SIBL
(3,5),(3,30),-0.0370558 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0534262 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.105505 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.179332 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.170206 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0269449 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0639394 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.170029 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.00640186 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.166888 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0269449 # DEPENDENCYPART_SIBL
(3,6),(3,30),0.00640186 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0320524 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.00352194 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.00579801 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.000404223 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0156742 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0049045 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.00733118 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0371089 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.000404223 # DEPENDENCYPART_SIBL
(3,7),(3,30),-0.00733118 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0895127 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0867253 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.01223 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.025201 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0865479 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0377013 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0992216 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.01223 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.0377013 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.175764 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0452409 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0689901 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.175588 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.00420728 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.162746 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0452409 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.00420728 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0253461 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0633396 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.169624 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.00325756 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.167129 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0253461 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.00325756 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.144287 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.00172267 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.043445 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.00789435 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.058594 # DEPENDENCYPART_SIBL
(3,11),(3,30),0.043445 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0188484 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0114871 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0244748 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0205652 # DEPENDENCYPART_SIBL
(3,12),(3,30),0.0114871 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.000818266 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.166887 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0225254 # DEPENDENCYPART_SIBL
(3,13),(3,30),0.000818266 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.014067 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0114312 # DEPENDENCYPART_SIBL
(3,14),(3,30),-0.513473 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0872888 # DEPENDENCYPART_SIBL
(3,16),(3,30),0.0492238 # DEPENDENCYPART_SIBL
(3,17),(3,30),0.043445 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.467557 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.122245 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.106672 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0732694 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0379935 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.065684 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0179101 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0161063 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.05 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.050527 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0793061 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0291624 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0479428 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0636837 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00580833 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0793061 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0160908 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0452185 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0179101 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0190467 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0179101 # DEPENDENCYPART_SIBL
(6,1),(6,33),0.0991162 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.127248 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0444446 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0479323 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0180197 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0244375 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0208183 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0727388 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00379747 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0234031 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0934651 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00404365 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0727388 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0205849 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0239084 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0479323 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.022423 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.0479323 # DEPENDENCYPART_SIBL
(6,3),(6,33),0.0351776 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0899213 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.42009 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0611141 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00312219 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.014301 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.115532 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0349058 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00379178 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.043824 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0812401 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.115532 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.255972 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.000948568 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.42009 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0107591 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.42009 # DEPENDENCYPART_SIBL
(6,4),(6,33),-0.0144821 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0241195 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0188068 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0123169 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0166905 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00909264 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0136282 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.018466 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0102116 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00317647 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00909264 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0363354 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0216095 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0241195 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0395987 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0241195 # DEPENDENCYPART_SIBL
(6,5),(6,33),-0.000805383 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0347309 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00917901 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00859839 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00080531 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0101918 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00736216 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.033061 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0306319 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00080531 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0264066 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00146429 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.209659 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0541911 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.209659 # DEPENDENCYPART_SIBL
(6,7),(6,33),0.00271242 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0209042 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0181366 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00383686 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0216049 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.020089 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0207536 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0219178 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00383686 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0145835 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0157053 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0409897 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0228689 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0409897 # DEPENDENCYPART_SIBL
(6,8),(6,33),-0.0110771 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0420796 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0292414 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0254354 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.044033 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00883525 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0313909 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0292414 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00890723 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0456577 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0459218 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0398517 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0459218 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.014045 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0178216 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0275375 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0454311 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0169491 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0431109 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0178216 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0127708 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0470557 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.038715 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0375418 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.038715 # DEPENDENCYPART_SIBL
(6,10),(6,33),0.00017696 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0500559 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0256556 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0278359 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0465601 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0124956 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0349553 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0258068 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0740058 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0828887 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0740058 # DEPENDENCYPART_SIBL
(6,11),(6,33),-0.0115238 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0483797 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0211377 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0608549 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0323844 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00684369 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0513831 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0420224 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0247014 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0420224 # DEPENDENCYPART_SIBL
(6,12),(6,33),-0.0164327 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0134718 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0431042 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0152362 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0127606 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0460253 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0415519 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0403784 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0415519 # DEPENDENCYPART_SIBL
(6,13),(6,33),0.000638241 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.00882767 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00721409 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00234127 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0628662 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0386115 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0117298 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.0386115 # DEPENDENCYPART_SIBL
(6,14),(6,33),-0.0288613 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0218585 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0251905 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0437495 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0167654 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.059042 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0167654 # DEPENDENCYPART_SIBL
(6,16),(6,33),0.00260062 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0349553 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0258068 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0740058 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0828887 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.0740058 # DEPENDENCYPART_SIBL
(6,17),(6,33),-0.0115238 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0151457 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0529264 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0427846 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0529264 # DEPENDENCYPART_SIBL
(6,19),(6,33),0.0611428 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0275657 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.028845 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0275657 # DEPENDENCYPART_SIBL
(6,21),(6,33),-0.00764389 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0541911 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.209659 # DEPENDENCYPART_SIBL
(6,22),(6,33),0.00271242 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0338082 # DEPENDENCYPART_SIBL
(6,24),(6,33),0.0906468 # DEPENDENCYPART_SIBL
(6,25),(6,33),0.00271242 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0997651 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.104265 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.000740708 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0102125 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.104265 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0657949 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0639776 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0702858 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.208506 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00966529 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0373398 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.208507 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0596806 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.158778 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.117587 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0164139 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0221182 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.196768 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0645689 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.157362 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.10888 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.241382 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0055065 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.046484 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0372906 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0116472 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0403204 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0146681 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0115086 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0374211 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0610908 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.157355 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.108873 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0235627 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0503615 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0973647 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00743144 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0223543 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0807866 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0390611 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0872997 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0980004 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0978089 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0768716 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0515469 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.136159 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0253528 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0606305 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0271283 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0165225 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0285089 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0102289 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0340697 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0328572 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.014117 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0297435 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.013573 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0520837 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0388435 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0677993 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0162748 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0175943 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0323289 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0135628 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0532637 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0017595 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0709873 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0524782 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0716607 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0488397 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0471823 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0282695 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0839519 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0145882 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0077972 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0803201 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00273014 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.112659 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0839519 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.214925 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0106404 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.33066 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.00470327 # DEPENDENCYPART_SIBL
(10,4),(10,33),-0.0468147 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0568351 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0267451 # DEPENDENCYPART_SIBL
