# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(6,3),(6,19),-0.0643801 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0193579 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0140339 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0286453 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.0146693 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0325543 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0382447 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0522218 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0227115 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0399721 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.038583 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0260391 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0707171 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.038583 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0343535 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0394414 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0061754 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0305547 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0371513 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0787819 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0825255 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0035854 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.00896244 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0450831 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00280897 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0185777 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0155235 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0420464 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0518943 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0155235 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0394463 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0594226 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00609003 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.000942085 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0185892 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00648283 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0168792 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0271315 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0286647 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0428329 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0451627 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00443672 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.109165 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.077345 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00443672 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00590399 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0596603 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0266486 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0166529 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00437798 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0024937 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.00214554 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0415008 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0328263 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0646248 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00385966 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.045099 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0066295 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00385966 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0736736 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0586331 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0329024 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0796314 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0728206 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0587166 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0306355 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0232265 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0476629 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0760473 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0888721 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0420094 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0760473 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0641901 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0753571 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0300398 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0188826 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0876921 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0403185 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0179525 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0552915 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0371008 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0584669 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0296045 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.016289 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0485881 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0673702 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0543202 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0534048 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0298693 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00561121 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0281608 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0635214 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.00536629 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.107901 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.085489 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0718123 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0915478 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0676401 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.185953 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.109016 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0661909 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0729035 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0827143 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.207525 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0870898 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.030701 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.00460192 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0655832 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.102863 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.000564127 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0111635 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0853612 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.105777 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0465498 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0485881 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0673702 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0543202 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0534048 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0298693 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.00561121 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0281608 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0635214 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00536629 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0918136 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0327321 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0620297 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0355813 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.051899 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0518877 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00364037 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0257012 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0371599 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.070688 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0133429 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0167032 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0547566 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.0066027 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0215029 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0949383 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.072173 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0627466 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0460852 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0188526 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0230295 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.13998 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.110674 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0634502 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.148832 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.0684998 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0166968 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0158036 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0268163 # DEPENDENCYPART_SIBL
(6,21),(6,26),0.00889668 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0444118 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.00401386 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0109083 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.00484486 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0141549 # DEPENDENCYPART_SIBL
(6,25),(6,26),-0.049786 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0267988 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0312018 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.127072 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00408845 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.108655 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0268193 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0310054 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.127072 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00183851 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00933821 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0238299 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.03022 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0132617 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.00265095 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0270278 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0318794 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0272819 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0281432 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0318047 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0400539 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.063842 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0272819 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0736064 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0189203 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0148067 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0397536 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0301125 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0467965 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0444847 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0776884 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.082307 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0389722 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0398473 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0141397 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0776884 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.104553 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0131659 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0347784 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.00614093 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0247384 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0267151 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0052867 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0525802 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0381029 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0151874 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00328615 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.120779 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.013112 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0640756 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0143905 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00522024 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.013439 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0664461 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.135575 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0127022 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.049751 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0267104 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00997749 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0191949 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0427178 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0122187 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.00290746 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0170397 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0526203 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.10327 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0110038 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0427924 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.105899 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0231294 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.000634336 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.152783 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0131357 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0640712 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.018267 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0493261 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0662284 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0234813 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0714276 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0214731 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0237481 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0416919 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0319765 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0467711 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0426205 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0395139 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0401927 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00444238 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0433932 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0366761 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0339963 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0531705 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0220692 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.013112 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0640756 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0143905 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00522024 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.013439 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.0664461 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.135575 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0321083 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0272699 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.00697464 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0287959 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0324629 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.00388697 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0470705 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0111058 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0112491 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.00299425 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0781034 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0496813 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0811459 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.0192019 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.107683 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0367909 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.0273009 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.03387 # DEPENDENCYPART_SIBL
(7,24),(7,25),-0.043264 # DEPENDENCYPART_SIBL
(7,24),(7,26),-0.0286882 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.000304688 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0107162 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.124467 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0441052 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0542865 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00858049 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.132575 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0240045 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0813565 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0145451 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0276608 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0274763 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0485926 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0561434 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0634613 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0328619 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0407553 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.000754345 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0314361 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0530171 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.122409 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0309334 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0634007 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.105209 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0329096 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0309334 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.247485 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0489438 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.177481 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0448145 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0100606 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0774018 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0399772 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0333882 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00849218 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0377085 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0491852 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00660524 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0377274 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0220488 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0954508 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00660524 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.158051 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0566281 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0870372 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.00474328 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.00180639 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0661905 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.0163138 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0159697 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.02169 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0975561 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0159406 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0278176 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0967487 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0855833 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0159406 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.201628 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.07384 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.226708 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.042846 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0271417 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.074687 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0400364 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0151782 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00450575 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0908972 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0552184 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00270329 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00191367 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0908972 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0517358 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0296729 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0516085 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.020913 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0455907 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0114979 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.085629 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0679906 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0282617 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.018946 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0841046 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0567048 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0282617 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.126919 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0941874 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.18442 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.039249 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0198892 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0561012 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0401507 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0193501 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.205715 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0442045 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0445819 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0193501 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0720571 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0492415 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0353974 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0259502 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0192467 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0890831 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.00171528 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.101812 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00902518 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0281796 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.026423 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0383971 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0208816 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0298822 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0474145 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0100063 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0522976 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0293914 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0174383 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0213336 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.122913 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0233693 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.013753 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0274689 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00844926 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0267699 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0136639 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0499265 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.114094 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.180737 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0281483 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0123738 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0452858 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0534474 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0790538 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.00588697 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.059601 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0202394 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.1077 # DEPENDENCYPART_SIBL
