# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,22,22,28,28,28,29,24,31,29,5,
(3,6),(3,16),-0.0397015 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.014876 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.0196628 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.0160324 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0285665 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0706409 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0755521 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0697014 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0447116 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0474182 # DEPENDENCYPART_SIBL
(3,8),(3,29),-0.0495607 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0398377 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0562545 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0451506 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0135112 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0208134 # DEPENDENCYPART_SIBL
(3,9),(3,29),-0.0219415 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0931809 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0750607 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0434335 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0460325 # DEPENDENCYPART_SIBL
(3,12),(3,29),-0.048175 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0110159 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0861231 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.0932323 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0942751 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.100041 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.102095 # DEPENDENCYPART_SIBL
(3,16),(3,29),-0.104358 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0790194 # DEPENDENCYPART_SIBL
(3,17),(3,29),-0.0806225 # DEPENDENCYPART_SIBL
(3,22),(3,29),-0.0776412 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0952777 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0980149 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.141798 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0290222 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0172004 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0128316 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00859766 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0067684 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0222489 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0508741 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.000159312 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.019523 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0991258 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0817039 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0168373 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0222489 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.00559985 # DEPENDENCYPART_SIBL
(5,1),(5,32),0.0103792 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0946295 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.136436 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0318069 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00661711 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0202717 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0476098 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0142086 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0172876 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0816384 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00375211 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0299567 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0882909 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0509397 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.027271 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0172876 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0151314 # DEPENDENCYPART_SIBL
(5,2),(5,32),0.0290273 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00780259 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0127106 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0679431 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00599166 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0497049 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.00358067 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0396455 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0400616 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0322604 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0104424 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.05111 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0729593 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00982103 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0396455 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0552608 # DEPENDENCYPART_SIBL
(5,3),(5,32),0.108702 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0640833 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0910519 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0724953 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0522142 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0785579 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0981041 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0172468 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.088884 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0678707 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.170377 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.149284 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0705564 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0981041 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0599437 # DEPENDENCYPART_SIBL
(5,4),(5,32),-0.176777 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0294063 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0288566 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00461256 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00146503 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00560976 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0898752 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0759679 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.00101941 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0426248 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0681423 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.00170718 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.00560976 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0683452 # DEPENDENCYPART_SIBL
(5,6),(5,32),0.0267329 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0560494 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0852791 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0485035 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0582169 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0130441 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0770405 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00977261 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0360025 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.108565 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0075812 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0582169 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0513035 # DEPENDENCYPART_SIBL
(5,7),(5,32),-0.0722059 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0139944 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0425143 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00275171 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0852583 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.036068 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0156106 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0149049 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0402844 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0121678 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.00275171 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0111888 # DEPENDENCYPART_SIBL
(5,8),(5,32),-0.0152009 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0155045 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0121524 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0384673 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0180626 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00501373 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0250041 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0355499 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.00722975 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0121524 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0210926 # DEPENDENCYPART_SIBL
(5,9),(5,32),-0.00983245 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0191907 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0673362 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0434902 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0122048 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.015883 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0551737 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00865443 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0191907 # DEPENDENCYPART_SIBL
(5,12),(5,24),-8.26872e-05 # DEPENDENCYPART_SIBL
(5,12),(5,32),-0.0105649 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.192902 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.07102 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.019009 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.016024 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0196586 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0405872 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0250648 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0232687 # DEPENDENCYPART_SIBL
(5,13),(5,32),0.00745196 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0570999 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0328761 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.051594 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0989968 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0260256 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0497199 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0340732 # DEPENDENCYPART_SIBL
(5,14),(5,32),0.0791993 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0267222 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.00474987 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0423417 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0193611 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00950282 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.00292684 # DEPENDENCYPART_SIBL
(5,15),(5,32),0.00555778 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.04051 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0925864 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0690402 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0596269 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0175283 # DEPENDENCYPART_SIBL
(5,17),(5,32),0.0264747 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0421832 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0280529 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0665616 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.00873837 # DEPENDENCYPART_SIBL
(5,20),(5,32),-0.0349944 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0402544 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0721372 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0177721 # DEPENDENCYPART_SIBL
(5,21),(5,32),-0.126518 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0248257 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.00924452 # DEPENDENCYPART_SIBL
(5,22),(5,32),0.0221669 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0232687 # DEPENDENCYPART_SIBL
(5,23),(5,32),0.00745196 # DEPENDENCYPART_SIBL
(5,24),(5,32),0.00997012 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0357014 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00934515 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0232039 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00763574 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00353327 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.00353327 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0619742 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0533193 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.029764 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.053323 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00451875 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.00451875 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0182099 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0350616 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.168391 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0203007 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0203007 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0116955 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0818282 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0412452 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0412452 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0485912 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0341117 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0341117 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.00556226 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.058594 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.043445 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.043445 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0170364 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0128711 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.163214 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00958565 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0282129 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0105719 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0524918 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0948578 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0654718 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0262166 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0122144 # DEPENDENCYPART_SIBL
(8,2),(8,32),0.0066807 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0920346 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0398109 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0750956 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0356824 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0220744 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.083123 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00911034 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0496663 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0338822 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.100694 # DEPENDENCYPART_SIBL
(8,5),(8,32),0.090025 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0789916 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0309118 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0129768 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00833655 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0560364 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0391709 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00344514 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0150905 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0726387 # DEPENDENCYPART_SIBL
(8,6),(8,32),0.0355773 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0610728 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0864804 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0891767 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0615185 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.10519 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.267091 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0810081 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0230449 # DEPENDENCYPART_SIBL
(8,7),(8,32),-0.0325262 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0210462 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0231211 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0549177 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0327149 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0150846 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0348536 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0470971 # DEPENDENCYPART_SIBL
(8,9),(8,32),0.013562 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0057311 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00850134 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.000749056 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0027616 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0259612 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.01849 # DEPENDENCYPART_SIBL
(8,11),(8,32),-0.0198767 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0506471 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0126091 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00101232 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0123878 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.023698 # DEPENDENCYPART_SIBL
(8,12),(8,32),-0.0156944 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0262693 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0285742 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00650482 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00857062 # DEPENDENCYPART_SIBL
(8,13),(8,32),-0.0424271 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0083758 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0393997 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0406723 # DEPENDENCYPART_SIBL
(8,14),(8,32),0.116595 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0096531 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.00405633 # DEPENDENCYPART_SIBL
(8,17),(8,32),0.0289953 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.00940827 # DEPENDENCYPART_SIBL
(8,18),(8,32),-0.0241097 # DEPENDENCYPART_SIBL
(8,21),(8,32),-0.0114379 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0861919 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.05512 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0238876 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.000740539 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0713342 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0122032 # DEPENDENCYPART_SIBL
(9,8),(9,32),-0.0273542 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0595399 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.154988 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.048125 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.106504 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.151881 # DEPENDENCYPART_SIBL
(9,10),(9,32),-0.0809357 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.130942 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0115774 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0579742 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.121268 # DEPENDENCYPART_SIBL
(9,11),(9,32),0.0152899 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0333996 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.116583 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.238454 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.00290716 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0539884 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0834991 # DEPENDENCYPART_SIBL
(9,14),(9,32),0.0701075 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.165164 # DEPENDENCYPART_SIBL
(9,16),(9,32),0.0479423 # DEPENDENCYPART_SIBL
(9,19),(9,32),0.0303808 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.107353 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.424589 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0173111 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.104033 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.156876 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0258889 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0236516 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.277851 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0685361 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.165746 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0349714 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0335847 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0772103 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0535998 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.03004 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.06944 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0282882 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0341614 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.034149 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.278417 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0888094 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0635937 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.323357 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0704284 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0440843 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.19329 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0371541 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0334249 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0642657 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0393692 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0583724 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0545341 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0135533 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0871321 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0779362 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0092617 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0235335 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00828718 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00896122 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0672629 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0162691 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0334532 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00213774 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0330934 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00675528 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0133902 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0289103 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0759624 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0155701 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0428063 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.000467316 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.719731 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.166366 # DEPENDENCYPART_SIBL
(14,13),(14,29),0.00670631 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.105606 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0852868 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0586456 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.120827 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0855588 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0105004 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0181881 # DEPENDENCYPART_SIBL
(14,15),(14,29),-0.0813926 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0921111 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0633415 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.108043 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0943376 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00118678 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0079956 # DEPENDENCYPART_SIBL
(14,16),(14,29),-0.0896013 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0268093 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0537361 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0956188 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.000763884 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0818244 # DEPENDENCYPART_SIBL
