# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(5,11),(5,21),-0.0128403 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0296942 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0257812 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.00719938 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0793989 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0536173 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00966551 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0647045 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0686003 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0812724 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0536173 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.00814045 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0626218 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0275839 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0200878 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0232858 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0570581 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0626218 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.00747239 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.078662 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0688812 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0341205 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0186498 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.157971 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0575779 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0393116 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0252178 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0692846 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0508928 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0238348 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0128403 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0296976 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0257807 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.00719889 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0812724 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0536173 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.00814045 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0275142 # DEPENDENCYPART_SIBL
(5,23),(5,26),-0.0343331 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0575779 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0040881 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0166498 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0114818 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0178077 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0651299 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0250241 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00225686 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.024926 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0145817 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0237374 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0220031 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0205637 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0474837 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0529605 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00588583 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0289849 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0146295 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0252436 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.138466 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.063497 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.040148 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.012388 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0333093 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0129341 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0279396 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0855176 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0315841 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0262267 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0370533 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0237069 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0223899 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00620739 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0176223 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0180717 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0328515 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.049371 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0360425 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.119059 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.115533 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.247896 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0605711 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0626248 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.100618 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0512682 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0280527 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00426441 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0213534 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0251301 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0200643 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0742195 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0266931 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00367044 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0420572 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.029906 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0235451 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0280892 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0205567 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0478037 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0677415 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00315212 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0266434 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0309794 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0213742 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.141427 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0820956 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0414579 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0135552 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00387626 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00762855 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0227745 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.104427 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0500755 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0263688 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0138189 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0243872 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0250892 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0473741 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.306444 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.041671 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0648573 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.04708 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0325548 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0117469 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0428233 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0387128 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0311639 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0467388 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0110802 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0106809 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0113659 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00847587 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0803894 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.022375 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0102503 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0169591 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0343261 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00701412 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0614625 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0100631 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0106465 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00652025 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0594111 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0147692 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0651586 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0300185 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.058485 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0509313 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0333173 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0492793 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0559925 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0578908 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0589654 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0606968 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0201408 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0692985 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0307545 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0597943 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.052121 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0111094 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.050548 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0547555 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0591766 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0602528 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0306619 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0944965 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.048483 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0862012 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0884287 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0485799 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0850821 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0497252 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0849804 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0919532 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00833965 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0384104 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00511116 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00355818 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.310673 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00261311 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.043445 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.00420831 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00452332 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0716452 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0755749 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0746642 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.02983 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0746568 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0371367 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0746901 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.074665 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00251717 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00250816 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.133498 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00249069 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0620706 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.00281375 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.00247949 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0847458 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0393365 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0874806 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0541767 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0871085 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0940681 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0721759 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0885529 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0475247 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0884488 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0954215 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.031205 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00547973 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0338998 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0267847 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0331923 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0871308 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0938211 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.010014 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.00996826 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0952651 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.015553 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0272609 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0278972 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.17354 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0352056 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.047606 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.033846 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0273855 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0195163 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0375652 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0701075 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0267002 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00410893 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.10133 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.243577 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0152317 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0278189 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0237362 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.251501 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0269826 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0290348 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0194049 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00508487 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.032026 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0119405 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0993115 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.045387 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0262257 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0600512 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0614121 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0303112 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0580189 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0680229 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0195291 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0067017 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0809509 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0257012 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0642861 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0137364 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0460144 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0429196 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0409745 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0751007 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0738362 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0114966 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0467318 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0272617 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0253759 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0860482 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0110479 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0219772 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0413557 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0440686 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0303574 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0483588 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.026035 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0240999 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0779392 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.101373 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.109428 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.286644 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.019039 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0136631 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0058243 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.00957027 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0408545 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0156785 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0226104 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0498639 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0404422 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0283102 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0500584 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0408545 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0179797 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0497084 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0389169 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0786947 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0421104 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0269009 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.129107 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0697327 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0679418 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0380634 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0543497 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0786947 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.0391225 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.00468294 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00947341 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0655637 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0258583 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0733988 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0807341 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.03469 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0839558 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.00947341 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0643973 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0132283 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.000174632 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.167064 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00315544 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0027061 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0369572 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.01404 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0123165 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0239859 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.00345531 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.167064 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.00409322 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.0152661 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0115297 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00374735 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0121226 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0128342 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0116725 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0070821 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0246042 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0150933 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0456587 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0619947 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0416955 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0373413 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0252788 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0914523 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00755089 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00745217 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0295454 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0738751 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0416955 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0389089 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.028175 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0486039 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0871386 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.086727 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0620477 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.092998 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0157743 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.102018 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0243641 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00988397 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0980675 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00988959 # DEPENDENCYPART_SIBL
(12,4),(12,17),-1.70777e-05 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0264482 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00603794 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0146835 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00109198 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0148636 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0980675 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0120622 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0289921 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0328331 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0329138 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0243978 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0347221 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0230386 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00378353 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0697811 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.063056 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0173226 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0617226 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0534278 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0901203 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0141708 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0132604 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0890651 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0685002 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0173226 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0626407 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0266478 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0368444 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0880769 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0507268 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0487903 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0185163 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0667866 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0612449 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0433415 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0578615 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0512883 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00712672 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0224616 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0241932 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0665361 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0632063 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0433415 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.059253 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.052323 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0924304 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0582363 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0547041 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0191602 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0667329 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0612504 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0228937 # DEPENDENCYPART_SIBL
