# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(2,1),(2,20),0.0273064 # DEPENDENCYPART_SIBL
(2,1),(2,25),0.00752339 # DEPENDENCYPART_SIBL
(2,1),(2,26),0.0233304 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.00613727 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0308641 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.030644 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0287745 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0368634 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.00613727 # DEPENDENCYPART_SIBL
(2,3),(2,25),0.0255206 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0134355 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0502169 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0254326 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0468456 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0371766 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0316677 # DEPENDENCYPART_SIBL
(2,4),(2,25),0.0267147 # DEPENDENCYPART_SIBL
(2,4),(2,26),0.0727185 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.00669386 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.106659 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0282455 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.0383947 # DEPENDENCYPART_SIBL
(2,6),(2,25),0.0954778 # DEPENDENCYPART_SIBL
(2,6),(2,26),0.0315823 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0132466 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0596874 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0283937 # DEPENDENCYPART_SIBL
(2,7),(2,25),0.0379711 # DEPENDENCYPART_SIBL
(2,7),(2,26),0.0262317 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0398832 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.030886 # DEPENDENCYPART_SIBL
(2,14),(2,25),0.0968192 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.042949 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.00387278 # DEPENDENCYPART_SIBL
(2,15),(2,25),0.489842 # DEPENDENCYPART_SIBL
(2,15),(2,26),0.21597 # DEPENDENCYPART_SIBL
(2,20),(2,25),0.0267147 # DEPENDENCYPART_SIBL
(2,20),(2,26),0.0727185 # DEPENDENCYPART_SIBL
(2,25),(2,26),0.0966731 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0440317 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.025417 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00509893 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0296871 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0626079 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0508349 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0509221 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0505682 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.170026 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.152139 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0511713 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0353735 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0106536 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0407288 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.044341 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.00089116 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0184342 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.025417 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0156101 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0187013 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.00752025 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.0233273 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0601141 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0157307 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0644515 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0840739 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0257655 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0259433 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0197588 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.339107 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.137218 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0316993 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0946689 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0144764 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0884088 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.0781497 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.00827538 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0344808 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0601141 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0417287 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0383437 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0569653 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.011238 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0264532 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0622669 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0306039 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0702369 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0706469 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0935135 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00285012 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0391779 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.124275 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0588956 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0423555 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.157078 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0151454 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0433766 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0042253 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0229881 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0750731 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.0186795 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.0319127 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.0778974 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.00754924 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0261903 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.00579706 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.00564783 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.000362369 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0285158 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.00196926 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0121858 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.00949232 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0552625 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00239881 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0013893 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.00399528 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.00242624 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0182543 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0130985 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.00656089 # DEPENDENCYPART_SIBL
(3,5),(3,25),0.0382579 # DEPENDENCYPART_SIBL
(3,5),(3,26),-0.0082139 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.00445304 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00193841 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00178917 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00315101 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0273296 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.00493165 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0211736 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.104372 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0260097 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0170239 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0258973 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.00807299 # DEPENDENCYPART_SIBL
(3,6),(3,19),-0.0295696 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0240103 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.107069 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.0175591 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.0932518 # DEPENDENCYPART_SIBL
(3,6),(3,26),0.0293465 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.000346678 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.000793786 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.00406893 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0256514 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.011837 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0178229 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0177728 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0596909 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.065044 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0236175 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.000360385 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0282411 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0364818 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0279517 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0121205 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0379816 # DEPENDENCYPART_SIBL
(3,7),(3,26),0.0262352 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.016076 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0112737 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0653293 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.100617 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0162735 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0236023 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.037286 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.00933492 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0352793 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.024351 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0367141 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.00357158 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0192736 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0138575 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.025934 # DEPENDENCYPART_SIBL
(3,8),(3,26),0.0138554 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0112469 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0652959 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.100609 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0163069 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0230034 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0372935 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.00934243 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0352719 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0243384 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0367066 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0035136 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0186747 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0138495 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.0258353 # DEPENDENCYPART_SIBL
(3,9),(3,26),0.0138656 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0665307 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.101296 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0150721 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0236906 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0366069 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0086559 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0359584 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0250249 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0373932 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.00839516 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0193619 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.0145362 # DEPENDENCYPART_SIBL
(3,10),(3,25),0.0263216 # DEPENDENCYPART_SIBL
(3,10),(3,26),0.013179 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0718806 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.114157 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0935765 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0657654 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0464476 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.00950846 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0163135 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.00807367 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0714623 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0991993 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0459835 # DEPENDENCYPART_SIBL
(3,11),(3,25),0.113384 # DEPENDENCYPART_SIBL
(3,11),(3,26),0.0522736 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0370914 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0524625 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0195899 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.00328123 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00216129 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.00014907 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.00125062 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0668644 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0407594 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0269992 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.0307448 # DEPENDENCYPART_SIBL
(3,12),(3,26),0.0428418 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0282265 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0303592 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.00548239 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0391319 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0282161 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0405667 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0114084 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0238978 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0179229 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.0279106 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.0100056 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0376475 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0283712 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.019449 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.00162503 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0231213 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0165016 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0941515 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.0082027 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.0945932 # DEPENDENCYPART_SIBL
(3,14),(3,26),0.0407132 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.204519 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0719367 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.212212 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.073471 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.00422501 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.105838 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.178423 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.489852 # DEPENDENCYPART_SIBL
(3,15),(3,26),0.21597 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.00109703 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.0443193 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.00168752 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.0039226 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.016467 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.0208235 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.170733 # DEPENDENCYPART_SIBL
(3,16),(3,26),0.277599 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0122161 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0371444 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.0194528 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0184501 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0342819 # DEPENDENCYPART_SIBL
(3,17),(3,25),0.00672418 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0328224 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.00575119 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0264628 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0026203 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.0399621 # DEPENDENCYPART_SIBL
(3,18),(3,25),0.0675986 # DEPENDENCYPART_SIBL
(3,18),(3,26),0.0577029 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.0268403 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0127018 # DEPENDENCYPART_SIBL
(3,19),(3,23),-0.0350482 # DEPENDENCYPART_SIBL
(3,19),(3,25),0.00606391 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.0419375 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.0750731 # DEPENDENCYPART_SIBL
(3,20),(3,23),0.0186795 # DEPENDENCYPART_SIBL
(3,20),(3,25),0.0319127 # DEPENDENCYPART_SIBL
(3,20),(3,26),0.0778974 # DEPENDENCYPART_SIBL
(3,22),(3,23),-0.00634636 # DEPENDENCYPART_SIBL
(3,22),(3,25),0.0830899 # DEPENDENCYPART_SIBL
(3,22),(3,26),0.0264573 # DEPENDENCYPART_SIBL
(3,23),(3,25),0.118809 # DEPENDENCYPART_SIBL
(3,23),(3,26),0.0640302 # DEPENDENCYPART_SIBL
(3,25),(3,26),0.0966731 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.062399 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0272426 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0434939 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.151944 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0596855 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0469282 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0470489 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0396175 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.151528 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.160635 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0497222 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0205178 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0336487 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0296835 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0145125 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0290159 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0191132 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0344995 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0363658 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.000627207 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.01659 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0428067 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.152388 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0621852 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0472406 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0473612 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0399299 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.151125 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.162395 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0500346 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0197179 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0334025 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0299297 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0132683 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0363594 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0183134 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0336728 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0361222 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0025026 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0168361 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0200949 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0187342 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0121718 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0122376 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0126526 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0179294 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.288324 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0163532 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0234346 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0885759 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0156076 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.000386297 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.000331313 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0189581 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0689519 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0359722 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0588084 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.00383618 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.101011 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0201723 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.02025 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.017965 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0176367 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.292955 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0187741 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0423816 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.1829 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.168546 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0922882 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0824151 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00386913 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.282563 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.102321 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.00349216 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0758406 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00026114 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.000750473 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00220231 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00363719 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0495307 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00115908 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0395516 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0216683 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0406454 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0430219 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00285192 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0757199 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.00364642 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.00503651 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0377477 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.00504561 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0339114 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0358303 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0382479 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0737808 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0279436 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0419792 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00939833 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0139309 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0260159 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0179626 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0281004 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.00749761 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0179931 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0048491 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.00604443 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.03581 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0382244 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0737704 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0279202 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0413753 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00938787 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0139204 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0260003 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0180496 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0274965 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00748626 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0179822 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.00494485 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.00605763 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0385097 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0737786 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0282054 # DEPENDENCYPART_SIBL
