# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,16,16,13,18,16,13,
(7,1),(7,2),0.0945209 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0274138 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.12131 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0136006 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0431505 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0415138 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0448818 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00575004 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0739649 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0384661 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.078798 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0372142 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0130675 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.265668 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0390456 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0280073 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0142165 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0338143 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0287053 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0717037 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0328265 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0309695 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0658512 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0791384 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0669222 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00461218 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.125873 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0442126 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0221338 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.122011 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.11881 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0818504 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0407351 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.206631 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0965512 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0811783 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0413166 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0433799 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0171378 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0131436 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0461948 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0412622 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0955834 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.011123 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00672768 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0488457 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0698445 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0415002 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0158364 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.12692 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0449142 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0486047 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.267453 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00500021 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.101401 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00978278 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.697581 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0238118 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.11924 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0466672 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.109998 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0744076 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0518971 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0894402 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0764873 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0134544 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0438693 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.153897 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.000252242 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0520771 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0295665 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0676427 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0548082 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0146582 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0243558 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.131486 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0189042 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0225356 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0884099 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0509927 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0655806 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.020779 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.131576 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00175039 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0611965 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0290961 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00935926 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0166395 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0995215 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0286542 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0678687 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00120262 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0456928 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.145907 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0266182 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.170616 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00280651 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0478541 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.121662 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.145812 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00293938 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.206503 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0782952 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.138128 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00462811 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0344432 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0916264 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0113937 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.101057 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00854116 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0510308 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00905734 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0145834 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0169217 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00228977 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0259372 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0808525 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.221834 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0227455 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0362957 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0363537 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0227347 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.026426 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.17764 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0100109 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0221364 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0481221 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0136565 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.000505981 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.28442 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0110056 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.01479 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0469937 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0176068 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0101333 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00266802 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0235648 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0420551 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0190861 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0176197 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.29078 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0130325 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00278006 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0265967 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.012799 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0183025 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0181026 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0185731 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0158509 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0227831 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.707071 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0888769 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.121302 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0337927 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00451645 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.17779 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.144354 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0138314 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0292543 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0691039 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.011195 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0240674 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.019738 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.144112 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0124704 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.013972 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.013379 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.132673 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00376798 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0162937 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.101603 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0120154 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00680702 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0457534 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.11543 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0580115 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0144186 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0492581 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0119069 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0102928 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00981394 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0289889 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0104442 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0569847 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.022987 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0558729 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0350068 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.000679624 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00456608 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0200759 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0328058 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0204225 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00158051 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.046103 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.038987 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0511911 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0127527 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0245719 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.000293966 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0473241 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00198528 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0940042 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0452909 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.061176 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0521862 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0722414 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0522275 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00513289 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0190207 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0364664 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.05593 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0208358 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.03102 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00709985 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0560102 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0336923 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0175324 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0119256 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00621788 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0148183 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0470538 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0146441 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.000297422 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00323237 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00918336 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0226704 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00900322 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00118543 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0283197 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0128179 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00485481 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0211489 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00901719 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0163942 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0036485 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.000304809 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0395187 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0157376 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0401009 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00145931 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0269679 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00987137 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00488133 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0442139 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0443105 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0733603 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0189884 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00812749 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00379055 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0274079 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0218203 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0242912 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0209626 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00662229 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0210014 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0134657 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00184608 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0496728 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0128209 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.000196142 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00192912 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0244017 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0400574 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0341156 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.121497 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0145928 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0491662 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00697779 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0201003 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.000241174 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0357147 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0333441 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0694397 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.137293 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0193212 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0146377 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00343392 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.03225 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0509145 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0629299 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0144206 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.000839872 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0309264 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0206974 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0147645 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0100233 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00415187 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0161613 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0129772 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.000242051 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0241515 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0135157 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00348855 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0343562 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00432653 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0349933 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0132779 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0656664 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0372059 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0037885 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0239788 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0536471 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00266552 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0121954 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0163947 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.010185 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0409753 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0538144 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.00783162 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0121488 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0525094 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0868497 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00874937 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.070333 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0523226 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0525916 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0261175 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0321037 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.036246 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00268527 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00829935 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0068405 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0106966 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.026422 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0285333 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0560902 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0319942 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0617475 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0635329 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0198226 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0310539 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.056113 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.145313 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0875783 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0320518 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00434387 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0409936 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0450943 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.015444 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00655006 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0113491 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00759447 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0126998 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0352172 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0460693 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.132373 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0205885 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0265317 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0121313 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.102389 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0285509 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00339011 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00614381 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0335038 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0144069 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00504211 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0508943 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0488478 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0191578 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0156085 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0423108 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0431339 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0449941 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0236741 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00714417 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0845593 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00451673 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00819015 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0481663 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.011459 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0262646 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.14621 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0339412 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00680421 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0161694 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0358613 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.052248 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.000586191 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00466568 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0304859 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0626749 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0054704 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.000357922 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0400521 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0300944 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.00254082 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00213877 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0334671 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0269768 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0260418 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00152445 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0121633 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0899244 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0766958 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0256328 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0883582 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.239537 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0118202 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.00653485 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0291059 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00762352 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0297199 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0443177 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0397086 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0191605 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0130094 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0162843 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.143693 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.109203 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.000787289 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0408271 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0417231 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0280356 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00155448 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0320206 # DEPENDENCYPART_SIBL
