# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(5,8),(5,20),0.0120523 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0176045 # DEPENDENCYPART_SIBL
(5,8),(5,31),-0.00323991 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0311179 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0578011 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00589842 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0573936 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0091688 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.00225534 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.0663505 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.100353 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0588869 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0294649 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0790829 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0218102 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0125798 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0293616 # DEPENDENCYPART_SIBL
(5,10),(5,31),0.0230086 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.075862 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.160948 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0204784 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00109819 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.0027845 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.00522128 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0783198 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0650361 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0200086 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.069443 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.0743232 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0491058 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00441035 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0380233 # DEPENDENCYPART_SIBL
(5,15),(5,31),-0.00198829 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.00225534 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0663505 # DEPENDENCYPART_SIBL
(5,16),(5,31),0.100353 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0817692 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.0386094 # DEPENDENCYPART_SIBL
(5,25),(5,31),-0.0298572 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0365582 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0142302 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0157665 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0154433 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0142302 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0223065 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00683956 # DEPENDENCYPART_SIBL
(7,6),(7,11),-2.20328e-05 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0223065 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0290718 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0970604 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0390365 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00151005 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0296365 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00420707 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.174529 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.145315 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.206731 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0652991 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.569368 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.236408 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.135002 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.040328 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0950842 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.245219 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0374505 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.135002 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.277157 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00860162 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.032548 # DEPENDENCYPART_SIBL
(8,1),(8,31),-0.0559143 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0804614 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.101758 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00982638 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.261537 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.101065 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.105198 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0110427 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0208196 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0561065 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0482048 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.105198 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0453039 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0344559 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00369759 # DEPENDENCYPART_SIBL
(8,2),(8,31),0.00365055 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0347344 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0117827 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.19531 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0313939 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0709014 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0190057 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0189215 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0158192 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0308809 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0709014 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0303224 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00596917 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0188339 # DEPENDENCYPART_SIBL
(8,3),(8,31),-0.00821772 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.102234 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.014817 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0544892 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0690031 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00874172 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00356917 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0341545 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0599192 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0690031 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00878968 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0313775 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0334631 # DEPENDENCYPART_SIBL
(8,4),(8,31),0.0849781 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0686146 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0144195 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0314741 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0523015 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0496984 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0439321 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0203829 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0314741 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0649403 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0968284 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0360538 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.0389178 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.236408 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.135002 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.040328 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0950842 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.245219 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0374505 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.135002 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.277157 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00860162 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.032548 # DEPENDENCYPART_SIBL
(8,6),(8,31),-0.0559143 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0705407 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.035888 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0310089 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0108039 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0536778 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0705407 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0168328 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0251215 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00491599 # DEPENDENCYPART_SIBL
(8,7),(8,31),0.00275506 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0322401 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.069227 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0337962 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0751519 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.01649 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0737855 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0367268 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00905794 # DEPENDENCYPART_SIBL
(8,9),(8,31),0.00641905 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00985376 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.012283 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0130407 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0230096 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00383874 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0078292 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.01554 # DEPENDENCYPART_SIBL
(8,10),(8,31),-0.0135781 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.025044 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0155974 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0214945 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0142637 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0146234 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00707655 # DEPENDENCYPART_SIBL
(8,11),(8,31),-0.00435693 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0255976 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00631979 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0311448 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00676423 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0183508 # DEPENDENCYPART_SIBL
(8,12),(8,31),0.0204805 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0246652 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0092353 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0129446 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0188526 # DEPENDENCYPART_SIBL
(8,15),(8,31),-0.000467924 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0737855 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0367268 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.00905794 # DEPENDENCYPART_SIBL
(8,16),(8,31),0.00641905 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00787935 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00777903 # DEPENDENCYPART_SIBL
(8,17),(8,31),0.0259981 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0291335 # DEPENDENCYPART_SIBL
(8,18),(8,31),-0.00740819 # DEPENDENCYPART_SIBL
(8,20),(8,31),0.0430705 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0457129 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00882184 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0173514 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0289073 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00874179 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00397662 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0118801 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0146655 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0054316 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0214659 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0262989 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0283637 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0124691 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0402187 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0295589 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0439702 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00359489 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00445472 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0178089 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0273818 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0300117 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0224706 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00249771 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0370965 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.139964 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00310144 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0209087 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0347281 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00850002 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0260733 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0136838 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0074388 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.062616 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00704395 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0150272 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0173586 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00510687 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00291519 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.353514 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0162953 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0651935 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0595391 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0166581 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.298529 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0112382 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0219742 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.299183 # DEPENDENCYPART_SIBL
(11,1),(11,31),-0.03468 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0984519 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.015869 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0441403 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0460116 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.119073 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0285007 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0336798 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0455524 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0593875 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0215334 # DEPENDENCYPART_SIBL
(11,4),(11,31),0.0172051 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0446613 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0126001 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0238215 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0638053 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0146247 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00543972 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0193989 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0269362 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0484834 # DEPENDENCYPART_SIBL
(11,5),(11,31),0.0932141 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0162953 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0651935 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0595391 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0166581 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.298529 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0112382 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0219742 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.299183 # DEPENDENCYPART_SIBL
(11,6),(11,31),-0.03468 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00924984 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00786084 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0269668 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00776599 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00977371 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0459161 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0473414 # DEPENDENCYPART_SIBL
(11,7),(11,31),0.00464016 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0241729 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0406707 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.019538 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0293851 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0221679 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0666716 # DEPENDENCYPART_SIBL
(11,8),(11,31),-0.000980548 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0208833 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0713238 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0092448 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.029483 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0188182 # DEPENDENCYPART_SIBL
(11,9),(11,31),0.151608 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0381758 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00897673 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00565007 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.106324 # DEPENDENCYPART_SIBL
(11,10),(11,31),-0.0110638 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00228557 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0139404 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0920303 # DEPENDENCYPART_SIBL
(11,12),(11,31),0.0198176 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00351652 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00852854 # DEPENDENCYPART_SIBL
(11,15),(11,31),0.0731478 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0700017 # DEPENDENCYPART_SIBL
(11,16),(11,31),0.016199 # DEPENDENCYPART_SIBL
(11,17),(11,31),0.000616011 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0448875 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0870866 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.056136 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.357671 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0876512 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0292975 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0763304 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0674786 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.082441 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.121103 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0343809 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0376505 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0325005 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.158248 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0381789 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0860866 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0765561 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.110668 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0476076 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.00941446 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0516967 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.101694 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.0330593 # DEPENDENCYPART_SIBL
(12,1),(12,28),-0.0476076 # DEPENDENCYPART_SIBL
(12,1),(12,29),0.00941446 # DEPENDENCYPART_SIBL
(12,1),(12,30),-0.0520942 # DEPENDENCYPART_SIBL
(12,1),(12,31),-0.0976908 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0405201 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00540157 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.118397 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00913274 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00360166 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0177111 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0213698 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0362319 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0569578 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00508525 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0198928 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0213707 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0791022 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0753923 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0419882 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0462645 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0899475 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0142051 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0419973 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.019852 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0776611 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0654245 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.0142051 # DEPENDENCYPART_SIBL
(12,2),(12,29),-0.0419973 # DEPENDENCYPART_SIBL
(12,2),(12,30),-0.0194679 # DEPENDENCYPART_SIBL
(12,2),(12,31),-0.00758697 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.000923869 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0216755 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.110918 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0624326 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0214054 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0536462 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.263271 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.107812 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0229048 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0156774 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0611771 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0331472 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0478885 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0374948 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0368802 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0771276 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0180088 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0134552 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0330205 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0285657 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0311992 # DEPENDENCYPART_SIBL
(12,4),(12,28),-0.0180088 # DEPENDENCYPART_SIBL
(12,4),(12,29),-0.0134552 # DEPENDENCYPART_SIBL
(12,4),(12,30),-0.0330205 # DEPENDENCYPART_SIBL
(12,4),(12,31),-0.0390976 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0097991 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0209883 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0154767 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.052922 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00935839 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0215504 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0735242 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0201322 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0210735 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0738594 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0199044 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0510512 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0444162 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.011218 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.016495 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00372904 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.00677159 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00228945 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0965305 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0113835 # DEPENDENCYPART_SIBL
(12,5),(12,28),0.00372904 # DEPENDENCYPART_SIBL
(12,5),(12,29),-0.00677159 # DEPENDENCYPART_SIBL
(12,5),(12,30),-0.00228945 # DEPENDENCYPART_SIBL
(12,5),(12,31),0.0945282 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0876512 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0292975 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0763304 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0674786 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.082441 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.121103 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0343809 # DEPENDENCYPART_SIBL
