# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(2,1),(2,8),-0.0348363 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.00972998 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.00264128 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0121535 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.00953734 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0129213 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0373973 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.0121535 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.00496376 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.0121535 # DEPENDENCYPART_SIBL
(2,1),(2,28),-0.0577541 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.112833 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.024412 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.043626 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.102607 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.100394 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0552839 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0308135 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0879854 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0257983 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0872265 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.112833 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0879774 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.110848 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.0879854 # DEPENDENCYPART_SIBL
(2,3),(2,28),0.121283 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0258363 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0273862 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0598083 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0548775 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0320421 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0472856 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0975223 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.040568 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0996404 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0675599 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0969627 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.0538109 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0988006 # DEPENDENCYPART_SIBL
(2,4),(2,28),0.0368656 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0132965 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0274062 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0296237 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0208943 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0104444 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.000671553 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0180296 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.00143044 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0130802 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.00067952 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0311931 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.000671553 # DEPENDENCYPART_SIBL
(2,5),(2,28),0.0171886 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0310397 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0332572 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.012938 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0107323 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.00149951 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.00351762 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.00074062 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.030793 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.00149154 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0459991 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.00149951 # DEPENDENCYPART_SIBL
(2,6),(2,28),0.0306349 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.103592 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.00929193 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.000511223 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0103188 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0137552 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0110777 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0429274 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.0103268 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.0251523 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0103188 # DEPENDENCYPART_SIBL
(2,7),(2,28),0.0803857 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00880246 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.000646918 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0101827 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0104999 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0109416 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0443668 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0101907 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0238163 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.0101827 # DEPENDENCYPART_SIBL
(2,8),(2,28),0.0858287 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0279844 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0313168 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0246287 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0305579 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0560557 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0313088 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.00995691 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.0313168 # DEPENDENCYPART_SIBL
(2,9),(2,28),0.116136 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.000476925 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.00651848 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.00123581 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0216132 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.000485058 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0152115 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.000476925 # DEPENDENCYPART_SIBL
(2,10),(2,28),0.0450325 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0396895 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0737856 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0279037 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.073075 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0239442 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0730267 # DEPENDENCYPART_SIBL
(2,11),(2,28),0.0506269 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0938171 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0505966 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0945592 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.105322 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0945765 # DEPENDENCYPART_SIBL
(2,12),(2,28),0.0668297 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.034554 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.073075 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0191009 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0730268 # DEPENDENCYPART_SIBL
(2,14),(2,28),0.0493582 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0969627 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0538109 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.0988006 # DEPENDENCYPART_SIBL
(2,15),(2,28),0.0368656 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0237157 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0730307 # DEPENDENCYPART_SIBL
(2,16),(2,28),0.0489622 # DEPENDENCYPART_SIBL
(2,17),(2,20),0.0778243 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0587731 # DEPENDENCYPART_SIBL
(2,20),(2,28),0.0477279 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0401203 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0470481 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0231554 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0154449 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0621474 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0637173 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.00152465 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0175457 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0470481 # DEPENDENCYPART_SIBL
(3,1),(3,28),-0.0828506 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.128868 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0631574 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0830928 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0776637 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0717865 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.110636 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.11431 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.128868 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.0953562 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.068678 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0154555 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00851665 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0134474 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0159109 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0462079 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0326095 # DEPENDENCYPART_SIBL
(3,4),(3,28),-0.0428515 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0132965 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0377236 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.039941 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0228841 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0060034 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0489799 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0108237 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0413571 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0435746 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0149279 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00383234 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.00510677 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.00262256 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.107055 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.00402651 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0093801 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0254219 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.053795 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.00353703 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.00924398 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0268614 # DEPENDENCYPART_SIBL
(3,8),(3,28),0.059238 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0247736 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0165053 # DEPENDENCYPART_SIBL
(3,9),(3,28),0.0871711 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.013424 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.0168117 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.0428515 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00114007 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00114007 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0115935 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00964997 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0358083 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0358077 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0153616 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0215676 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0184776 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.027288 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0358191 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0143711 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.01867 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.000408482 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00194578 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00394401 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0168417 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0441988 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0354237 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0143391 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0152899 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00427763 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0066319 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.000338941 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0212045 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0612467 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0255202 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0298005 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0338554 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0320525 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0237518 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0247652 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0576132 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.106871 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.027088 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.027088 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0123636 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0224343 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00550885 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0297457 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0436843 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0149492 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0450959 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00949395 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00347099 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0145956 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0450943 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0063735 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.00199936 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0115246 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00695468 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00532011 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0175039 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.00630951 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0220281 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00124261 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00124261 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0126298 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00304823 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.023376 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0233754 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0143181 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.026954 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0139435 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0358937 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0134229 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0119141 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0118201 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00946579 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00396349 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0232517 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0128056 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0152873 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0119141 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00713394 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00477968 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.000358426 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0276145 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0298535 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0136642 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.027269 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.025466 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0189378 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0359875 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.033268 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00586298 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00586298 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0201811 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0154789 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0400716 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0263155 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0157583 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0463904 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0148201 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0154047 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0463888 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0116997 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0131649 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0118944 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.027561 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00521337 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0252527 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0442494 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0335982 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0108172 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0139592 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0558474 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.111299 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00329886 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0317048 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0479267 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0072766 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0129919 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0579403 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.127101 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0127071 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0591986 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0409804 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0262508 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0628943 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0974125 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0382647 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0628649 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0415004 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0497223 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00299259 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00136043 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00846172 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0193471 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0395854 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0133717 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0369696 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0201047 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0154735 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0292342 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0195365 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00427962 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0101786 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0298754 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0392136 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00793128 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.01091 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0145309 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0297028 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0490934 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0179687 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00372745 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0547447 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0136761 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.036762 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0357047 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0421429 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0857774 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0291053 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0221528 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0423386 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0719329 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0925687 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.012244 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0156999 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0222684 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0573632 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.102105 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.028138 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.021882 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0444315 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0877347 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0665887 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00148023 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0122814 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0596242 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0461812 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0299927 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0312685 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0607689 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0772054 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0585822 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.101662 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0388207 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0376163 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0389536 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0281231 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0487924 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0225554 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0491792 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00313598 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0485492 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.011034 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0221829 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0183917 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0591753 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00135867 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.020387 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0596411 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0247981 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0358514 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00175256 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.134449 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0551083 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0205127 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.013207 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0460188 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0565703 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0137005 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0155612 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0379486 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0440971 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0191172 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00078333 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0263794 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00318199 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.078008 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0400764 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.070277 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0262675 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.032305 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.012138 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.012553 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0176635 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0405519 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0331734 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0376123 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0214891 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0259045 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00925704 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0221292 # DEPENDENCYPART_SIBL
