# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,12,18,21,18,21,12,7,
(7,2),(7,4),-0.0398432 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.110967 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0255458 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0259322 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0502349 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.150612 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0490961 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0583435 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0186039 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0491305 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0521585 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.150612 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0402966 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0606059 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0936716 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0795363 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.028427 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0605182 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.126385 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.100165 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0797704 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00689394 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0787569 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0737795 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00789364 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0787225 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0756944 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00689394 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0864629 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0290165 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0150567 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0149416 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00537664 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0125486 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0871178 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0919447 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0306518 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0913466 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0876061 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0388548 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0913122 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0882842 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0306518 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.105577 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0695159 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0462247 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0632182 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0634424 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.187742 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.191148 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.104474 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.19055 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.185782 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.106028 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.190516 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.187488 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.104474 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.200121 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.182455 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.103722 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.116157 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0623814 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0618786 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00927531 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0612798 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0563076 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0297504 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0613381 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.058217 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00927531 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0705109 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.014867 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0048657 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0191046 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0705039 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0245373 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0683787 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0683879 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.015713 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0683829 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0683787 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0245373 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0700425 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0476034 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0260246 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00538939 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0218642 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0419345 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0419446 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.014378 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0419387 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0419345 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0218642 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0435983 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0238458 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00123354 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0107328 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0729648 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0747707 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0363434 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0729612 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0729622 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0181454 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0764681 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0118354 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00466892 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00670172 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0389239 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0113323 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0389197 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0389156 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0272258 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0405793 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0208286 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.00425078 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0148084 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0101071 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0377842 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.03778 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0261617 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0394438 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.019586 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0054933 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0213193 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0329157 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0329157 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00232633 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0345298 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0362048 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0336576 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00851475 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0389998 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0271008 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0406636 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0208265 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.004249 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0146795 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0324131 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0398059 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0200552 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.00502418 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0188463 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0764681 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0118354 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.00466892 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00670172 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.017239 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0078409 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0122477 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0396482 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0832402 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0048555 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0198095 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0547409 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00296994 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0178668 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00168526 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00479917 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.314576 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00436989 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0178668 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0108794 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0400772 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0360729 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.112763 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00170105 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.111686 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.115011 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0375669 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.114371 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00170105 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0226777 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0532143 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0344543 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0370384 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0333751 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0364962 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0767874 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0360594 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0370384 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0547361 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0787569 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.000956785 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0158304 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.015845 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00479902 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0158306 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.000956785 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0177668 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0282911 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0605571 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0587502 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0537944 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0605596 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0361726 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0876401 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00271468 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0158157 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00488823 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0158031 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0021519 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0177926 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0288497 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00462445 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0162611 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.000372081 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0175485 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0303667 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0396487 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0201862 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.078655 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0591556 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00653031 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.017781 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0305599 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0876401 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.00271468 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0777148 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.120852 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.049883 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0200503 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.293823 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0738115 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0525837 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0372803 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0806833 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0840086 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0188594 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.081009 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.083368 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0372803 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00635318 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0814775 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.296036 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0533181 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00318049 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0276699 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0748029 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.047931 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0740141 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.118818 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0833814 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0180547 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0304915 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0292493 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00100637 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0301659 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0278069 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0180547 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0210449 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.03047 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0581453 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0959009 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00295126 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0201697 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0567571 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00353473 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.101886 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0427035 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0185131 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0167849 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.01367 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.247916 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0164593 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0141003 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0185131 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0177405 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.017315 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0612114 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0177499 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0229532 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0288834 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0219114 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0503933 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0100352 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.064597 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0804911 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0842244 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0725042 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0808167 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0831758 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.064597 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0428272 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0833015 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.151457 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.021463 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0232028 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0537017 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0738115 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0525837 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0372803 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0806833 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0840086 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0188594 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.081009 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.083368 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0372803 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00635318 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0814775 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.296036 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0533181 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00318049 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0276699 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0938128 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00963835 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00605863 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00293651 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0822983 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00554578 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00337432 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00963835 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0583183 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00565356 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0908864 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0934604 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0194931 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0693629 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0714311 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0377426 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0296973 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0836374 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.037021 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.028794 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0714311 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00175519 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0373449 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0880389 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0112039 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0516663 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0799214 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0706022 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0687952 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0479538 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0705792 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0706046 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0450634 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0117139 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0686028 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0108264 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0199409 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0870655 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0314425 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0158122 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.000957674 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0158344 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0157995 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00943344 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0038836 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0159592 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0549962 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0294179 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.00815849 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0257257 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.000693797 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0162925 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0162576 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00690937 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00412775 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0164173 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0552404 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.029662 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00791434 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0272427 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.038595 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0385685 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0130876 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0137789 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0386785 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0496969 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0558659 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0705531 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0628731 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0160875 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00918182 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00399893 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0162472 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0551116 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0295332 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00803548 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0254794 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0138118 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00389516 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0159707 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0550078 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0294295 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00814692 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.027436 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0117139 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0686028 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0108264 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0199409 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0870655 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0314425 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.000115308 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0107422 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00341797 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0331628 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.00462235 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0549966 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0294179 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.00815849 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0226494 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0405586 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0252654 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0494272 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0153034 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0121229 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.049389 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.06688 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0773483 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0323631 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0918828 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0314588 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0636813 # DEPENDENCYPART_SIBL
