# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,19,12,13,16,14,16,16,11,19,20,3,
(5,6),(5,10),0.0348854 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0238383 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.127375 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00353873 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0187015 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00305709 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.00506681 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0245743 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0280258 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.000842409 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0393882 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0606347 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0876978 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0701636 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0468203 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0363751 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.051341 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0117184 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0218127 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0538746 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0033946 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0664944 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.041877 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00209186 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0113047 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0133537 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.017094 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00582586 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0184388 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00682812 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0205457 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.046712 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0591444 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0546983 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0163172 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0238383 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.127375 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00353873 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0187015 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00305709 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00506681 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0245743 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.020252 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0255578 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0168537 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0243762 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0341097 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0132925 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.056585 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.05153 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0313915 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0507046 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00354114 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0451024 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0470721 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.013951 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0348553 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.005593 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0271415 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0778917 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.049696 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.00856979 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0384169 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.015679 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.000911809 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.000243855 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0295913 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0114711 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0952108 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.000661567 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0366118 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0152654 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.060583 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0106974 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0393697 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.025913 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0197229 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0146908 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.123626 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0657255 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0137366 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0211663 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0262814 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0660419 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0081348 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.164859 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.169408 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0157691 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.015341 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00239029 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0250983 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0250043 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.000517203 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0168981 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0274433 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0031233 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00175684 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00788103 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.514639 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0651772 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00724051 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0316472 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0128821 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0142149 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0414956 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0688001 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0305803 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.01187 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0497537 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0682963 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0327892 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0192034 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0074662 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0246678 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0276932 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0239628 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0137417 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.452746 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00173691 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0908278 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0511567 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0288981 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0389198 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0736222 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00553563 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00578911 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.037471 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.386902 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0795143 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.117967 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00350274 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.066943 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0629061 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0883979 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00931752 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0543061 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0690744 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.342288 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.013045 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0870771 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0112497 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0146045 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00693953 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.148096 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0251686 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0986766 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0673825 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0716581 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0752992 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0811469 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0647102 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00478116 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.00943571 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0621655 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0485606 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0275 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0226954 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.034864 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0150592 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.112196 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0075251 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0945108 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0968245 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0392032 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0146065 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0902937 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0922063 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00335025 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0166383 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.138535 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0419847 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.139447 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0601069 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.036202 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00774202 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0959378 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.092866 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0637795 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0463402 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0719596 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00907493 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.093536 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0845547 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0502412 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0755229 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0183971 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0505241 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0378608 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.040438 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0465888 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.000869006 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0796196 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0744449 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0726364 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0793687 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.167011 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0327552 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0560755 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.110805 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0124376 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0867138 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00838968 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00314724 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.104846 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.1152 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.140191 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.144348 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0212999 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.133673 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00724337 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0424463 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0240823 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.106974 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0654094 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0669817 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00895067 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.17629 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.150307 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0215141 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0249205 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.01892 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0461027 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0786449 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0991602 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0834115 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00107843 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0121891 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0536578 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0084934 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0768676 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0138314 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0384713 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0190279 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0503846 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0740713 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0872467 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0334817 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0697832 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0560495 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0176184 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0349301 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0355582 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.00454299 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0305067 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0928081 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0739502 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0594488 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0784711 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.156186 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.136849 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.135715 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.230583 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0932515 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0869888 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0430459 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0557135 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0319373 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.047365 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0106289 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0673468 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0178555 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0766264 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0362632 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0417951 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0470394 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00197045 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0359231 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00823135 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0114747 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0659851 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0012005 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0664431 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0180811 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0396745 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0384588 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0160624 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0327299 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0414378 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0474411 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0668816 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0683293 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0561082 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0336436 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0504925 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0468352 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.04611 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0703514 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.112121 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0357856 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0247704 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.069275 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0564795 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.148236 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0970722 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0709472 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.000781287 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0654192 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0429947 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0665896 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.040284 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0113439 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.033413 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0215009 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0575221 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0500065 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0874725 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0686707 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0258318 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0535173 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0470143 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0531436 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0648434 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0648492 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0410389 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0554252 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00891408 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0188561 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00447801 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0421135 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0101121 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0283217 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00608727 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.00498941 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.019731 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0168264 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0310451 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0099738 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0335332 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00774247 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0362128 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0146208 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0202145 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0266715 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0407355 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0473399 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.000831214 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0176159 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0153233 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00856922 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0287432 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.118784 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0220085 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.02316 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0135646 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00377609 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0436413 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0831789 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0676313 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.103735 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0398812 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0570965 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0330772 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.101659 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0553288 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0377276 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0704455 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0387162 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0445794 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0161075 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00935878 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00564418 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.069398 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0505972 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.051536 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0698841 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00876249 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.04 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0332927 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0784474 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0400798 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0319128 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00190331 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0482276 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00381278 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00731317 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0688005 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.125846 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0698005 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.132392 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0462637 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.07429 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0685744 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.177728 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0390468 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0917566 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0161921 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0299091 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0356533 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0808562 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0452275 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00547339 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.055132 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.04607 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0298611 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0593344 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0664855 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.102218 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.151885 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0461579 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0712051 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0623055 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0517662 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0573976 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.033269 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0122844 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0088074 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.162809 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0289832 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0200251 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0125554 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0468826 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.017916 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0371412 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0987319 # DEPENDENCYPART_SIBL
