# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(4,3),(4,11),0.0085227 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0275417 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.105097 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.131067 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.104487 # DEPENDENCYPART_SIBL
(4,3),(4,34),0.000171504 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0884598 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.178851 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.105403 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0815823 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.16658 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.125492 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.106649 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0910125 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.125514 # DEPENDENCYPART_SIBL
(4,5),(4,34),-0.0354183 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00176351 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00629509 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0338653 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0415303 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0142219 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.045441 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0137895 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.017469 # DEPENDENCYPART_SIBL
(4,6),(4,34),-0.0224095 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0499768 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0729775 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0863783 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0571243 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0379676 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0561419 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0187157 # DEPENDENCYPART_SIBL
(4,7),(4,34),-0.0526145 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0236491 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0282249 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0156416 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.04111 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0414561 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0198369 # DEPENDENCYPART_SIBL
(4,9),(4,34),-0.00453143 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0212683 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0281131 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.021931 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.00858135 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.0125795 # DEPENDENCYPART_SIBL
(4,10),(4,34),0.0288931 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.122161 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.109665 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0906833 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.127952 # DEPENDENCYPART_SIBL
(4,11),(4,34),-0.0259413 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0905535 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0268693 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0414065 # DEPENDENCYPART_SIBL
(4,12),(4,34),-0.0292366 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.108823 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.123936 # DEPENDENCYPART_SIBL
(4,13),(4,34),-0.0890998 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00562065 # DEPENDENCYPART_SIBL
(4,17),(4,34),-0.0130396 # DEPENDENCYPART_SIBL
(4,20),(4,34),-0.0403579 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0104713 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0255257 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0203322 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0359966 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00392743 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0262825 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.060513 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0462224 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0393055 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.013616 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0385401 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.072768 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0318044 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0414037 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0329218 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0393055 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.0658415 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0351015 # DEPENDENCYPART_SIBL
(5,1),(5,31),0.0635433 # DEPENDENCYPART_SIBL
(5,1),(5,34),-0.019393 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0128637 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0753008 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00315281 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00680362 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0769793 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00878512 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.050555 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0366134 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00661193 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0218532 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.035603 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0226887 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0718741 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0968294 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0366134 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.0759678 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.0184752 # DEPENDENCYPART_SIBL
(5,2),(5,31),0.00336939 # DEPENDENCYPART_SIBL
(5,2),(5,34),0.149434 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0166654 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0277488 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00297892 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0495999 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0176892 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00593408 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0213597 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0360987 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0438022 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00588846 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0431834 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.019299 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0388744 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0213597 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0354633 # DEPENDENCYPART_SIBL
(5,3),(5,29),-0.0491516 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.00349095 # DEPENDENCYPART_SIBL
(5,3),(5,34),0.0830804 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0617931 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0109169 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0172624 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0249925 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0213315 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0206286 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0379553 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0425594 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0517551 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0399923 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0366634 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0419212 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0206286 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.0235492 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.034778 # DEPENDENCYPART_SIBL
(5,6),(5,31),0.0470423 # DEPENDENCYPART_SIBL
(5,6),(5,34),0.0503253 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0476324 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00511861 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0436204 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0478309 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0483655 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0280061 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0249579 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0281546 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0326778 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0191228 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0187962 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0483655 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0111198 # DEPENDENCYPART_SIBL
(5,7),(5,29),-0.0886887 # DEPENDENCYPART_SIBL
(5,7),(5,31),0.0298479 # DEPENDENCYPART_SIBL
(5,7),(5,34),0.0151353 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0190434 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.036845 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00247865 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0158131 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0148352 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0231259 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0391762 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0255427 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.00575664 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.00369868 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0158131 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0350351 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.06817 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.0121165 # DEPENDENCYPART_SIBL
(5,8),(5,34),-0.0575223 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0194984 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00036538 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0700117 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0599827 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0295275 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0650444 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0316073 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0517481 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00555926 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0700117 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0226712 # DEPENDENCYPART_SIBL
(5,9),(5,29),-0.0389591 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.0590571 # DEPENDENCYPART_SIBL
(5,9),(5,34),0.0373024 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0387406 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00721714 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0466275 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.044405 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.00568854 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0468251 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0341315 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0218162 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.00721714 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0402743 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.0915408 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0199249 # DEPENDENCYPART_SIBL
(5,10),(5,34),-0.000416279 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0126908 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0541208 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0780552 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0242751 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0795389 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0350126 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0144204 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0126908 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0165703 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.0960892 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.0113968 # DEPENDENCYPART_SIBL
(5,11),(5,34),0.00981509 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0503423 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0387196 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0132674 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0328032 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0247677 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0269145 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0260512 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0394743 # DEPENDENCYPART_SIBL
(5,12),(5,29),-0.0467758 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.00185066 # DEPENDENCYPART_SIBL
(5,12),(5,34),-0.0403539 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0579341 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0343104 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0602443 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0612073 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0377496 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.00826634 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0566771 # DEPENDENCYPART_SIBL
(5,13),(5,29),-0.112938 # DEPENDENCYPART_SIBL
(5,13),(5,31),-0.0428607 # DEPENDENCYPART_SIBL
(5,13),(5,34),-0.0317181 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0262329 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.04707 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0405652 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.000890623 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0130539 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.00632276 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.0811317 # DEPENDENCYPART_SIBL
(5,16),(5,31),0.0200538 # DEPENDENCYPART_SIBL
(5,16),(5,34),0.0325542 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0096833 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0360953 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0131933 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0376324 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.0697397 # DEPENDENCYPART_SIBL
(5,17),(5,29),-0.13124 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.0493723 # DEPENDENCYPART_SIBL
(5,17),(5,34),0.00683367 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0290595 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.000806212 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.0206122 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.0132078 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.0816004 # DEPENDENCYPART_SIBL
(5,19),(5,31),0.0169051 # DEPENDENCYPART_SIBL
(5,19),(5,34),0.0345573 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0013392 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.138231 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0334049 # DEPENDENCYPART_SIBL
(5,20),(5,29),-0.0460424 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.0666152 # DEPENDENCYPART_SIBL
(5,20),(5,34),0.0372107 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.129039 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0858638 # DEPENDENCYPART_SIBL
(5,21),(5,29),0.0091558 # DEPENDENCYPART_SIBL
(5,21),(5,31),0.0916184 # DEPENDENCYPART_SIBL
(5,21),(5,34),0.102133 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0394743 # DEPENDENCYPART_SIBL
(5,24),(5,29),-0.0467758 # DEPENDENCYPART_SIBL
(5,24),(5,31),0.00185066 # DEPENDENCYPART_SIBL
(5,24),(5,34),-0.0403539 # DEPENDENCYPART_SIBL
(5,25),(5,29),-0.11237 # DEPENDENCYPART_SIBL
(5,25),(5,31),-0.0212136 # DEPENDENCYPART_SIBL
(5,25),(5,34),-0.0662101 # DEPENDENCYPART_SIBL
(5,29),(5,31),-0.0615841 # DEPENDENCYPART_SIBL
(5,29),(5,34),-0.0832143 # DEPENDENCYPART_SIBL
(5,31),(5,34),-0.0275222 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00553999 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0405521 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0593637 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0495607 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0406511 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00329671 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0160582 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00695587 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0243394 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.003415 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0143657 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00390687 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0210508 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0296696 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0177323 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0268763 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0642743 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0227465 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0343221 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0415599 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0638946 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0602723 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0343024 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0974136 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0436088 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0199758 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0788982 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0896609 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0956171 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0708324 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0312872 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0433764 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.129014 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00126938 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.111348 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0246311 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0246817 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0011431 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0783399 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.109547 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0326555 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0596263 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0583396 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0445543 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0425886 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00998055 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.278541 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0390535 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0416166 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0692461 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0670951 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.000579601 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0288273 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0582485 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0637458 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0165852 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0311858 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0727729 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.029755 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0731246 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0593992 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0392383 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0385066 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0702917 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0665933 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0522874 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.01678 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0800981 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0288363 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.276814 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.164517 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0457033 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0542747 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0585985 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0100202 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0565514 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0105468 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0362423 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0078442 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.10875 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.122688 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0591591 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0869931 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0597845 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.285084 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.147624 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0200704 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0993762 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0772867 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.076958 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0831236 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0675557 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0384931 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0419572 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0993762 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.104567 # DEPENDENCYPART_SIBL
(10,1),(10,34),-0.135134 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0711627 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0365937 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0445094 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0364911 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0881883 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.137844 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00764469 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00251537 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0127245 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0435917 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.010215 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0393999 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0264977 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00934479 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.00251537 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0695814 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.0139778 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0233828 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0141514 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0529539 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0357942 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0366437 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0465583 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.000861767 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.04723 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0983775 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0909544 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0953408 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0568125 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0344935 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.000861767 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0863667 # DEPENDENCYPART_SIBL
(10,3),(10,34),0.000607193 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00400975 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0367931 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0399049 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0415543 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.037338 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0576945 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00914355 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0731728 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00909206 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0681477 # DEPENDENCYPART_SIBL
