# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,14,17,15,17,20,18,6,
(7,1),(7,14),-0.0419457 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0635015 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0625024 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0419488 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00842049 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0419454 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0499106 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0155511 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.071803 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0072533 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00198439 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0180544 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0609355 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0212544 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00977775 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0343709 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00166143 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00835572 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0262155 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.00166163 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.042749 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.00166163 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0288399 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00574723 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0315215 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00367806 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.112194 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0552614 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0533787 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.105457 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0549041 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0997333 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.107098 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0589896 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0874306 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0298583 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.087434 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.157465 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0208505 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00610023 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0041941 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0428906 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0412071 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0285413 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0223734 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0289137 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0794868 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0251285 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0284239 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.108701 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0252498 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.000132582 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00718463 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0555736 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0103035 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0187672 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0241164 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0146605 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0699268 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0595236 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0107465 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0662969 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.132929 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0625905 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.151448 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0433079 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00232314 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0256336 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0422809 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0183445 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0359953 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0350145 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0241324 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0359955 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0475407 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0359955 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.119999 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00991131 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00797195 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0394898 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0325707 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0161463 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00104457 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0194392 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0159248 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0255755 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0163706 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0507439 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00897145 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0122571 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0256735 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0542543 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0560601 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0389363 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0542309 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00100832 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0546767 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0348523 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0348848 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0270103 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0660024 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00520863 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0194756 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0660031 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00887921 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0660024 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0518556 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.145322 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00986573 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0148424 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.116599 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0163292 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0112883 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0240823 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00423501 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0519976 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0474403 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0234606 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0519983 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0322566 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0519976 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.022459 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0370464 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0883858 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0703597 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0255486 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.070359 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0650751 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0255261 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00981297 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0142192 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0102583 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0874746 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0498769 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0382697 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0498762 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0274008 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0239701 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0703965 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0653759 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.00168795 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.000898081 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0654316 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0156925 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0393536 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0117503 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0119198 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0600927 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0179904 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0828062 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0950893 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.143657 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.108466 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0983931 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.14366 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0985767 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0645123 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0299039 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0500948 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0163424 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0133221 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0360042 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0317807 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0481954 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0668131 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0193348 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0455977 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0668134 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0495016 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0257571 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0256956 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0189101 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.021205 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0191659 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.693388 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0684422 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0384187 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0551636 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0706634 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0507219 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.185422 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0719362 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0303294 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00951357 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0695796 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0117037 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0872778 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.141065 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0161352 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0941606 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.140576 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0934731 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0389938 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.042535 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.02782 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0180991 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0830589 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0712489 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0193429 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0647647 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0748793 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0263323 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0481838 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00547359 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00162391 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.06879 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0232196 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0146706 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0748244 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.022947 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0200645 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.00668808 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0842865 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0518211 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.100964 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0758657 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0567453 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.100715 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00720931 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0208052 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0075947 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0489191 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.11117 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0280097 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.055087 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.000223722 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0586282 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0691889 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0200831 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0709037 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0689403 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.018624 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.000702029 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0493808 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0504037 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.176004 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0135563 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0257062 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0783448 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0445996 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0615987 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0180594 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0784125 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.000806157 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0107089 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0151523 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0254598 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0426459 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.054607 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0148255 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00653604 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.082826 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.095782 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0397317 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0865049 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0957856 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0949084 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.113195 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.127924 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0117589 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0963869 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0862901 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.023485 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0978106 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0860422 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0563113 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0927829 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0882806 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.088121 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.146326 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0240857 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.093032 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.146077 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0129478 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.013997 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00815737 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0542579 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.102987 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0285592 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0604258 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0663505 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.100353 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0621426 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0237352 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0613589 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.061894 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.081475 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.04801 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0364478 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0587434 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.187617 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00219237 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00223899 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0643144 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.030554 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0110574 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.019728 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0735578 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0596146 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0344067 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.000596361 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00248541 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0298572 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0683751 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0293744 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.049852 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0756744 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0233137 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0399826 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.103249 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0227723 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0399859 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0631254 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0401418 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0483189 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0713311 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0738575 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0242834 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.037683 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0784179 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0237418 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0376863 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.051864 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0378421 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0554334 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0860814 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0369523 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0503427 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0819862 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0364102 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.050346 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00873111 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0505018 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0646628 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0554319 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0720421 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0386815 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0428979 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0715525 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0278174 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0685375 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00206201 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0408626 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00423031 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0135889 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0343976 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00413384 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0260011 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0159232 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0115403 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0360852 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0159241 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00340892 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0162442 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0380958 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0168555 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0861064 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0117786 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0864265 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0151191 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.051 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0245478 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0500753 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0160326 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0121105 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0163527 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0133191 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0864259 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0236286 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0379443 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0318718 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0179002 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0159266 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0893482 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.147836 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0659649 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0893515 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00983531 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.032916 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0893482 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0234934 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0418403 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0125103 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0507382 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0147031 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00239529 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0097313 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.011073 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.137897 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0508035 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00736659 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.073038 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0227388 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0287832 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.082084 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0934562 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0675618 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0820873 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0618558 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0262951 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0820839 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0260776 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0789549 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.018222 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00568237 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00426233 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0172407 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.219047 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00690907 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.01822 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0183386 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00538807 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.000763298 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00980947 # DEPENDENCYPART_SIBL
