# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
(5,7),(5,14),-0.0592601 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0564785 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00847995 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0407921 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0439493 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0234984 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0972571 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0286559 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0272427 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0152607 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0237863 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0250765 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0262064 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0368282 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0335646 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.00668712 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0139671 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.00303021 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0344867 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0367397 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0263969 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0370677 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0287101 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0385008 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0385177 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00936263 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0169323 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0018303 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0126788 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0264054 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0298893 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0287186 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0341102 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0350233 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.00807636 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0157457 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.00910518 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0414315 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0346066 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0414257 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0172396 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0224961 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0720668 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.020252 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0697004 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.023732 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0291248 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0772232 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0139117 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.00511408 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.00773384 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.000118921 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0297531 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.102353 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0127502 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.00612775 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.00737579 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0455338 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0591611 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0230116 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0130076 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0156398 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0100861 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0324678 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0188007 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0312993 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0116023 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0276141 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.013024 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.00915298 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0350063 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.00922049 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0163821 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0329992 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0102052 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0805011 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0778937 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0754381 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00413672 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0479163 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.220593 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0521337 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0574726 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0466672 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0213789 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0616308 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0565665 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0621059 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0108031 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00898438 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0677539 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00160697 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00145658 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.00653904 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.111709 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.114451 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.114429 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00963367 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0954137 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.080134 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0963715 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0951657 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0648829 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.193656 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.19375 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0182897 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.121281 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0548053 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.121696 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.117337 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00526706 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.185202 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0581863 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.107778 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0541645 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.107962 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.103851 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0155096 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0190079 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.122556 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0614766 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.12274 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.118629 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.00807991 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0618331 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0447551 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0610166 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0593727 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0157925 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0616683 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.110566 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.116364 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00672982 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.000405135 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0386456 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.024575 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.122589 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.000676792 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.00369574 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00900763 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0391205 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0171787 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.11583 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0321851 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0694581 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0319817 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0240982 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0251364 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0722583 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00636295 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0308907 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0400365 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0223746 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0222601 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0281728 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0629725 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0130792 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.197104 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.059169 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0833808 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.045358 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.043959 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0626549 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0295493 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.109886 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0462648 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0866349 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.040764 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0399968 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.00711244 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0222601 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0281728 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0629725 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0130792 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.197104 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.059169 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0833808 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.045358 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.043959 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0626549 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0295493 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.109886 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0462648 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0866349 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.040764 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0399968 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00711244 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0592777 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0231724 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0290185 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00798289 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00432746 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0312507 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.000684422 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.000779961 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.214544 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0228771 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0298521 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0255542 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0934424 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0121298 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0341688 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0568697 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0778309 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0219416 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.242744 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.080344 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.081679 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.143688 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0732362 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00480832 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0380829 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0419948 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0158719 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0783967 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00283659 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.00924945 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.00243171 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0215332 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.176944 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00291965 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0131433 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0866042 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.062559 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0706672 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0310362 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0408871 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0389076 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.060935 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.01147 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0233454 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.00133062 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0164646 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0130207 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0116085 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0177156 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0232114 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0528127 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0466066 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.044063 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0215235 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.102947 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0629116 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0286739 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.00787908 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.202447 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.160851 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0525844 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00665971 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.116607 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0171616 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0146851 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0854688 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0996643 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.204478 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.120623 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.057965 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.019391 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.107004 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0753047 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0958524 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0430635 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0524829 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.10858 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0589306 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0269479 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00814575 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0151203 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.114252 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0687064 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0593809 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0371836 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0469444 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0199713 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0430135 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0213812 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.020308 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0111212 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.037397 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0471776 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0373913 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0417136 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.004774 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0190455 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0620524 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0163965 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0746964 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0423032 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0374131 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0490514 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0183926 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0212608 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00670778 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0145876 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.00592055 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0130219 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0310294 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0309558 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.00011551 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0130083 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0047493 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0566462 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0590217 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.000330406 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0303608 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0146013 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0224937 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0158878 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0308807 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0259942 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0123294 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0231515 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0247356 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0188358 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0194692 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0195359 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00109652 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0225903 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0132601 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0083552 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.035092 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00827388 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0156515 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0410986 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0364866 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0689869 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0496045 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0382027 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0163934 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0696546 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.039923 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0446776 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.00345859 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.110467 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0628822 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.111597 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.117519 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0323517 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0201329 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0665541 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0466408 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0650162 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0620085 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.112651 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.118573 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0290864 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0205522 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0668616 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.046931 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.066217 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0169703 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0213917 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0565554 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0510398 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0162593 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0174118 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0716959 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.124797 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0404664 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0263948 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0721537 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0522408 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.073623 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00501394 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0176557 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0648475 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0478648 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0766383 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.117462 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0453108 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.000836728 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0232566 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0287232 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00333733 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0137514 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00640742 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0886515 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0546796 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0757661 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0193343 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0510959 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0520655 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0112742 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0866272 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00302699 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0519272 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0517461 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.022218 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.108847 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.036172 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.191684 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0546517 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.180198 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.240944 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.148827 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0957713 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.108847 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.121095 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0942356 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.352005 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.127646 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0957663 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.105171 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.027425 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.135395 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.036172 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.191684 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0546517 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.180198 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.240944 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.148827 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0957713 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.108847 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.121095 # DEPENDENCYPART_SIBL
