# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(5,13),(5,14),0.0453241 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0150993 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.0178796 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.04814 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.0022447 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0132863 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0645251 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0067588 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.127978 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00277571 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.05015 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.109457 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.15301 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0616308 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0816851 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0464541 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.05015 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0738717 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0144148 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0782728 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0596532 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.120344 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0409787 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.0850626 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0120092 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.109211 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0318281 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0381146 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0844643 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.1038 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0414669 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0606594 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0188893 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0381146 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0168486 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0420326 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0603709 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0131604 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0543959 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0134386 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0190672 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00711514 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0217344 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0129711 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.073586 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0301512 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0164519 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00754963 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0129407 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0129711 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0389247 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0644741 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.061116 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.00389919 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0131895 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.00470108 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0127024 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0470984 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0353517 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.164089 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0177207 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00542652 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00880596 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0304267 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0353517 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0682255 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0084826 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.189914 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0285415 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.183625 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0076833 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0641245 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0494869 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0327214 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0381581 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00156769 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0168878 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0404682 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0494869 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0541792 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0662564 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.04905 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0146626 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.047098 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0497746 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0195577 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.037151 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0213371 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0696718 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0130964 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0519762 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.026475 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.065951 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0438073 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0337097 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0400849 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00597116 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0405171 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0190617 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0141716 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0252046 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00232276 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0296226 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0594347 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0125588 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00356543 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00818941 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0280688 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.042657 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0321902 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.0013624 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0167316 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0187453 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.013726 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00982176 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0170193 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00125465 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0151714 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.00952436 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.00846698 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.00964454 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0546605 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0368273 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0107347 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0336446 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0792791 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0354186 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0275537 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0112939 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0901552 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.00630753 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0362077 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00725768 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.000113503 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00612662 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0088792 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0218704 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0032851 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00329513 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0107774 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.0315249 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0321156 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0294472 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0219233 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0326102 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0354147 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.00129323 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0694102 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0202883 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.065951 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0438073 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0337097 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0400849 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00597116 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0405171 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0190617 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00330242 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0147127 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0133893 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0231482 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0208112 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0786059 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.020924 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0117461 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0313459 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0043475 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.0306845 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.001649 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.00106189 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.0142944 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0125832 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0419863 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.016633 # DEPENDENCYPART_SIBL
(6,21),(6,27),0.0436234 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.0228201 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.0235558 # DEPENDENCYPART_SIBL
(6,26),(6,27),0.00952289 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00330386 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00889112 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0817703 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00882071 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0011579 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00967242 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.011409 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0293242 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00802535 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0644304 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0264593 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0195508 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0565421 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00769013 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0294026 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0497263 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.14115 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0182338 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00915278 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0499218 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0414057 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0207027 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00225748 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0200169 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00731717 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.000350343 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0282241 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0300892 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0486508 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00717245 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0707228 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0551755 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0431609 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00771505 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0247227 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.03194 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0221018 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0842439 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0480094 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.01931 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0829907 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0820507 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.142794 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0448148 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00487947 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.031534 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0110804 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00347195 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.061203 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0302068 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0662044 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0136794 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0683062 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0539379 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00540886 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.073569 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0685718 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.077817 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.029445 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00751897 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0283333 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0103842 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00950856 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0370211 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0174279 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0161769 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.000678347 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00979404 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0251658 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.051778 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.106808 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0145869 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0165606 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0452915 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0308088 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0665439 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.020541 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00347207 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0148281 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0250915 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0289273 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0765945 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.037584 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0545352 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.042989 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.027495 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0117371 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.07085 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.063198 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0678169 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0224094 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0224246 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0294659 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0326376 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0119089 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0453651 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0463915 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0133457 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0308549 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0522963 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0109203 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0373855 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00217054 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00281591 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0166753 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0403603 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0445925 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0108318 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.00631371 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0513981 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.000391888 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0197775 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0122615 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0425732 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0271522 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0721846 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0902088 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0237966 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00594846 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0134861 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00893762 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0284669 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0709919 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0755601 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0751168 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0337368 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0161637 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00866817 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0243505 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.00184047 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0489404 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0594393 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0128549 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0104629 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0318904 # DEPENDENCYPART_SIBL
(8,21),(8,27),0.0213076 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.0232254 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00356822 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00381208 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0556613 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0622488 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.112077 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0220788 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0243791 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0548975 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0714646 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0153811 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00813971 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0534331 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00502683 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0298655 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.729272 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0376835 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0040096 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00475508 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.104645 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0218854 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0378782 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0277602 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00409328 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0115657 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0204513 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0037856 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0712467 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0683124 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0818084 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0187411 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0681413 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0749222 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0707165 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0638611 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0764224 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00981066 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00893225 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.035642 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0848398 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0223922 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0544712 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0189408 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0986424 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.115465 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0547487 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.151525 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0205026 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0424784 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0977124 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0196386 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0561651 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0028347 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0463029 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.00331035 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.0726378 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00524266 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0836115 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0046471 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.121795 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0261157 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00344096 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0163711 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0226304 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0598179 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.000288542 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0227901 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0469791 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0371098 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0371189 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0412597 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.00483016 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0838509 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0179393 # DEPENDENCYPART_SIBL
(12,2),(12,27),-0.00835136 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0123734 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0233553 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0625415 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.104954 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0189144 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.018815 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0459451 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0247475 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0111367 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.061007 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0610062 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0401744 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0142621 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0139231 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.0077559 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.0224924 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.062445 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0325527 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0714382 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0661715 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.277158 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.139894 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0396074 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0828513 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0144135 # DEPENDENCYPART_SIBL
