# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(5,6),(5,27),0.024191 # DEPENDENCYPART_SIBL
(5,6),(5,28),-0.00609443 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0488722 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.046259 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0314823 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0271665 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00599293 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0318393 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0723501 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0331454 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0271665 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0009583 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0453793 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.0407952 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0159676 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0228014 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0196599 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.00986958 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0230497 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0235569 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0243632 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0196599 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0240702 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.0460265 # DEPENDENCYPART_SIBL
(5,8),(5,28),-0.00334426 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0449112 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0248328 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00876202 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0451595 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0741674 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.046473 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0248328 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0254291 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.0152449 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.0235365 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0437149 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0122399 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0686438 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0909807 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0697825 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0437149 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.00535316 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0276473 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.0418964 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0797117 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0247233 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.070894 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0322423 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0225142 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0476017 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.00251913 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.0277296 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.052139 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0906996 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0534471 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.025364 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0526986 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.00586491 # DEPENDENCYPART_SIBL
(5,12),(5,28),-0.0113823 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0906774 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0643192 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0302857 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.00464623 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.0492412 # DEPENDENCYPART_SIBL
(5,15),(5,28),-0.0338925 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0640431 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.116817 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.171324 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.0741792 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.148409 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0154139 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0149071 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0511947 # DEPENDENCYPART_SIBL
(5,21),(5,28),-0.017883 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0476017 # DEPENDENCYPART_SIBL
(5,22),(5,27),-0.00251913 # DEPENDENCYPART_SIBL
(5,22),(5,28),0.0277296 # DEPENDENCYPART_SIBL
(5,25),(5,27),-0.0208169 # DEPENDENCYPART_SIBL
(5,25),(5,28),0.00273844 # DEPENDENCYPART_SIBL
(5,27),(5,28),0.0736538 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0745107 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0266068 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0224353 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0059476 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00221851 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0679928 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0209913 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0248639 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.010053 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0832931 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.080808 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0902115 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0173629 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0855807 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0896732 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0867396 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.109196 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0827328 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.130199 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0397108 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.108661 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.129552 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.126626 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0431792 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.122336 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0012658 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0966837 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.121689 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.118763 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0445711 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0106933 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.106164 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.158269 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.155171 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0411762 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00232544 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0149075 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0181869 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.066048 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0627802 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0598487 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.00951737 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.153108 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0249948 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0345553 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.129033 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0346007 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0281662 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0133829 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0420988 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0615351 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.146916 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0801311 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.148664 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0309957 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.050991 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.148664 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0789485 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.120832 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0436891 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.067238 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.120832 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0492612 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.000222837 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0959961 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0492612 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.010934 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0388981 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0497537 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0193759 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0926496 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0309431 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0512671 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0935384 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.665882 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0415153 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0181185 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0389022 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0106787 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0237368 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0295113 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.29742 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0273139 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0389022 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.000211593 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0267927 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0642272 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00630204 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.167503 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0200492 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00397125 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.039425 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0141345 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00285232 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00164202 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0523146 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.000179389 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.039425 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0429086 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.000578081 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0154853 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0421597 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00431692 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0101022 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0135597 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0211611 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0265074 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0260191 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0456527 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0262156 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0135597 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0204442 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0237159 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0544351 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0415153 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0181185 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0389022 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0106787 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0237368 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0295113 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.29742 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0273139 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0389022 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.000211593 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0267927 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0642272 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00557519 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0068336 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0391769 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.007469 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00603404 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0828986 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0108787 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0068336 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0414091 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00785947 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0134042 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0330058 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0498389 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00623048 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00479552 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.09468 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0096402 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0330058 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0293593 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00662095 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0101676 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00940809 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0258652 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0281459 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.035825 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0227817 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00223472 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0645461 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.00726348 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0179067 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00761891 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00816408 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0144513 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0078889 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.000609782 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0222817 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0134359 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.015238 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0302599 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0245132 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.029815 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0145865 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.00843717 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0360573 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.00989996 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0174947 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0329161 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.017392 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00848738 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0391584 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0187871 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0220713 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.00749514 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0176459 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0169582 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.00969559 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0149374 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.00861941 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.0386086 # DEPENDENCYPART_SIBL
(10,21),(10,27),0.00960571 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0645461 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.00726348 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.0179067 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0575395 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0960873 # DEPENDENCYPART_SIBL
(10,24),(10,27),0.00385644 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0151837 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0478147 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0067664 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0431582 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.046124 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0249849 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.035751 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.145176 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0119753 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0434591 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0400982 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0223295 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0252457 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0433047 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0590052 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0438262 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.0551773 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.0359167 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0713237 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0116246 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.019544 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0197977 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0316773 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0157081 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.037988 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0160905 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0171972 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.016521 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.029624 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0136568 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0178141 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0255771 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0121548 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0196102 # DEPENDENCYPART_SIBL
(12,10),(12,28),0.0717817 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0124513 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00036827 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00522471 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0269048 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0154319 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.241477 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0161965 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00689607 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0061007 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.172083 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0367355 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0119668 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0240741 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.004905 # DEPENDENCYPART_SIBL
(12,11),(12,27),0.0991439 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.00811735 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0344299 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0344302 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0329952 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0544978 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0312045 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0235115 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0344671 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0349849 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0277691 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0367259 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0344301 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.00170634 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0346405 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.0743769 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.0471698 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0424053 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00608908 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.023033 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00392301 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.000606729 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0421578 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0427926 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00116281 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0187427 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0429315 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.047179 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0425897 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.018507 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0123907 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0212241 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0277431 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00892091 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00565504 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0505535 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0511882 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00682423 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0237406 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0513272 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0320469 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0509853 # DEPENDENCYPART_SIBL
(12,15),(12,27),-0.0145446 # DEPENDENCYPART_SIBL
(12,15),(12,28),0.00739217 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0206511 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0288861 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0311665 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00971921 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0110074 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0122371 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0350979 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0100275 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0509369 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0113766 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0289768 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.115316 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0623003 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.014919 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0335684 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0341141 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0200145 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.00471842 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0335552 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0335863 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0344075 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.00112318 # DEPENDENCYPART_SIBL
(12,17),(12,28),-0.0122289 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00798786 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0555428 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0560962 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0786198 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0317634 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0555392 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.064487 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.0557497 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.0558306 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.00903976 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.030263 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0308061 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0395145 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0142029 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0302497 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0083875 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0304664 # DEPENDENCYPART_SIBL
(12,19),(12,27),-0.00170016 # DEPENDENCYPART_SIBL
(12,19),(12,28),-0.00794048 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.045476 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.000950917 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0191938 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0456149 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0440971 # DEPENDENCYPART_SIBL
