# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(6,8),(6,19),-0.0906481 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.135735 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0569134 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0278395 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0240096 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0051651 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0609917 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0278395 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0536795 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00625825 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0338511 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00096954 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00224354 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0213402 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.080556 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.00096954 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0762077 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0217334 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0115573 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.014149 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0258378 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0948628 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.016289 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00802206 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0263439 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.00536629 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0257472 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.000647397 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0190827 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00382536 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0244911 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.00904437 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.083829 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0259892 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0769007 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.10532 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0234172 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0210002 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0514395 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0493471 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.048682 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00802206 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0263439 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00536629 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.032884 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.00133516 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0630888 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0203066 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00156479 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0598877 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0746645 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0787602 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0734076 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0979026 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0201518 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.038557 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0734076 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0739115 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0328727 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.013905 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0750332 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0119825 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0283001 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0217556 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0328273 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0365369 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0404338 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0217556 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0173596 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0127534 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0125739 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0241421 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0202091 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.052936 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.038755 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0154622 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0382021 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.052936 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0253071 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0316088 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0877192 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0902091 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0173629 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0668316 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0503955 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0797177 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0173629 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0897126 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0387077 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.16322 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.012095 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0383483 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0667895 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0956122 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.012095 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.163588 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00708467 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0172788 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0354769 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.062063 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0920069 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0172788 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.16229 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0105344 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00330471 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0318291 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00342969 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00611353 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.01575 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.044068 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0284028 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00211865 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0103191 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00114268 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00743442 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00419089 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0531873 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0404991 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0469347 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0148116 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.122793 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0164928 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.01575 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.044068 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00330193 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0132854 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.120048 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.017677 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00771921 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0320998 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00475156 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0576967 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0169904 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.00893649 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0462296 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0737731 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0345806 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00893649 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0556224 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0792981 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.88531 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00719078 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.144561 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.12756 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0792981 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0490189 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0574019 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0507819 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.137874 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0155602 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0530166 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0183181 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0187738 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00869561 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0530166 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0346832 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0171497 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0299065 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00559706 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0730704 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0736362 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0171497 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00498423 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00535664 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0537398 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0657337 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0128882 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0305284 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.017823 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0414334 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0128882 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0213168 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0136147 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00630504 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0516229 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0296043 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0290317 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0136147 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0444324 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0417901 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.069212 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0376541 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0614123 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00676969 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0392792 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.614335 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0696327 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0849628 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0588483 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.135823 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0165519 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0164891 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0849628 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0247266 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0136031 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0103901 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.00397671 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0217692 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0174563 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.162373 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0219329 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0367158 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.093027 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00406827 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0737773 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.074124 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0367158 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00551938 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0118411 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.035747 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0521746 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00879188 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0204247 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0490755 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0947258 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0559687 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00140814 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.116772 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.117305 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0947258 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0372216 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0365318 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0767025 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.109858 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0473329 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00580196 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0193469 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0194869 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0320726 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.01597 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0153974 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0193469 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0241876 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0215574 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0210587 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0229216 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0696327 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0849628 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0588483 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.135823 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0165519 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0164891 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0849628 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0247266 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0136031 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0103901 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.00397671 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0602227 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0914064 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00129534 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0836889 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0840356 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0602227 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0090097 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0153131 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0730371 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0620862 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0717664 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00740455 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0427723 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0456367 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0510342 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0378656 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0377353 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00310867 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0557848 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0159567 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.044558 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0447633 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0466204 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0782043 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0750173 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.00518759 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0443227 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0128774 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0130251 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0583093 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0156851 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0211214 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0293766 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0132002 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0290083 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.020563 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0414576 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.050557 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0104743 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0333471 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0275644 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0402808 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0493801 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00855925 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0313772 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0378656 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0377353 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00310867 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0557848 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0370259 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0168777 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0120534 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.000145041 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0223626 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00391731 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0743431 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0262423 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0677139 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0179419 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0736222 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0300233 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0165976 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0355627 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.037471 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.386902 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0666766 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.039608 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.117967 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0779204 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.105069 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0536137 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0419708 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.342288 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.057903 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0505438 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0456958 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0382928 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0426831 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0515957 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0566594 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.082542 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0596048 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.123927 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.162329 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0493097 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0287873 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.107624 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0862922 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.00256537 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0795597 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0979153 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0936859 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0793409 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0877318 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.117208 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.175085 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0836309 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.147941 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.16866 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0407592 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0128096 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.07215 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.112663 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0421014 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.060962 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00837908 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0793009 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0894841 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.045549 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.134685 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0939083 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.158762 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.12542 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0467735 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0269638 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.030726 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.135109 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0979048 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0842258 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0195927 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0284716 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0275 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0226954 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0602336 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0040868 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0150592 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0026477 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0211186 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.097259 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0354313 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0922063 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00466253 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0133657 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0429621 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.12851 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0206779 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0849878 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0368102 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0109019 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0388395 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00861123 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0486127 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.154691 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0864171 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0457067 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.126681 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0850149 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.149869 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0943205 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0509997 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0312083 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0125887 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.126216 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0920547 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0645614 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.135935 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.112031 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.176885 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.109631 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0788082 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.058997 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0636273 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.153233 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0572977 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0744449 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00949166 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.125057 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0793687 # DEPENDENCYPART_SIBL
