# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(5,8),(5,16),-0.000752127 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.020203 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.00985703 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0350619 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.00894823 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0377428 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.00759373 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0026046 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0065367 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00533554 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0232563 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00552388 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0432593 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0381302 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00305484 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00411401 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0283936 # DEPENDENCYPART_SIBL
(5,9),(5,24),2.45331e-06 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00882281 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0370028 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0956089 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0178871 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.095051 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0220643 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0553018 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0664077 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.106776 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0200702 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.102165 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0433461 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0359085 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.015256 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.035488 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0263482 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.00353783 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0499423 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0269228 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.00715992 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0131277 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0222416 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0375624 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0820155 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.029619 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.00860138 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00845595 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0323678 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0386453 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0355304 # DEPENDENCYPART_SIBL
(5,12),(5,27),-0.0213591 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0591016 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0246984 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0865019 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.105858 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0549287 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.00539199 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0611991 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.0550719 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.00230579 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.000901032 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00143243 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0300007 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0366037 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0331633 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.00877138 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0336542 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.019108 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0458381 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0222443 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0510751 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.000986366 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0116174 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0427453 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.000410906 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0451633 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0236081 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.00269 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0360292 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.00017424 # DEPENDENCYPART_SIBL
(5,18),(5,27),0.0909246 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0204517 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0307269 # DEPENDENCYPART_SIBL
(5,21),(5,27),-0.00435892 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.00194745 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.0115142 # DEPENDENCYPART_SIBL
(5,24),(5,27),-0.00712117 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0238667 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00550588 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0561045 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0346149 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0295605 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0267362 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0281362 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.000904649 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00347992 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0246 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0139907 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00810834 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0236423 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0170518 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0612518 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0354676 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0360437 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00611887 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0442773 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00807496 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0218939 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00836354 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0180311 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0164998 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.020154 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0724292 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0208555 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00305047 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.179508 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.15811 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0503844 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00170815 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00116785 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.107992 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0241358 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0732252 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0472265 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0410965 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0916337 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00909528 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.012026 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0373435 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0242066 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0245577 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0876564 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0326777 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0146048 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00127669 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.025196 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0924313 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.129798 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.21603 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0417614 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0380857 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0046606 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0258115 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0354768 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0097352 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00151446 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0568286 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0144678 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.014629 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0453865 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0144487 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0328354 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.076371 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0763648 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0395444 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0185206 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0117251 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0216121 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0641654 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0188315 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00946121 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0162413 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.10408 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.000375841 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0116157 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0191971 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0332102 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0282234 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.335938 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.000634356 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00555077 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0121865 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0711091 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00316776 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0342849 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0223788 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0111097 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0846474 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0890155 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0071971 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0611494 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00637943 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0153034 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0206451 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0109087 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0165573 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0098949 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0505011 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0777864 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00923939 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0354537 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00585663 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.19077 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.055645 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0139106 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.05422 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.024911 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00704732 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0636566 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0257934 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0423264 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.046525 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0602243 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0528594 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0606163 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0448674 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0431446 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0307536 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0232541 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00290598 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.119408 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0120492 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.040403 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0541644 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0396266 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0333766 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0578706 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0268044 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00675374 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0310957 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0244094 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.053862 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.034287 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.000733539 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0544481 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.00293269 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0179415 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0967215 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0641024 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0303499 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0415268 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0138181 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0351232 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0474656 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0178918 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.003588 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00789156 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00973447 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0414148 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00204317 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00333484 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.00545358 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.00841454 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0277701 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00938079 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.132664 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0442016 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.000168212 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0121857 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0522042 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00514747 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0288869 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0793627 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0091683 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0439488 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0124524 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00785689 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.033604 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0530938 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.072561 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0718946 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.139894 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0842888 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00684169 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.152222 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0813778 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0913161 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0857142 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0728084 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.13853 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.104751 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0672514 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0819434 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0871189 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.032103 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0220114 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0573559 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0247391 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0116085 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.018328 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0147496 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00924762 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0168416 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0172159 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00182485 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0229131 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.01356 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0150508 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0309737 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0103905 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0316092 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0309639 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00248745 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.027943 # DEPENDENCYPART_SIBL
(9,10),(9,17),5.90482e-05 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00375683 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0309513 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0036024 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00496845 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00503373 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0498665 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0811149 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0153608 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0455027 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0715612 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00545407 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0102801 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.103388 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0555527 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0463344 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.00633064 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0493016 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0352586 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.044619 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0192019 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0711267 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00390509 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0026862 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0504601 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0191847 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0457251 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0161346 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0430786 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0329099 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0302127 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00503535 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00204795 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00610866 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0130073 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0246768 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0395781 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0192752 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0283284 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0266697 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0939906 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0209343 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00857678 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.126086 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0845072 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0765129 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0469771 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0794801 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.087703 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0623778 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0353455 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0182033 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00119221 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.022786 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00204295 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0201395 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.0383329 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0162869 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0328767 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0514645 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0296035 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0223086 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0189858 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0211022 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0497788 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0656344 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0453156 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0413621 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0416919 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.0172469 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0228381 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.00366941 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0150566 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.00520927 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.00853173 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0484934 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.00594298 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0514606 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.0351183 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0172207 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0470216 # DEPENDENCYPART_SIBL
(9,21),(9,27),0.000424733 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0662446 # DEPENDENCYPART_SIBL
(9,22),(9,27),0.00495148 # DEPENDENCYPART_SIBL
(9,24),(9,27),0.0172084 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0300706 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0132792 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0116515 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0480359 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.05276 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0535492 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0245432 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0645325 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0164005 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0484428 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.105189 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0787296 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0910407 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0267584 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0095271 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0250545 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0251435 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00977393 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0367846 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0107855 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0513447 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.041391 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00418127 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0410934 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00899285 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0059755 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0570088 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0630265 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00786271 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.010989 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0121432 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0138865 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0104186 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0184109 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00257384 # DEPENDENCYPART_SIBL
