# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(5,8),(5,16),0.00211347 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0240353 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00716426 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0259442 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0143916 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0867883 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0298774 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00143392 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0277091 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0911085 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0703331 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0150159 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.114927 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00670693 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0802071 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00311095 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0176748 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0812089 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0148338 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0131179 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.090214 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0556218 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.121303 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0350994 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00104954 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0189174 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0391301 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0114879 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0326222 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00202543 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0888994 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0373749 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0652053 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0238491 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0395025 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0128679 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00636082 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0214978 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0158739 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0537474 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0308495 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0235486 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0099565 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0166337 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.000685157 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00368517 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0526013 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0216815 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0711645 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.14755 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0235977 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.118086 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0652233 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.102207 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0642651 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.033145 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0862351 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0371359 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.019588 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0261658 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0816328 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0117045 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.110227 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0523114 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00490941 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0447738 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0100446 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00160921 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0219421 # DEPENDENCYPART_SIBL
(8,4),(8,6),7.73306e-05 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.128106 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.103968 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.10665 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00811135 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0362464 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0550858 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0352366 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0918804 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0504213 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0540652 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0689808 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0511382 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0420616 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0379225 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0170956 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.101992 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.119347 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.151994 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0587094 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0596711 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0469973 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0975266 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.139502 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.156379 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.022734 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0480317 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0654979 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0416825 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0173366 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0682225 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0634883 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00842789 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0894722 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0336888 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00262111 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0397206 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00262933 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00751808 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.103476 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0164093 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0346415 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0125571 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00942531 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0760188 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0101374 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0424402 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0143498 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.029762 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0615409 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0247032 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0155491 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0220946 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0661216 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00551669 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0307436 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00332588 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00957528 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00512656 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0866983 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0856301 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0334625 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0237003 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.036705 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0401534 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0583644 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.03184 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0932445 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.145627 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0861903 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.040582 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0411512 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.131934 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0232213 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0249709 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0892675 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.031225 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0526487 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0280606 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0110171 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.035116 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0241144 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0265539 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0817639 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0424293 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.020165 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0895099 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.138784 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0139399 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0118808 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0600167 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0305841 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0500955 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0231357 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0338623 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0048211 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0190547 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0962609 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0107226 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.020077 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0183469 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0416623 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0328633 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0221262 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00348879 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0695327 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0640226 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0236945 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0598169 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0695169 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.000108229 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0136936 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0382929 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0233188 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0319774 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0499443 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0024272 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00117942 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0211394 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0274675 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0976889 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0383973 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00158149 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0157603 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0282397 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0908936 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0100805 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0834986 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0568067 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.387939 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0867048 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0715051 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.151718 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0435143 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.035612 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0415362 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00623587 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.000332515 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0507566 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00735857 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.020939 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0287562 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00544498 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0277969 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0557917 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.154282 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.109718 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0586274 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0673572 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.108594 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0856769 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0222865 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0708637 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0801658 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.08912 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0160898 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0677091 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.107263 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0430252 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.021846 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0670343 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.042307 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0737643 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.117241 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0812121 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0195703 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.114471 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.026783 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0746973 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0224068 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0096983 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0159417 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00663881 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.043735 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.000504585 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0681483 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0136582 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0141549 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.014149 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0188895 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0258378 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.00536629 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.000105177 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0257472 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00904437 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00127318 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0114812 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0234172 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0320909 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.024558 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0224901 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0335501 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00357552 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.112092 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.057538 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0124703 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0294191 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0153451 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0139348 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0619832 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0185813 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0516921 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.119252 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.579826 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0175701 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.000789521 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0044766 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0106804 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0701651 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.143594 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00468916 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00116558 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00477326 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0296736 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0326954 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.098871 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0308744 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0452092 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0337535 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00564843 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0428019 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0789936 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0125906 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0475752 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0032859 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0359433 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0413582 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0200727 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00254575 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0466315 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.164202 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0735989 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00265781 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0155711 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00848817 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0156585 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0190223 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00688089 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0349526 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0236882 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0329587 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0446453 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0226944 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0250442 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0735745 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0191703 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0396996 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0487661 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0537778 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00527624 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0616029 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0733758 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0122066 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0313248 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0483697 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00662218 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00285161 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00886274 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0284332 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0744595 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00581816 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00763989 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0165979 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0328139 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0729833 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0232829 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.000117329 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0234177 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00873958 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0155543 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0597315 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0112492 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00518685 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0526515 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0150912 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0976346 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0668279 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0139257 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.033702 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0361378 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00510862 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0100649 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0234034 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0282624 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0791659 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00648833 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0232676 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0370719 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00213544 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.011117 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0360306 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0261476 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0300447 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00688288 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.16658 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0059754 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0206234 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.127904 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00594401 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0299888 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0120898 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0268872 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0198391 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0287705 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00207468 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.620668 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0327122 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0588601 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00726371 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0139637 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0121058 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0117535 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0599896 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0286422 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0407804 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0442544 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00549111 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0144562 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0028346 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00323166 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0198825 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0129945 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0132831 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0173604 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0467663 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0145249 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00540725 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0208457 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0713173 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0536253 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0278166 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00396323 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0541764 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00139593 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0391241 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0672398 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0436131 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0342322 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.000802879 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00984192 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0107445 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0355737 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.04123 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0202787 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00428218 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.051126 # DEPENDENCYPART_SIBL
