# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(5,3),(5,14),0.0151061 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0397879 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0339055 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00750655 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0100612 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0351243 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0178801 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0299824 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.023689 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0105881 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.091272 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0607987 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0215978 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0320724 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0295205 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0582231 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.00367289 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0450881 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0474498 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0494427 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0249568 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0148088 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00236201 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0267564 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.016636 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0219358 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0681725 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0584196 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0592801 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0517279 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0155895 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00468817 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0202262 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0242022 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0237101 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0206556 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0145001 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00123653 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0599915 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0105178 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00105941 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.02602 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0280446 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0226579 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0248461 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0106874 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0132438 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0475107 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.023743 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0232945 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0447654 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0474007 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0369971 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.00391604 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0188186 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0593736 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0611678 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0731532 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0266073 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0175423 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0069239 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0669642 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0629726 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0511116 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0475883 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0351325 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0576943 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0949347 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00439287 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0159546 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0134169 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.00265337 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00542195 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.00646376 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0130355 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0935507 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.335876 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.014012 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0137981 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0329757 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.00662884 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0116515 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.16618 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0160974 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0259071 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0125919 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0221812 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.750307 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.026667 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0185087 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0141241 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0284074 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0190587 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.105481 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0486942 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0470685 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0451718 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0361324 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0168781 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0319592 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0860456 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0433022 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0718504 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0424194 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00650005 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0553199 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.1176 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.121908 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0336554 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0744183 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.109971 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0884235 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0178417 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0466824 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0669212 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0397836 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.132715 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0302416 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0792953 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.117117 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0935032 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0133234 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0521142 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0646391 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0530321 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0440173 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.096235 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.105816 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.102037 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0345831 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0560747 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0494066 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0504161 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00123612 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0604455 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0134326 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.126831 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00401835 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0232566 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0419799 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0546931 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0416089 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0145092 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0209078 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0346502 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00723713 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0512183 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00243297 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0440094 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0604572 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0436549 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00608871 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0134468 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0525433 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.24685 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0104475 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0329811 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0490653 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0453847 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0360567 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.135711 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0777712 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00936462 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0794575 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.179338 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.141688 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.133703 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.298815 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.133977 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.141584 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.308158 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0356656 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0319454 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0246434 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0252726 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.106673 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0237886 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0212242 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.000372381 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00526972 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.140225 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.133095 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.296737 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.133419 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.140121 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.322033 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0927441 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0505343 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00130112 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0441678 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0871593 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0426016 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00688502 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0236232 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0146342 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.137845 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.302574 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.137438 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.147959 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.289934 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00805161 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.019296 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0283563 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0192325 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.114231 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.015691 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0339599 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.000769421 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.011728 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0592611 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0187433 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0328549 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00609923 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0209204 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00335524 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.1131 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.120635 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.18463 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.124441 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.122974 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.174787 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.10838 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0475422 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0995219 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.104321 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.100854 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0148011 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0893018 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0478096 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.108571 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0633572 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0509696 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.140475 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0253279 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0171861 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0373018 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0971136 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00511922 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.069941 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0360072 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.118972 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0243692 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00347896 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0707607 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0133469 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.285181 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0209085 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00739414 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0424517 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00773058 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.130849 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00418931 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0454615 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0107664 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0234026 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0461452 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0744802 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00815628 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0510653 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00217855 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00348486 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0113125 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0768515 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0157134 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.012693 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0153327 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.102252 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.151112 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0804751 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0458639 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0333738 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.07442 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.012838 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0104119 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.000106983 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0091437 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0212085 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00467642 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0298521 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0388435 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00779986 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0136209 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0722262 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00866202 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.000700279 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00287487 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00362247 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0138904 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0395425 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00733765 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0207723 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0311057 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.162672 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.269475 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0158026 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0297135 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0136604 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0446058 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0162282 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.092714 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.160796 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.09489 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.233506 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.10669 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.160703 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.273438 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.237191 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.161081 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.140805 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0996403 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.239343 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.11071 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.168541 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.281276 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.152499 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.129843 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.11587 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0336776 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.014362 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.03695 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0546382 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0398701 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0109214 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.120566 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0377245 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0897602 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.12674 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.043808 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.042555 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0245824 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00251397 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0318995 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0879276 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00859676 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.039995 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.289386 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.114939 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.112 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0983635 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.29084 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.187261 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.16778 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0174501 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0461027 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.000662547 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0880519 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.101246 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0154218 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0145329 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0107688 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.101257 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0850897 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.143091 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0154218 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00278064 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0282744 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0495738 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0264601 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00849492 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0107947 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0421435 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0989975 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0142043 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0142892 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00976008 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0990087 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0828417 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.140843 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0142043 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.006914 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0356093 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.041796 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0192707 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0136864 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00436797 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0491218 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0137606 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0132379 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00961896 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0969681 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0808011 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.138802 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0137606 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.010604 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0405013 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0381124 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0152671 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0173666 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0155395 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0541618 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0203043 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0149017 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00543381 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0346825 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0507214 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00329254 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0145161 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0145849 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.05891 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0858549 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0311413 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0168008 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00526439 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0224352 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0744206 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0825945 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0891201 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0220277 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0834883 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0189821 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0673424 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0690076 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0414002 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0416811 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0141443 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0294372 # DEPENDENCYPART_SIBL
