# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(6,7),(6,19),0.0334688 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0979893 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0167224 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0250751 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0333924 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0346833 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0167224 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0501967 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0204759 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0381481 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0216817 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0671673 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0428326 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0472316 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0384878 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.047023 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0502275 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00969462 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.000461011 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0316561 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0358231 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0224881 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0528048 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0259586 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0407562 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0184126 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0360076 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0126933 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0461816 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.487847 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0468925 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0853661 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0503285 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0655064 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0538586 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0536889 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0315691 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.047023 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0502275 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.00969462 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.000461011 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0299929 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0766141 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0265651 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0979806 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0665278 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0323728 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0728497 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0564601 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0703321 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.059677 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.068239 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.106153 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00366052 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0257783 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0108359 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.114279 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0457003 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.119507 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.162317 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00245256 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0358284 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.034354 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0522709 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0429559 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0538199 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0663505 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.100353 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0434433 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.120125 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.164405 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00845584 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0320186 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0283251 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0310734 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.363214 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0401191 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.17307 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0402715 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0412541 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0115434 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00317865 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0298572 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.106189 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00822181 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0230707 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.103229 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.130538 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00822181 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0108564 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00994386 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.142856 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00959534 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0154419 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0525647 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0825671 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0484156 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0180329 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0440485 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0825671 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0353843 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0300296 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0602243 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0231244 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0314048 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0179078 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0287893 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0192201 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00812317 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0221915 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0258952 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0205653 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0162519 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0143668 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0141393 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0197562 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0746965 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0513763 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0042088 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0427709 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0377205 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00334935 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0397553 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00129012 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0320363 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0975186 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0348703 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00274174 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.000273366 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.576832 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00192765 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0129762 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.056626 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.167263 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0137374 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.018786 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.142132 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0163197 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0573351 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0963237 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0258952 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0205653 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0162519 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0143668 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0141393 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0197562 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.130096 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00700822 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.130362 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.141245 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0564145 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.01109 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.132217 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.143099 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0651576 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0716895 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0697558 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0577253 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.141713 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0689862 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0541173 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0187074 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.252776 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.177669 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0604131 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.20519 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0790563 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.252539 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0311387 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00693344 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00444169 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0346737 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00847926 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0224158 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.23375 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.161257 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0607787 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.122836 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.000892879 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.256789 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0440325 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0105137 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0218888 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0238722 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0259232 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0390551 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.106202 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.101059 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0309681 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0603004 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.129312 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00462181 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00980526 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00889274 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.119162 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0143908 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0502132 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0318988 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0057774 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0246036 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0430798 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0859234 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0340599 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0287052 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0836277 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0300805 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0152961 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.20519 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0790563 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.252539 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0311387 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00693344 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00444169 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0346737 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00847926 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0224158 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.429592 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.048793 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0334122 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.176393 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.175543 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.342984 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.183351 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.162795 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.132036 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0116027 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0200633 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0175949 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.595171 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00434541 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0838939 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.140724 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0135861 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0186347 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.139895 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0571839 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0847954 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0470766 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0417467 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0355956 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00704213 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.022396 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.106113 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0207691 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.117262 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0711972 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0166873 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.119117 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0799402 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0745697 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.072456 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0689 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0103817 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0283567 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0725817 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0518101 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0452993 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0451299 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0425706 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.000830082 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0369205 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0368938 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0254611 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00349165 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0261373 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.100219 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0249761 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0467672 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0504569 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.127099 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0512491 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0527836 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0159595 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0725817 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0518101 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0452993 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0451299 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0425706 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.000830082 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0369205 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0368938 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0254611 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.211737 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.145821 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.1842 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.186773 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.179725 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.187622 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.170579 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.124013 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0560821 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0892936 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0675872 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.305005 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.062581 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0422982 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.15965 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0284131 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0320149 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0299347 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0314522 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0336037 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0493691 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0652086 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0203188 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0646082 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0737052 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.000501896 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0346994 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0736982 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0827952 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00277002 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.027213 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0300206 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0102739 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0823691 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00491234 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00510986 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00175563 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.170353 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.169502 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.351183 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.17731 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00431482 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00964478 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0588589 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0443494 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.111867 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0424094 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.123016 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0383277 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.12487 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0673993 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0276412 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0781498 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.025347 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00698449 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0506972 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0666908 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0161199 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0284523 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.193558 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0305165 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0444571 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00680662 # DEPENDENCYPART_SIBL
(16,10),(16,19),4.70806e-05 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0160262 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0149246 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.183264 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0720758 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0554586 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0047966 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0115609 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0527396 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00580293 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0100379 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0743635 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0354338 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.043564 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0659158 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.103478 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0359178 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.000412027 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.016995 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0359603 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00779834 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0199754 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00906406 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0422048 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0480418 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0558679 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00819867 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0471662 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0179606 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00499617 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0793109 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0118105 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00178963 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00438803 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.21835 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0455142 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.11111 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.070744 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.029273 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.20806 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0870662 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.155798 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.120688 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.098039 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.196759 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.216217 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.173005 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0372107 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0667952 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0398745 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00595548 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.034248 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0198752 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0181392 # DEPENDENCYPART_SIBL
(0,0),(0,2),-0.366969 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),-0.0294658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,21),-1.40471 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,3),-1.08785 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,21),-0.628787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,21),-0.563441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.690446 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.544072 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.364674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.675637 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.511417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,8),-0.908586 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
