# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
(3,6),(3,16),0.0104411 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.0547709 # DEPENDENCYPART_SIBL
(3,6),(3,38),0.0188589 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0104622 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0450103 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0493656 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.00617827 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0030605 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0104622 # DEPENDENCYPART_SIBL
(3,7),(3,38),-0.0279315 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0127881 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.04011 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.014956 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.00641143 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.622981 # DEPENDENCYPART_SIBL
(3,8),(3,38),0.0140565 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.194259 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0404317 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0321895 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.112758 # DEPENDENCYPART_SIBL
(3,9),(3,38),-0.0426904 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.00411901 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.02121 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0370025 # DEPENDENCYPART_SIBL
(3,10),(3,38),-0.0703887 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.08067 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.046922 # DEPENDENCYPART_SIBL
(3,13),(3,38),0.000254243 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.0163232 # DEPENDENCYPART_SIBL
(3,16),(3,38),0.0225861 # DEPENDENCYPART_SIBL
(3,25),(3,38),0.0140565 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00951445 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0805901 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.038071 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0491756 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.018669 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0375533 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0805901 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0499751 # DEPENDENCYPART_SIBL
(4,1),(4,28),-0.0106101 # DEPENDENCYPART_SIBL
(4,1),(4,32),-0.00541033 # DEPENDENCYPART_SIBL
(4,1),(4,38),0.149975 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0674391 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0110034 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0142512 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.030823 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0707367 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0674391 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0765902 # DEPENDENCYPART_SIBL
(4,2),(4,28),-0.043429 # DEPENDENCYPART_SIBL
(4,2),(4,32),0.0112066 # DEPENDENCYPART_SIBL
(4,2),(4,38),0.0812945 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0441656 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0335635 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0519682 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0086956 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0638006 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.00109176 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.0606668 # DEPENDENCYPART_SIBL
(4,5),(4,32),0.0539816 # DEPENDENCYPART_SIBL
(4,5),(4,38),-0.0348553 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0206328 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.066007 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0115238 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0491355 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0152127 # DEPENDENCYPART_SIBL
(4,6),(4,28),0.0633723 # DEPENDENCYPART_SIBL
(4,6),(4,32),0.00628999 # DEPENDENCYPART_SIBL
(4,6),(4,38),0.0520456 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0280601 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00752797 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0317459 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.025209 # DEPENDENCYPART_SIBL
(4,7),(4,28),0.0544602 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.0104591 # DEPENDENCYPART_SIBL
(4,7),(4,38),0.0378996 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00077051 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0274825 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.00376108 # DEPENDENCYPART_SIBL
(4,8),(4,28),0.0190045 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.00568138 # DEPENDENCYPART_SIBL
(4,8),(4,38),0.0132925 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0403603 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0240569 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.0181178 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.0220464 # DEPENDENCYPART_SIBL
(4,9),(4,38),0.0281327 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.00109176 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.0606668 # DEPENDENCYPART_SIBL
(4,10),(4,32),0.0539816 # DEPENDENCYPART_SIBL
(4,10),(4,38),-0.0348553 # DEPENDENCYPART_SIBL
(4,13),(4,28),0.0917498 # DEPENDENCYPART_SIBL
(4,13),(4,32),0.0157987 # DEPENDENCYPART_SIBL
(4,13),(4,38),0.0245743 # DEPENDENCYPART_SIBL
(4,28),(4,32),-0.0549984 # DEPENDENCYPART_SIBL
(4,28),(4,38),0.011463 # DEPENDENCYPART_SIBL
(4,32),(4,38),0.0576895 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0250564 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0759348 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0761731 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.072018 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0590258 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0538097 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0750699 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0750416 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0535202 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0750416 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0299821 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0274813 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0586101 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0569309 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0335142 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0240106 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0226891 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0437924 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0226891 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.099663 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00774932 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0802198 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.129661 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0988553 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0988542 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.102354 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0988542 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0169707 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0746371 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.10979 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.106075 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.106074 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0995715 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.106074 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0411437 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.386423 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0641814 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0641867 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00621093 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0641867 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0990064 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0592403 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0592391 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0394079 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0592391 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0571149 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0553568 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0678255 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0553568 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0994626 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0923368 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0994626 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0959886 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.103128 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0433182 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0576424 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0523097 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0291702 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0335543 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0242505 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.044182 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0145964 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.017204 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0320878 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.028832 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0340271 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0103698 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0416925 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0402551 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0852016 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0852016 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00628502 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0138079 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0171015 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0312681 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0946183 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.039389 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0190005 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0376552 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0376552 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0155306 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0444346 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0155089 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0368458 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0114516 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.042259 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0444344 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0444344 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0602107 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00998956 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0166965 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0966533 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0598503 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.121819 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.121819 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0098588 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00819751 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.196827 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0649783 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0370257 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0370257 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0165848 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0224657 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0470266 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0431816 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0431816 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0287876 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00796027 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0182498 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0182498 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00164827 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0200167 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0200167 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00690907 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.00690907 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0126935 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0306512 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.110575 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.113781 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.11421 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0528319 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0316192 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.11421 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.11421 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.026599 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0149462 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0562763 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0562763 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0584323 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0647367 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0562763 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0562763 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0531796 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0403513 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0385947 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0736796 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0562437 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0385947 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0385947 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0738005 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0499213 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0640649 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0151895 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0499213 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0499213 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.048806 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0605774 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0117069 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0464418 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0464418 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0452795 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0603494 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0291776 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0291776 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0632124 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0500319 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0500319 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0526834 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0464418 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0452795 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0452795 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0101748 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0370245 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.088171 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0441831 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0558025 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0443346 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0557968 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0245734 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0184421 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0131921 # DEPENDENCYPART_SIBL
(9,1),(9,38),0.157029 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.027332 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0816072 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0373543 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0664648 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0613155 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.066883 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.144649 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0361879 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.088745 # DEPENDENCYPART_SIBL
(9,7),(9,38),0.181092 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0698594 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.050765 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0550978 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.062069 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0550951 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.00207003 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0810769 # DEPENDENCYPART_SIBL
(9,8),(9,32),0.036774 # DEPENDENCYPART_SIBL
(9,8),(9,38),0.12628 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0398039 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0349774 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0183773 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0330416 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0485662 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.0535543 # DEPENDENCYPART_SIBL
(9,10),(9,32),0.0421959 # DEPENDENCYPART_SIBL
(9,10),(9,38),-0.0326505 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0464824 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0273004 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.046422 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.039018 # DEPENDENCYPART_SIBL
(9,11),(9,28),0.0224347 # DEPENDENCYPART_SIBL
(9,11),(9,32),-0.0217444 # DEPENDENCYPART_SIBL
(9,11),(9,38),-0.0414453 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0122038 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0345681 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0326933 # DEPENDENCYPART_SIBL
(9,12),(9,28),0.0410477 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.0264997 # DEPENDENCYPART_SIBL
(9,12),(9,38),0.0414815 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0378867 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.00867579 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0682257 # DEPENDENCYPART_SIBL
(9,13),(9,32),-0.0150306 # DEPENDENCYPART_SIBL
(9,13),(9,38),0.0323634 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0327784 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.0457506 # DEPENDENCYPART_SIBL
(9,14),(9,32),-0.022681 # DEPENDENCYPART_SIBL
(9,14),(9,38),0.049034 # DEPENDENCYPART_SIBL
(9,25),(9,28),0.0160797 # DEPENDENCYPART_SIBL
(9,25),(9,32),-0.0132809 # DEPENDENCYPART_SIBL
(9,25),(9,38),0.0328798 # DEPENDENCYPART_SIBL
(9,28),(9,32),-0.0665174 # DEPENDENCYPART_SIBL
(9,28),(9,38),0.0138024 # DEPENDENCYPART_SIBL
(9,32),(9,38),0.0579972 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0867502 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0130902 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0867519 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.086749 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0757487 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0857122 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.086749 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.086749 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.086749 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0726241 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0653193 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0170975 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0994655 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0994626 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0923368 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0615113 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.099464 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0994626 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0994626 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0752096 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.00969098 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0415843 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0414833 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00925892 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0411998 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0418319 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0414833 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0414833 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.00858293 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.00246519 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.103129 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0959887 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0651898 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.10313 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.103129 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.103129 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0787885 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.00554798 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0959886 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0651734 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.103129 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.103128 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.103128 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0787884 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.00554722 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00689454 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0433182 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0433182 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0433182 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0153003 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.167205 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.043499 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.043499 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.043499 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0356113 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0281954 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.103316 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.103316 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0787928 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.00601116 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.103128 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0787884 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.00554722 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0787884 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.00554722 # DEPENDENCYPART_SIBL
(10,23),(10,25),0.0683552 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0611993 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0943503 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0722645 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0471262 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0268564 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0268749 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0511315 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0423946 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.026874 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0268749 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0471262 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0430954 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0448699 # DEPENDENCYPART_SIBL
(12,7),(12,31),0.0458481 # DEPENDENCYPART_SIBL
(12,7),(12,38),0.0593636 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0169911 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0095352 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0408945 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0390739 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0390763 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0545767 # DEPENDENCYPART_SIBL
