# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(6,5),(6,9),-0.0212255 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0479807 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.04495 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.108448 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0605438 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0136304 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0292821 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00458589 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.127594 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0264323 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0283899 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.131211 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0397049 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0292243 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0108296 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0139327 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0377063 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0193705 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0339328 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0161614 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0121081 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0185076 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0159723 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0729798 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0212605 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0181636 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0254266 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0354251 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00786998 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0463737 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0266338 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0955279 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00295181 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0522259 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0370366 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0247123 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0133457 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0442318 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0448776 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.07035 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0459829 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.16163 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0556167 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.163558 # DEPENDENCYPART_SIBL
(7,2),(7,34),-0.0010201 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0210386 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0321095 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.034753 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0731023 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0539472 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0481141 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.100542 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0625481 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.100831 # DEPENDENCYPART_SIBL
(7,5),(7,34),0.0466672 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0680009 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0739308 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0836818 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00230989 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0188816 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.171101 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0149269 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.173532 # DEPENDENCYPART_SIBL
(7,6),(7,34),0.00645957 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0224208 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0836158 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0210871 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00979307 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0541369 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0479847 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0555427 # DEPENDENCYPART_SIBL
(7,8),(7,34),0.0255304 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0697431 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0458761 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0692135 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0330816 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0323591 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0343848 # DEPENDENCYPART_SIBL
(7,9),(7,34),0.140884 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0147922 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0182563 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.165485 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.118909 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.168347 # DEPENDENCYPART_SIBL
(7,11),(7,34),0.00712093 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0480023 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0252836 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0479917 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0268096 # DEPENDENCYPART_SIBL
(7,12),(7,34),0.0444265 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0487764 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0893789 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0534385 # DEPENDENCYPART_SIBL
(7,13),(7,34),-0.0270862 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0432847 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.178977 # DEPENDENCYPART_SIBL
(7,15),(7,34),0.0132767 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0534574 # DEPENDENCYPART_SIBL
(7,16),(7,34),0.0267435 # DEPENDENCYPART_SIBL
(7,19),(7,34),-0.00209335 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00338565 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00860643 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0175836 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0588449 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.079622 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0569337 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0287291 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0840323 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0436537 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0364568 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0262311 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.129184 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0224749 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0434086 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0162595 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0451725 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0497402 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.000788745 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0495557 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00839131 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0415651 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0158785 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.00376254 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0629205 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.137056 # DEPENDENCYPART_SIBL
(9,1),(9,30),-0.0434086 # DEPENDENCYPART_SIBL
(9,1),(9,34),0.0449858 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.058645 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.196798 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0736036 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.040222 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0128974 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0522694 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0573861 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0535935 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.039553 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.000492656 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0421713 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.022711 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0417692 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0296518 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0225307 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0355186 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00889711 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0249458 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.03739 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0512585 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0734736 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.000492656 # DEPENDENCYPART_SIBL
(9,2),(9,34),-0.00210327 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0182239 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.217682 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0889861 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0232361 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0143963 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0740509 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.030012 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0192667 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.041723 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0227119 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00435048 # DEPENDENCYPART_SIBL
(9,3),(9,16),3.21062e-05 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.000435615 # DEPENDENCYPART_SIBL
(9,3),(9,19),-8.24841e-05 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.057789 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0120515 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0231583 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.00412358 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0354473 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0512923 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.041723 # DEPENDENCYPART_SIBL
(9,3),(9,34),0.135218 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0122591 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0512417 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00227333 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0642352 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0508469 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0382001 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0361537 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00997772 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.042544 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0198127 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.019801 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0351526 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0196312 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0268579 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00146315 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0229577 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0430918 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0615914 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0519483 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.00997772 # DEPENDENCYPART_SIBL
(9,4),(9,34),-0.00796384 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00606222 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0308574 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0466161 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00956207 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0869549 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0113809 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00219337 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00386218 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00587031 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0739861 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0578649 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00605806 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0273498 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0638513 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0317714 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0428473 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.00281054 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.122185 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.00219337 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.0525422 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0303061 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0477518 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0452708 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0326133 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0647171 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.062564 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0239787 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0149726 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0679689 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0608019 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0157118 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0786466 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0404672 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0133101 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0581344 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0800653 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0305664 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.062564 # DEPENDENCYPART_SIBL
(9,6),(9,34),0.0260281 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0582614 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.040358 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0648246 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0348498 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0661888 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0114108 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0498693 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0189639 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0361242 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0482793 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0544668 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0369835 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0369761 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0237176 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0175994 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0699 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.0661888 # DEPENDENCYPART_SIBL
(9,7),(9,34),0.0194151 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0590273 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.112134 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00673038 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0345824 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0400864 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0271471 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0386912 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0579639 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.02376 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.107202 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0882348 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.00967622 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0580805 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0142625 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.118716 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.0345824 # DEPENDENCYPART_SIBL
(9,8),(9,34),-0.260847 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0273055 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0100701 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0540964 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0234952 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0388612 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00569689 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00794203 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0402429 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0476086 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0279336 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0144436 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.00673114 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0140129 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0195037 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.0540964 # DEPENDENCYPART_SIBL
(9,10),(9,34),-0.0738125 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0357836 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0702701 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0173418 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0577571 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0602712 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0241382 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0606032 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00510352 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0313778 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0276683 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0180747 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.122802 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.035391 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.0702701 # DEPENDENCYPART_SIBL
(9,11),(9,34),0.116903 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0328905 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0528114 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0747756 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0481413 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0377208 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0762648 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0935839 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.050295 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0567688 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0268191 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0327423 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0246972 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0328905 # DEPENDENCYPART_SIBL
(9,12),(9,34),-0.00851118 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0409664 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0160082 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00975281 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0262315 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.021979 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0346509 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0622945 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0177101 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0153901 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00553341 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0129041 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0936484 # DEPENDENCYPART_SIBL
(9,13),(9,34),-0.0367161 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0580912 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0102033 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0400436 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0594571 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0808155 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0385992 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0350058 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0366338 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0339768 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.0209302 # DEPENDENCYPART_SIBL
(9,14),(9,30),-0.0469689 # DEPENDENCYPART_SIBL
(9,14),(9,34),-0.0503465 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.122179 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0111452 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0766759 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.016279 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0293192 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.020771 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.020086 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0450922 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0123405 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.0264675 # DEPENDENCYPART_SIBL
(9,15),(9,34),0.0146696 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.036432 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0576096 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00599343 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0130931 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00291747 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0355988 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0155142 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.0271331 # DEPENDENCYPART_SIBL
(9,16),(9,30),-0.021523 # DEPENDENCYPART_SIBL
(9,16),(9,34),0.0369785 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0645911 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00565355 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.050732 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0337901 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0645154 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.00484472 # DEPENDENCYPART_SIBL
(9,17),(9,29),0.0268375 # DEPENDENCYPART_SIBL
(9,17),(9,30),-0.00544455 # DEPENDENCYPART_SIBL
(9,17),(9,34),0.0370466 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0122112 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0284928 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0216898 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.022492 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.030949 # DEPENDENCYPART_SIBL
(9,19),(9,29),0.0199634 # DEPENDENCYPART_SIBL
(9,19),(9,30),0.00514979 # DEPENDENCYPART_SIBL
(9,19),(9,34),0.0141935 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0047542 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00611044 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0164436 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0456991 # DEPENDENCYPART_SIBL
(9,20),(9,29),-0.0142561 # DEPENDENCYPART_SIBL
(9,20),(9,30),-0.0263972 # DEPENDENCYPART_SIBL
(9,20),(9,34),0.021702 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0272523 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0517999 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0314449 # DEPENDENCYPART_SIBL
(9,21),(9,29),-0.0296153 # DEPENDENCYPART_SIBL
(9,21),(9,30),-0.0382253 # DEPENDENCYPART_SIBL
(9,21),(9,34),0.0284493 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00433215 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.00267488 # DEPENDENCYPART_SIBL
(9,22),(9,29),0.0085825 # DEPENDENCYPART_SIBL
(9,22),(9,30),-0.00941069 # DEPENDENCYPART_SIBL
(9,22),(9,34),0.0133479 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.034971 # DEPENDENCYPART_SIBL
(9,23),(9,29),0.00937336 # DEPENDENCYPART_SIBL
(9,23),(9,30),0.0317841 # DEPENDENCYPART_SIBL
(9,23),(9,34),0.0175897 # DEPENDENCYPART_SIBL
(9,24),(9,29),-0.000576433 # DEPENDENCYPART_SIBL
(9,24),(9,30),-0.0836919 # DEPENDENCYPART_SIBL
(9,24),(9,34),0.0441487 # DEPENDENCYPART_SIBL
(9,29),(9,30),-0.00677017 # DEPENDENCYPART_SIBL
(9,29),(9,34),0.115882 # DEPENDENCYPART_SIBL
(9,30),(9,34),-0.0367161 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0698945 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.435895 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0735638 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0120949 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0828225 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.118054 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0747829 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0617044 # DEPENDENCYPART_SIBL
