# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(6,10),(6,12),-0.00807662 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0216472 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0136408 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00749341 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0168602 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0293434 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0258316 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0255562 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00423501 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0208069 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0215882 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0314341 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0274825 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0221338 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0429794 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0122239 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0667006 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00523445 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0198193 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0643992 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.00154493 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0565156 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00849105 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0159899 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0234103 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0152846 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0610977 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00811295 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0970667 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0141373 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00910382 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0175232 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0167019 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0131509 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0811065 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.00151121 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0942858 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.00660828 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0350915 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.023722 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0172006 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.027976 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0232198 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0237279 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.015971 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0454879 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0621029 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00703125 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0250548 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0721271 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00367632 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00789003 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0833046 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00027864 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0845252 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0168058 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0627288 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.050746 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.017009 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.102249 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.00596752 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0304956 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.0424582 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0382216 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0250562 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.00341928 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.021952 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00876788 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0322179 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0268857 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0164774 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0323029 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0231242 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0198249 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.013103 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00318934 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00636734 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0274735 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.039329 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0857048 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0757443 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0304957 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00476637 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0258067 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0306904 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0253494 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00795914 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0121861 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0189021 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0248327 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00619585 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0676064 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.029322 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.025482 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0839099 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0327607 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0154511 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0284636 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.111903 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0478413 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.110223 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0243614 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00147837 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0439662 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0668408 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0181114 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0327598 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0154909 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0156811 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0143839 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0220079 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0421701 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0142099 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0244353 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0339385 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00431544 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0526923 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0322173 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0595222 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0188091 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0318735 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0221005 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0297168 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0781954 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.031046 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0320469 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.030913 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0345359 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.108679 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0483248 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00678919 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0488796 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0415385 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0323098 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0391101 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0430791 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0311534 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0141728 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0118066 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0185311 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0244532 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0173694 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0514596 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0329712 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.023751 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0222897 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0205617 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0831265 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0127827 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0293707 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0300617 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0247812 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0123181 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0116286 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0443937 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.117037 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.171546 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.156535 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0616221 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00147225 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.144207 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.143355 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0327467 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0154464 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.047345 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.096705 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0397452 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0392676 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0418222 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.112814 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0241963 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0372235 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.277 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00146406 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0363525 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0516402 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0232635 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0122972 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0120681 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0301831 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0156531 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.000896626 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.00631469 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00109849 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.000813003 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00467004 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0284626 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.028029 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0447622 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0143731 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0389798 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0578846 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.100238 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0213597 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0305573 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0356024 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0505401 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0422814 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00546527 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0536041 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0124284 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0268834 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0338026 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0578216 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0301282 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0644021 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.119764 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.032558 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0301148 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00731119 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0329286 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00798977 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0773883 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.108524 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0211382 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0108873 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0860293 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.105726 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0200393 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0130966 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0836157 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.115188 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0505263 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0716496 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0861288 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0462451 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0338922 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.119266 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0142056 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0478734 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0867487 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.050129 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0524486 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0515242 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.167491 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0897338 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0454709 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0408736 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0276297 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0895416 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.24531 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00765225 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0257621 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0348231 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0406406 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0418684 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0308737 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0168227 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.036522 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0383857 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0391375 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0638943 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.032171 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0556221 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0771761 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.044045 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0371375 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0221308 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00328142 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0831876 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.141293 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0641886 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0847523 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0593003 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0709575 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0764225 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0868478 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0129558 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0435577 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0630253 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0172911 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0387541 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0780054 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0465685 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0756361 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0823567 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00656715 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0571835 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0784369 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00894487 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0343094 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0765156 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.00102279 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.144027 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0179121 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0293407 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0471998 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0406769 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.013724 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.134523 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0172234 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0164108 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0321582 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0478141 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0470228 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0201675 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.134356 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0260648 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0983492 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0496528 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.106513 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.143 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00844081 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.13977 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0251031 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0707244 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0159978 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0397801 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.108882 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.000449003 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0177346 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0739316 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0215424 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0349639 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0446518 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0301424 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0314017 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.00652196 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0201709 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0522561 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0231525 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0526375 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0885078 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0438293 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.026523 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00696625 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0240837 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.106237 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0235149 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0119182 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.014702 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0147103 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00341397 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.195046 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0129174 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00544353 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.011569 # DEPENDENCYPART_SIBL
(13,8),(13,9),-5.79019e-05 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.148449 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00947088 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0256879 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0566561 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0552543 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0213382 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.168267 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0156111 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00247192 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0327736 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0201574 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00683151 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0170592 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0353362 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0409832 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.271936 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0226473 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0399293 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0723432 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0246528 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0542506 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0171019 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00658123 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0265131 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0649122 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0567 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0164194 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0802668 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0262457 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0175484 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00875143 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0223251 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0986404 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0386685 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0144242 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.102562 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00863106 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0642409 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00299869 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00321176 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00721348 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0291027 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.16161 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0513325 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0140397 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0109421 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0523527 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0283772 # DEPENDENCYPART_SIBL
(14,3),(14,6),2.15394e-05 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0233975 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00489987 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0485395 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.018643 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.105279 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0434198 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00719483 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00226974 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0294548 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0169476 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0207964 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0843862 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0229613 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.0472961 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0718897 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00706133 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0328479 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0161997 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0659425 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00472839 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0407694 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0265222 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.047074 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0302654 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0197663 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0352854 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00266585 # DEPENDENCYPART_SIBL
