# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,22,28,9,
(3,4),(3,21),-0.157913 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0560533 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0555205 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0562362 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.117527 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.109695 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.104427 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0497807 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0334038 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0728355 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0411093 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.215218 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0826212 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.126925 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.126924 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0842802 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0641097 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0647136 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.103595 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0871785 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0917384 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.155978 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.109342 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0924914 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.126884 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0846238 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0641086 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0647124 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.103594 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0871079 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0917373 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.157921 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.109349 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0928351 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0842793 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.064108 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0647124 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.103593 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0871052 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0917365 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.155625 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.109335 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0924906 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0192381 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0371124 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0568718 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.031348 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0463511 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.065268 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.00822878 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0726417 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0232334 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.00941614 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0422746 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00226111 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0748276 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0988383 # DEPENDENCYPART_SIBL
(3,10),(3,21),0.00443395 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0581992 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0340774 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0476782 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0620383 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00449553 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.033637 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0141646 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0556939 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0819622 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0328904 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0407182 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0232779 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0271715 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0148411 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0358335 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0749699 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0140022 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0332685 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.215218 # DEPENDENCYPART_SIBL
(3,17),(3,21),0.0826212 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0184927 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0370961 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0535949 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0538686 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0545945 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0440578 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0375023 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0366529 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0378356 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0152273 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0111925 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0116598 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0349769 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0110378 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0360348 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0349203 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0386598 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0563098 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00279433 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00206838 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00988254 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0462012 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0454752 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.121272 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.120637 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0215874 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0181513 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0626119 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.122658 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0210987 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0371412 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0587664 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.045285 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0387696 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0450917 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0161847 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.12491 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0223081 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00585871 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0446937 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0700785 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0107099 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0170324 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0360394 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.115009 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.000242412 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.101406 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.145141 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.160644 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.154421 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0595694 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0559152 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0862256 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0178633 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0798144 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0861365 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0438595 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.000482554 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0156595 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0373401 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0326568 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0132372 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0391155 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0562459 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0534816 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0424846 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0492871 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0531826 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0543494 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0515847 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.11121 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0251944 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0639475 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0570578 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0356269 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.000229338 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0248441 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0185815 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0351381 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0566737 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0324671 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0434193 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0137639 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0643598 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.127045 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0632605 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0403281 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0630098 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0410416 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0430223 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0338872 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0067441 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0200335 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00490162 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0225774 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0356364 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0272572 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0319191 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0179325 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.129297 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0655129 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0090456 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0489371 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0658351 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0149625 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0387814 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0165693 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.000759538 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.100837 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.144572 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.160069 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0524187 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0591021 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.090469 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0136199 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.084067 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.02883 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0571032 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0474518 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0289973 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.016456 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0423342 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0594646 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0424846 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0492871 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0543494 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0215013 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0269284 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00410927 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.128876 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0210628 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0212139 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0212217 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0366383 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0738193 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00747814 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0347415 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0247125 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.081411 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0551046 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0924288 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0946985 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.102671 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0406231 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.134364 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0391493 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.123135 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.122216 # DEPENDENCYPART_SIBL
(9,1),(9,30),0.114671 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0800531 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.157319 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.022749 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.104357 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.12249 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.121354 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0856501 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0197036 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00493322 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0101371 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0145495 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0201208 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.019682 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0474945 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0119243 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.106581 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.00761368 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0151159 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0333501 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0593725 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0331446 # DEPENDENCYPART_SIBL
(9,2),(9,30),0.00645986 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00360146 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.195538 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0140298 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0142817 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0142869 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0570249 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00203369 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0560737 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00661543 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.024878 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0318185 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0209623 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0201448 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0527394 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0517533 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0261744 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0145354 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0530301 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0293683 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0365984 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.103764 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0031043 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.108468 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.126601 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.125465 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0169081 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0593943 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0799818 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0753046 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0569969 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0511491 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0657592 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0700501 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0556509 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0380968 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0788128 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0830918 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.117786 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0096283 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.037341 # DEPENDENCYPART_SIBL
(9,4),(9,30),-0.184937 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00180389 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00255775 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00423821 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.101628 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0907476 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0589068 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0560409 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0790974 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0755443 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.038503 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0300181 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.110023 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0121764 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.146406 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.060881 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.126296 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0523953 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0254149 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.0346982 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.127306 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.12617 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0748284 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00887303 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0157392 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00614919 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00044623 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0110533 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0156941 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0694489 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00175763 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0957741 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0180091 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.00781111 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0470002 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0485654 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.022361 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.025696 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.120628 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.082364 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0157333 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00803523 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0028817 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00848398 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0176269 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0124266 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0380837 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00835424 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.103295 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0103274 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00210856 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0365983 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0560865 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0300426 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.00480519 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0844582 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0185117 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00612513 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00906349 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0105887 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0189289 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0186084 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.046539 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0107746 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.105389 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00841731 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00594926 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.034542 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0581806 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0319527 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.00222573 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.132603 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.048889 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0112258 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.220717 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.056748 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00839645 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0812737 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.141017 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0393468 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.101809 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.00715277 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0519937 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0989752 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0470839 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.00443593 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00898764 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0579663 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.080812 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0247339 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0570235 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0563125 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0633332 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.015906 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.047999 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0310371 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0112252 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0469362 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.00330581 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.0871601 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.055366 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0815535 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0429884 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0544225 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0391414 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0654639 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00751985 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0547885 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.00497611 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.00239178 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0431943 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0248749 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0723882 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0852469 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.109264 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0819996 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0762056 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0219303 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0504823 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0988643 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0315904 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0392397 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.104625 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0595071 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0168524 # DEPENDENCYPART_SIBL
