# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,14,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(5,9),(5,17),-0.0232004 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00914435 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0312686 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.00820165 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.0124766 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.077782 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.021015 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0445417 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00967941 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0259637 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0366851 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00185206 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0212591 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0169097 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0158443 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0713915 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0295889 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00419821 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.013123 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0344999 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0159958 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0390358 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.00955483 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.00996475 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0452658 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00980587 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.482435 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0512016 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0336641 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0274853 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0225211 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0715418 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00980368 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00742027 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0705669 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0292529 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0624541 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0258332 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0051377 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.00754681 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0184757 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00735282 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.00332553 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.00711276 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.029778 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0361916 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0146027 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0292475 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0328629 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0105303 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0356304 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0683981 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0380176 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.0142365 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0458406 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0359646 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0442434 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0131027 # DEPENDENCYPART_SIBL
(5,21),(5,25),-0.00394478 # DEPENDENCYPART_SIBL
(5,22),(5,25),0.0158443 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0677931 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0322068 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00124129 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.034138 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0344249 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00105004 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.166138 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00104994 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.066426 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0313591 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00231864 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0651575 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0485754 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0483147 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.185385 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.175954 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.043522 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.156326 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0405858 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0795159 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0433332 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.012932 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0915593 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0472442 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.186477 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.20092 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0407849 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.12632 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0378487 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.095886 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0467749 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0335966 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.110413 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0240867 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00990892 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0279341 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.108071 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0279354 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0247131 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0343932 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0232424 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0362651 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0401427 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0224755 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00664668 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0224201 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00371177 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00903718 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0121026 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00922765 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.024595 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00890048 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0241323 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0196617 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0425614 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0319306 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0327393 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00251365 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0346789 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0242941 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.025536 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0198288 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0166865 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0311915 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.110965 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0871046 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0804599 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.134911 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0289892 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0278452 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0168265 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00893123 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00912777 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0270712 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.374424 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0306288 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0639028 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.000678804 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0415412 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0241526 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0187578 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00620861 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0177356 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0277902 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0354889 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0506759 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0354889 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0174695 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00623901 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.115615 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0219868 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0265774 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00991801 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.104563 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.012153 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0540328 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0150891 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00357815 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0145119 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00227381 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00184419 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00227632 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0430072 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0478438 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0300192 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0478438 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.068993 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0194071 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0249367 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0011621 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.128788 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0156229 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0238589 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.018559 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0120562 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0121817 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.032224 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00336179 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0199448 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0241971 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.019946 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0362901 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0447875 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.11219 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0155444 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0320053 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0184806 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00137155 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0117695 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0475741 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0150269 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0471114 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00998866 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0289387 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0301632 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0029547 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0348123 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0270422 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0898725 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0390634 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0378035 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0395074 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0293514 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0151737 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.206071 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.181458 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.180216 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0245868 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0313229 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.145578 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0313625 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00509993 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0636029 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.000630767 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0580787 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.144872 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.132583 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0305218 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0173022 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0846079 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0144057 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0578665 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0453862 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0449209 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0364044 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.124512 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0351486 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00561985 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0427065 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00272339 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0469353 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0437471 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0318395 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0347653 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0351237 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00652447 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0519832 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00362801 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0563464 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.044994 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0514876 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0360122 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0196874 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0771106 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0219123 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.028027 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00370016 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0586615 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00758909 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0285818 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0860799 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0715657 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0921637 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0330893 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0983691 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0287714 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0257586 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0395035 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0328061 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0515424 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0762831 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0944952 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0408668 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.100701 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0682397 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.407637 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0744551 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0588735 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.108416 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0629849 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0324671 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0807459 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0166774 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00959993 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0788872 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.109563 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0204427 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0225384 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0508525 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0188432 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0063953 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0166774 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0187732 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0315486 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.000873158 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00820509 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0116042 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.139366 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.102453 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0281898 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0307664 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0760635 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0299959 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0439667 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.00820509 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.00949119 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0473484 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.120767 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0658967 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.014496 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0271216 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00618956 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0167952 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0291383 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00962135 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0634552 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.120767 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.023709 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.00812906 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0656871 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.111947 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.036984 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0495178 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0936026 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0889342 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0507576 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0572904 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0760359 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.124139 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0328951 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0524361 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0452484 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0387763 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.014434 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0103442 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0369779 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0228151 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0509991 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0386789 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0294613 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0982254 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0253827 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0471008 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.562641 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0232478 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00281082 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0491524 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0516356 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0171957 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0229192 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0611507 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.154447 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0244941 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0208203 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.184694 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0738072 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0339434 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00816786 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0222151 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0671121 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0543744 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0638693 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.000170721 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0681 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0238696 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00710043 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0273119 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00758619 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.055215 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.00646269 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0013752 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0621534 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00926769 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0854633 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.00149789 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0529072 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0609857 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.00135509 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0681419 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0267645 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.00656353 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0210602 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.124139 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0328951 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0354364 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0106765 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0202134 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0029791 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00381855 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0639571 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0039618 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0649792 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0277438 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0994426 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0471581 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0335019 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0284733 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.002607 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0207537 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0228056 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0324674 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0807462 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0445473 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0275769 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0637403 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.109917 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0186604 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0215654 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0388019 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0170609 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00638892 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0281011 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0187582 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0297662 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.000874135 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0167622 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0568548 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.124225 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.102812 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0264115 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0297974 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0640176 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0282176 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.043965 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00321234 # DEPENDENCYPART_SIBL
