# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(5,12),(5,18),0.0413056 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.062719 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00640932 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0384225 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0228136 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0381246 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0294736 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0659918 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0425573 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0921404 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0124177 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0128726 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0365229 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.151977 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0913449 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.061678 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0292439 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0921336 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0932225 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0149415 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.091184 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0303323 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.000537213 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0502078 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0288282 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0330108 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0876103 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0694322 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0829116 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.117208 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0377892 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0897365 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0857212 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0284727 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.16866 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0117631 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00437206 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.075622 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0159961 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0830617 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0421014 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0521719 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0587362 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.079362 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.153373 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.15513 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00774672 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.16623 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0140587 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0110475 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0127147 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0492785 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0235633 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0623699 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0601223 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0345709 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.101577 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.102666 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0100168 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0972764 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0250053 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00478981 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0555348 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0337528 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0276993 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.077578 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.042137 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.016612 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00279168 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0938938 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0793687 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.135944 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0138353 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.10457 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0265347 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0856376 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.00314724 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0230197 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0225683 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.043053 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0698348 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0396616 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0073749 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0500832 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0319956 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.043542 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0273971 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.05698 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0468363 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0147031 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0364527 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0257486 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0688846 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0323692 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0182592 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0344478 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0508734 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.017269 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.042147 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0317999 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0674743 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0364075 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0113392 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0527111 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00540039 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0257593 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0199232 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0530399 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0371411 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0151902 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0275001 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0259458 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0788265 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00413455 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00195518 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0913562 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0768676 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0177439 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0671135 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00468896 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0340451 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.042074 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0675777 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0472699 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0357473 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00497172 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0501064 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0866816 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0413787 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00519303 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0715274 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.00791021 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0571441 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0604244 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0226522 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00679824 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00917725 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0508743 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0701851 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0353861 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00341206 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.025755 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0524518 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0262137 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0207896 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.013287 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0651885 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0687121 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.020058 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0771105 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.039163 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.041766 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.101888 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0172775 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0402715 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.142821 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.02553 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0130802 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0253338 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.201122 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0256512 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0281424 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00101751 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0121953 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0456206 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0115505 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0117331 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0568681 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0515935 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0515208 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00122389 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00474777 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0479452 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0272569 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0155557 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0031296 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00560923 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0231993 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0198287 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0118041 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00564082 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0173182 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00542862 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0427126 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0221924 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0191831 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00369874 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0079387 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0170956 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0116275 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0246482 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0111664 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0138232 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0131423 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0234533 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0289718 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0951217 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.166673 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.104515 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.104096 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0452217 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.01018 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00228094 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0234288 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0265696 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0156953 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.011436 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0620288 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0348818 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0220395 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0482981 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.000646692 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0922035 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0579588 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0338931 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.151334 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00778207 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0436382 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00573612 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00907954 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0085665 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0316301 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.000755906 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0558644 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0415314 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0494792 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00113521 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0298551 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0129261 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0244017 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00620254 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00221643 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0375883 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0226023 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0059283 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00704219 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0358605 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0294358 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0107047 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0546381 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00698349 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0914906 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.156813 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0313155 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0380293 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.175199 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00778585 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0389151 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00422916 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0137954 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00785313 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00993714 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0633661 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0300008 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0202828 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0570947 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.023034 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0345993 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0500996 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0274507 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0547224 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0108961 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.02486 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.133571 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0141593 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0119423 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.000304348 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.079016 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.330904 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.076287 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0348584 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00995348 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0472225 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0200289 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00467905 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0824151 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.153011 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.168546 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0658565 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0482039 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0470556 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.160349 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0128631 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0505256 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0117207 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0793215 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0326337 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0191175 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0119798 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00598141 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0427732 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0149749 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00673767 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0172906 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00062238 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0601358 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0229368 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0769792 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0214697 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0284457 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.103004 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00929117 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0125229 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0248726 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.090289 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0620633 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0498497 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0107915 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0802507 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0335363 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.02002 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0116599 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00592865 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.042826 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0150277 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00699261 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0172087 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00299125 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0261338 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0117769 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.000897448 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.000331313 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0290767 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0156076 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00297054 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0359641 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0582133 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0334994 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0114982 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0199744 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.036957 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.000177236 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0520149 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0173551 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0127405 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0174505 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0335074 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.050448 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00495956 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0754448 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0370225 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00855451 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0206418 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0472522 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0994338 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.173672 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.126229 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0921055 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00379958 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0380043 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0368467 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00594542 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0210289 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0200505 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0473737 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00796582 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0296592 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0367448 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0812172 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.14551 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0415426 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0602847 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00675061 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0368793 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0254436 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0377924 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0282627 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0689552 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0425573 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0948954 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0122092 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0128081 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0141951 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.149983 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.257261 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00517591 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0979261 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.132106 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.190166 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.177152 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.271695 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00517591 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0550269 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0144875 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0746785 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.015401 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0366142 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0203355 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00205879 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0249879 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0805412 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0286244 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0914848 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.060485 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0408107 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0320784 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0923631 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0286244 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0226709 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0793703 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0746198 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0618846 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0472539 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0846605 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0217383 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.113542 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0221977 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0770804 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0877731 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.111086 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.114175 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.128609 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0221977 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.016074 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0925918 # DEPENDENCYPART_SIBL
