# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(4,6),(4,9),-0.0265811 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0569414 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0806995 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.11191 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.117246 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0569414 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0172227 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0712433 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0268341 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0225491 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0083789 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0360601 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0136046 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.00846181 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0083789 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0268341 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00147928 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00524916 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.000969706 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.171292 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0307557 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.00887019 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.000969706 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0278482 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0150902 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.071644 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0348466 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0490422 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0539947 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.071644 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0630528 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0403964 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0352096 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0133074 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.00748771 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.00835084 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0289488 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.00165535 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0754002 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0759744 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0505107 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0434851 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.375394 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.110175 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0453079 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.00467818 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0979555 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0569414 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0172227 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0712433 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0289488 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.00165535 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0150902 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.00658437 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00614197 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00603601 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0185298 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0202006 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0159732 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0442419 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0169954 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.00717643 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0185298 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0100063 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0132377 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00807762 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00797011 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0134642 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0260444 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0184602 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0319561 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.253511 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0151255 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0134642 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00952574 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0535782 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.048439 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0173972 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00463471 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.014421 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0823672 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0850714 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0106802 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0173972 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00184339 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.00412094 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0193683 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00447891 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.034167 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.076124 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0759231 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0133566 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0193683 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0102244 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.00234314 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0269425 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0126743 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0288458 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0176085 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0324561 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0304799 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00382876 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0416306 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0166928 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.035033 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00860985 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00586061 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0059202 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0207195 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0218905 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00414801 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0559392 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0466881 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0274872 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.00732952 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0144101 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0292427 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0202807 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0205891 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.00956867 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0572806 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0969458 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.110745 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00056892 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.33902 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0320432 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0112688 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0601441 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00382876 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0416306 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0136509 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0442948 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00517885 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00102965 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0276777 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00468107 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.024376 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.000922417 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00541283 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.015857 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0014545 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0367378 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.00541273 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.024376 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00954978 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.00541273 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0640029 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0258291 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.02998 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0874008 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0274324 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0117771 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.022911 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.027922 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.210785 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0554099 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0365475 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0279219 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0117771 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0662108 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0279219 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0536836 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.195297 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.250159 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0954717 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0723466 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0324838 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0943278 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.140809 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0720938 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.117965 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0943279 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0723466 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.017253 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0943279 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0377527 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.236611 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.07927 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0632827 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0230875 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0781262 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.116023 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0536944 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.100268 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0781263 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0632827 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0071455 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0781263 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0180498 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0219626 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0449669 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0253116 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.021066 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0525582 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0377174 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0869986 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0210661 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0449669 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00998062 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0210661 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0570355 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0320442 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0086605 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0132897 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0102209 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0395761 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0787017 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0132897 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0320442 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0265372 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0132897 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.000513747 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0291057 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0320712 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.15873 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.060081 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0774638 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0320712 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.01649 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0361813 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0320712 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00641905 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0207038 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0138134 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0206674 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0547065 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0207038 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00415089 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0163281 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0207038 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0208766 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0078028 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0383468 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0760686 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0132567 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0371104 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0264717 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0132567 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.000390743 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.111156 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.156641 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0266748 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0705267 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0277126 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0266748 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.292256 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0055919 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0306982 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0135059 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0462365 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0306982 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00778645 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0338636 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0167883 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.042547 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0338636 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00333216 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0371104 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0264717 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0132567 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.000390724 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0361813 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0320712 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00641905 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00272395 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0285752 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.000390724 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00825782 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0462567 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.046262 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.108351 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0316738 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0542084 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0122076 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.005054 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0373185 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0835689 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0898729 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.005054 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0507851 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.005054 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0186774 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0186818 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00920703 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0110449 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0269365 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0010377 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0320437 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.221289 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0344302 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0313984 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0320437 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0157004 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0320437 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00136323 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0128159 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0167319 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0369724 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0140436 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0271278 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0862192 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.081994 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0793895 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0271278 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0538617 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0271278 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0127259 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.016577 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0506987 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.01214 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0222354 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0727273 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0748529 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0729533 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0222354 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0407454 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0222354 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0329738 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0531815 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0160456 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00355996 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0398041 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0931277 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.104657 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00355996 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0502147 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.00355996 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0178274 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.058663 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00437897 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0640552 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0654734 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.060493 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00437897 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0874274 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00437897 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0759179 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.149922 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.171087 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.107356 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0835082 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.149922 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0694612 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.149922 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0472057 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0378186 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0417469 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0354894 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0472057 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00998792 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0472057 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0139903 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00722918 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0125123 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0158879 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00167478 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0158879 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0663496 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.062897 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0904717 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0149796 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0904717 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0141747 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0230695 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00559163 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0230695 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0168909 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00382391 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0168909 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00167478 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0158879 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0548807 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0233957 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0123644 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0567094 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0261872 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.02193 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0228648 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.059192 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.066794 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0751075 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0228648 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0447796 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.024397 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0228648 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.063869 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.024837 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0274641 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00786809 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0391499 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00672309 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.247614 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.015608 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0169033 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00672309 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0113069 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0403509 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00672309 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0205477 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0452287 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0373956 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.198774 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0019584 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.054065 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00755294 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00771702 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0019584 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.031887 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0275024 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0019584 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0136763 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0195603 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.118269 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0198942 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0599555 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0228999 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0223845 # DEPENDENCYPART_SIBL
