# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(5,6),(5,23),0.176213 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.0289054 # DEPENDENCYPART_SIBL
(5,6),(5,32),0.0602514 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0238727 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0466938 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0466938 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00693657 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0448636 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0466938 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0152246 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.00906618 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0157228 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.0178627 # DEPENDENCYPART_SIBL
(5,7),(5,32),-0.0589523 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0254559 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0254559 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.000207417 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0128305 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0254559 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0798694 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.00430175 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0518019 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0466214 # DEPENDENCYPART_SIBL
(5,8),(5,32),0.0514572 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.338958 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0725627 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0734898 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.338958 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.049843 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.109976 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0463132 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.118741 # DEPENDENCYPART_SIBL
(5,9),(5,32),-0.0757372 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0725627 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0734898 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.338958 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.049843 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.109976 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0463132 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.118741 # DEPENDENCYPART_SIBL
(5,10),(5,32),-0.0757372 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0535593 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0879493 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00349375 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.026877 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0349737 # DEPENDENCYPART_SIBL
(5,12),(5,28),-0.047488 # DEPENDENCYPART_SIBL
(5,12),(5,32),-0.0210524 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0180038 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0247905 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.00730694 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0119308 # DEPENDENCYPART_SIBL
(5,13),(5,28),-0.00575948 # DEPENDENCYPART_SIBL
(5,13),(5,32),0.0342863 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.049843 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.109976 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0463132 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.118741 # DEPENDENCYPART_SIBL
(5,16),(5,32),-0.0757372 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0158041 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.0676669 # DEPENDENCYPART_SIBL
(5,18),(5,28),0.0232703 # DEPENDENCYPART_SIBL
(5,18),(5,32),0.0385433 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0265028 # DEPENDENCYPART_SIBL
(5,19),(5,28),-0.00155353 # DEPENDENCYPART_SIBL
(5,19),(5,32),-0.0193908 # DEPENDENCYPART_SIBL
(5,23),(5,28),-0.0325964 # DEPENDENCYPART_SIBL
(5,23),(5,32),-0.00397038 # DEPENDENCYPART_SIBL
(5,28),(5,32),0.0112073 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00941187 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0515128 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0654396 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.050438 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.050438 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0435162 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0189776 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0702819 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.00866076 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0514686 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.0487312 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00136444 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0529709 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0970704 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0970704 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0600002 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0419037 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0574283 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0260002 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0640335 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.0622071 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0834449 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0720619 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0720619 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0398013 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0707994 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0708086 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0829582 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0064574 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.131091 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0199337 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0199337 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0505089 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0558756 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0561339 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0864835 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0621134 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0423678 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.262853 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0204323 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0114618 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00573273 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.106071 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00359408 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.0598045 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0204323 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0114618 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00573273 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.106071 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.00359408 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0598045 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0413522 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0413797 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0584078 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0229293 # DEPENDENCYPART_SIBL
(6,12),(6,32),-0.0500161 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0911806 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0734896 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.048993 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.0519496 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0822769 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0323307 # DEPENDENCYPART_SIBL
(6,15),(6,32),-0.0096043 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0425708 # DEPENDENCYPART_SIBL
(6,19),(6,32),0.0379513 # DEPENDENCYPART_SIBL
(6,23),(6,32),-0.0462547 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0595843 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0154894 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0298157 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.109083 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.167981 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.167981 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0712369 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0852835 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0136472 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0246728 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.13998 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.167981 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0153831 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0446271 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.158388 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0811528 # DEPENDENCYPART_SIBL
(8,2),(8,32),-0.0182737 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0260269 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0464334 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0922937 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.137841 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.137841 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0638439 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0843553 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0145174 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0255437 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.148735 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.137841 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0271434 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0464515 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.133183 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0732782 # DEPENDENCYPART_SIBL
(8,3),(8,32),-0.0011447 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0772374 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0255007 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0556209 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0556209 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0137191 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0399281 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.043661 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0458241 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0510449 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0556209 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0288386 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0109264 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00614462 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.00305203 # DEPENDENCYPART_SIBL
(8,4),(8,32),0.144105 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0821052 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0671026 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0671026 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0225617 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.034763 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0594338 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0634078 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0862263 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0671026 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0384265 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0517603 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0161666 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.0159008 # DEPENDENCYPART_SIBL
(8,5),(8,32),0.0248094 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.401238 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.401238 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0327263 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.116324 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00508898 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00260004 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0611493 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.401238 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0405234 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.177792 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.140383 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.147573 # DEPENDENCYPART_SIBL
(8,7),(8,32),-0.0653658 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.18635 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.037853 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0232243 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0100757 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.000574427 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0012594 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.18635 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0296681 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0742868 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0540429 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.021745 # DEPENDENCYPART_SIBL
(8,9),(8,32),0.0263847 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.037853 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0232243 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0100757 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.000574427 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0012594 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.18635 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0296681 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0742868 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0540429 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.021745 # DEPENDENCYPART_SIBL
(8,10),(8,32),0.0263847 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0329145 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0502257 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0434537 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0379567 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0410239 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0284573 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0378386 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0561603 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.0693192 # DEPENDENCYPART_SIBL
(8,11),(8,32),-0.0646729 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00834332 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00578107 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.000302225 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0252679 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0500424 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00369206 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0102223 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0352349 # DEPENDENCYPART_SIBL
(8,12),(8,32),-0.0144269 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.016889 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0303172 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00625925 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00518821 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0180235 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0144556 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.0363647 # DEPENDENCYPART_SIBL
(8,13),(8,32),0.0532463 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.028138 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0111555 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00942876 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0154648 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0114133 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0243405 # DEPENDENCYPART_SIBL
(8,14),(8,32),0.0488412 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0193936 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0221114 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0231744 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0270309 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0305863 # DEPENDENCYPART_SIBL
(8,15),(8,32),0.0922185 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0296681 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0742868 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0540429 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.021745 # DEPENDENCYPART_SIBL
(8,16),(8,32),0.0263847 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0323856 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.00543644 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.0085828 # DEPENDENCYPART_SIBL
(8,18),(8,32),0.010672 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.00320983 # DEPENDENCYPART_SIBL
(8,19),(8,28),0.00943456 # DEPENDENCYPART_SIBL
(8,19),(8,32),0.0326623 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.0190856 # DEPENDENCYPART_SIBL
(8,23),(8,32),0.14492 # DEPENDENCYPART_SIBL
(8,28),(8,32),0.0484326 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0395699 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0335268 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0890335 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0102052 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0436481 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0458025 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0469934 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0625163 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.054644 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0294367 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.102992 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0657526 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00179442 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.205349 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.100676 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00100714 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.148988 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.151691 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.108626 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.154803 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.120714 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.153798 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.107051 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0562134 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.079779 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0314946 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.103235 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.102428 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.107756 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.105499 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0358136 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.108628 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0624222 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0049956 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00133667 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0138681 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00319705 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0089263 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00575248 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0575498 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0140034 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.0715416 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0294811 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.103091 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0951603 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0951697 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.095183 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0428337 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0970006 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.115833 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0745285 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0708071 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0708347 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0708297 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0234732 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0759742 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.13483 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.115303 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.133989 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.112041 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0512343 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0863557 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.160373 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.127539 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.105591 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.044414 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.080416 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.15202 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0977008 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0545993 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0760381 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.140419 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0456152 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0815944 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.153804 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0540507 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.0811493 # DEPENDENCYPART_SIBL
(9,20),(9,27),-0.181139 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0938677 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0742552 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.108915 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.11812 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.124657 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.12119 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0403178 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0294811 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.103091 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0951603 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0951697 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.095183 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.115833 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0745285 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0708071 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0708347 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0708297 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.13483 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.115303 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.133989 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.112041 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.160373 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.127539 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.105591 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.15202 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0977008 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.140419 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.153804 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0182954 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00706769 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0256921 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.00648946 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.00583547 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00583547 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0797092 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0304338 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0380745 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.121774 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0437289 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0402171 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.021254 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0205767 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.0149272 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.0411568 # DEPENDENCYPART_SIBL
(12,2),(12,32),0.128372 # DEPENDENCYPART_SIBL
