# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(3,12),(3,15),0.0621861 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0188796 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.047232 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0443568 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0457624 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.00200626 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.103758 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.00530745 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.105178 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.0109936 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.000700129 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.00458876 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0210594 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.079906 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0581606 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0769547 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0611183 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0626993 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0156468 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.204821 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0831527 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0673599 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0749096 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0706101 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0345859 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.221266 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0955751 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.134427 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0672382 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0161852 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.211631 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0858376 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0896365 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.121751 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.152385 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.29048 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0642874 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0356505 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00399833 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0386808 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0478307 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0465709 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.000699465 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0510878 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0352513 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0525998 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0182312 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.220153 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.166623 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0282406 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.114931 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0975346 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0685063 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0490427 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0605106 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0320225 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.236597 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.179045 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0255687 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.13633 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.164601 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0806578 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0571387 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0238641 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.226963 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.169308 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00772908 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.121744 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.119811 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.067487 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00926637 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.152655 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.246143 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.129851 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.137657 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0825859 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0458698 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.219038 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.180663 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00386644 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.113819 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0988379 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0608825 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0608645 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0212134 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.150244 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00764193 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0319115 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0158271 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0589686 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0499865 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0395239 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0115376 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0335764 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0225192 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.011159 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00743989 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00258115 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.033405 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0383511 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.026631 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.044984 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.032893 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0625588 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0858594 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0747903 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0499071 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00434053 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0719233 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0413755 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.103879 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0801001 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0467318 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.184466 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0329128 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0278053 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0395457 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0274547 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0627674 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0947175 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0836559 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0463403 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0206201 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.06834 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0424501 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.105206 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0765168 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0468267 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.183407 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0279693 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0424293 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0303383 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0605856 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0966266 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0855555 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0459904 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00549786 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0680066 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0420245 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.10546 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0761834 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0466937 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.184036 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00290121 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00903738 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.109559 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0570233 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0567391 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0442879 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00851185 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0541311 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00917374 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.296964 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0551346 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0418462 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0921745 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0437461 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0286313 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0917303 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0806592 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0431347 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00447252 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0651509 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0392282 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.109633 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0733277 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0420545 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.162338 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.06596 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0914909 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0804198 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.044142 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0210696 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0661582 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0360845 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.110903 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.074335 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0374043 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.185951 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0074031 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00143961 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0728498 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0032192 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0626986 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0133927 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0928428 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0635401 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0268143 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.000518497 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0421872 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0193531 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00919976 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0176147 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0244863 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.018345 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0207662 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0712872 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0149525 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0188572 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.01767 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0170727 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0222768 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0155412 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0202242 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0701194 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0124509 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0758771 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00130166 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0200108 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0127122 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.00440611 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.000946692 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0944477 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.100715 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0646745 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0411098 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.089322 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0130846 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.109471 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0153992 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00685285 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0116359 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0118414 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0444564 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00518315 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0291364 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0135509 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0371313 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0450597 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0230149 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0884244 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0190089 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.0682631 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.0136985 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0518423 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0444934 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00227734 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0180139 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0452394 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.014418 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0174044 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0194736 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0223099 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.047671 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0335068 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0681559 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0686019 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0754491 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0928438 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0682339 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0889593 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0632491 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0695103 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0487583 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0157064 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0709578 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0692544 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0936414 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0705511 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0898292 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0655663 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0718275 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0421372 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0180237 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0570749 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0800529 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0762955 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0948056 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0827612 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0801875 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0116338 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.00314876 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00653222 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0349434 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0160891 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00074892 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0189628 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0196075 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0690698 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0820312 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.117714 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0764737 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0819413 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0501294 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0344109 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.086643 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0768291 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.074516 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0108186 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.00251727 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0159544 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0227332 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0205847 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0447765 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0630095 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.00178001 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0140228 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0429851 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.00749476 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.00322818 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0128441 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0406004 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0259523 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0261199 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0489238 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00102181 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0273037 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0861311 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0811849 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0490748 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.074552 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0866431 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0703139 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0521609 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00399907 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0139327 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.112499 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.017401 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0228842 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0327897 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.160548 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0866236 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0502493 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0799906 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0920817 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0702528 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0519079 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.00119679 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0167348 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.137477 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0178165 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0264786 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0317262 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.161886 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0504131 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0771067 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0891977 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0703339 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0521494 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00398635 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0139452 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.122336 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.017568 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0268001 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.03214 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.162128 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0330381 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0449767 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0155907 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.11251 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0064373 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0112877 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0493555 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.160618 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0309042 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0174658 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.303489 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.07579 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0590324 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0625763 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0159427 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0019889 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.12131 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0234413 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0296559 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0349364 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.166301 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0701303 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0546438 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00641546 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0115161 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.137907 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0173018 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0286486 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0380801 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.167571 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.059507 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0921142 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0564697 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0268341 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0341247 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0303074 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0186102 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0439093 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0546097 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0330615 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00451436 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0347471 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00815085 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0147295 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.102474 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.035946 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0105357 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0217831 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0142708 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.029724 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0366815 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0820422 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0555364 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0153832 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0462649 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0635676 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0703286 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.125957 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0659917 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0260584 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00512118 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0299325 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0264417 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00684155 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0112987 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00290477 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0915112 # DEPENDENCYPART_SIBL
