# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(2,11),(2,36),-0.00253637 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.00163524 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0348273 # DEPENDENCYPART_SIBL
(2,12),(2,18),-0.0162673 # DEPENDENCYPART_SIBL
(2,12),(2,22),-0.00163524 # DEPENDENCYPART_SIBL
(2,12),(2,36),0.0371752 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.00139451 # DEPENDENCYPART_SIBL
(2,13),(2,18),0.0873158 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0531372 # DEPENDENCYPART_SIBL
(2,13),(2,36),0.0144601 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0419245 # DEPENDENCYPART_SIBL
(2,14),(2,22),-0.0320216 # DEPENDENCYPART_SIBL
(2,14),(2,36),-0.02475 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.0189276 # DEPENDENCYPART_SIBL
(2,18),(2,36),-0.0170277 # DEPENDENCYPART_SIBL
(2,22),(2,36),0.0144601 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0168485 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0938846 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0234169 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0873504 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.093953 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0121911 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.172176 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0389696 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.114808 # DEPENDENCYPART_SIBL
(3,1),(3,36),0.0540976 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0572899 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0263682 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0806711 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0480364 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0277155 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.146614 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0449823 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0112699 # DEPENDENCYPART_SIBL
(3,2),(3,36),-0.0121463 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.140861 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0853608 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0519093 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.035337 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.105168 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0448894 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.113068 # DEPENDENCYPART_SIBL
(3,4),(3,36),-0.0193429 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00736905 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0243845 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0327863 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.140803 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.00155077 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0241771 # DEPENDENCYPART_SIBL
(3,5),(3,36),0.0350807 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0130078 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00563185 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0312546 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0584948 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0441759 # DEPENDENCYPART_SIBL
(3,6),(3,36),0.154773 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.00041407 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0738063 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0337947 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0554864 # DEPENDENCYPART_SIBL
(3,7),(3,36),-0.00628278 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0751866 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.00617744 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0173964 # DEPENDENCYPART_SIBL
(3,9),(3,36),0.0333772 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0157572 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0218869 # DEPENDENCYPART_SIBL
(3,12),(3,36),0.0126045 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.00723948 # DEPENDENCYPART_SIBL
(3,13),(3,36),0.19052 # DEPENDENCYPART_SIBL
(3,14),(3,36),-0.0056595 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0931943 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00382661 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0263618 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0183845 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.018989 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.118397 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0416598 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0461598 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0402118 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0681904 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.000545914 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0550669 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0311644 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.01411 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.028433 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0431859 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0462723 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0729185 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0506686 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0490769 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0142136 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.026999 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0154589 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0490769 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.047381 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0266901 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0519342 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0712044 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0556744 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0142136 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.16482 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0712356 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.00214965 # DEPENDENCYPART_SIBL
(6,1),(6,30),-0.0909358 # DEPENDENCYPART_SIBL
(6,1),(6,31),0.0355725 # DEPENDENCYPART_SIBL
(6,1),(6,32),0.0363601 # DEPENDENCYPART_SIBL
(6,1),(6,36),0.182212 # DEPENDENCYPART_SIBL
(6,1),(6,37),0.586266 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0147115 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0679011 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.086049 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.114639 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.000794472 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.023111 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.046743 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0246681 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0495565 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0334189 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0275917 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00648307 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0495547 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0418521 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.00180467 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0638214 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.04256 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0245633 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0334189 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.012244 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0167578 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.00912555 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.0168907 # DEPENDENCYPART_SIBL
(6,2),(6,31),0.0792593 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.0339666 # DEPENDENCYPART_SIBL
(6,2),(6,36),0.0522306 # DEPENDENCYPART_SIBL
(6,2),(6,37),0.0554504 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0177817 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0107945 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0980149 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0233156 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00689984 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0281953 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0094312 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0125163 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0477887 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0174762 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00512256 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0143052 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0738385 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.000602204 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0586699 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0477863 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0293541 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0477887 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0496526 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00922167 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0111778 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.0352977 # DEPENDENCYPART_SIBL
(6,3),(6,31),0.0989127 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.0245608 # DEPENDENCYPART_SIBL
(6,3),(6,36),0.0430239 # DEPENDENCYPART_SIBL
(6,3),(6,37),0.0452926 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0978719 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00741538 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0209632 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00558953 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.270346 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00672148 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0628243 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0781255 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0672213 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.073642 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0628245 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0328777 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.000844363 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.106257 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0761548 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0612932 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0781255 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.100433 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0712262 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0823399 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.0673865 # DEPENDENCYPART_SIBL
(6,4),(6,31),-0.0104732 # DEPENDENCYPART_SIBL
(6,4),(6,32),-0.0653494 # DEPENDENCYPART_SIBL
(6,4),(6,36),-0.0501211 # DEPENDENCYPART_SIBL
(6,4),(6,37),-0.00732307 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0435269 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0388674 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00742076 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0974875 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0101057 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00696208 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.010736 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0383011 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0297217 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00699906 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0290918 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.033171 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0163569 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0311495 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0338347 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.010736 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.00311065 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0031289 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0258213 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.0816382 # DEPENDENCYPART_SIBL
(6,5),(6,31),0.0269148 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.0205613 # DEPENDENCYPART_SIBL
(6,5),(6,36),-0.0244793 # DEPENDENCYPART_SIBL
(6,5),(6,37),0.00180033 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.130335 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0381215 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00653306 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0409729 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00365985 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00727388 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.122943 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0327628 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00374542 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0599072 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0436975 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.016002 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.126768 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.105381 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00727388 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.166308 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0781627 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0484408 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.0186036 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.0477487 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.0293293 # DEPENDENCYPART_SIBL
(6,7),(6,36),0.0554361 # DEPENDENCYPART_SIBL
(6,7),(6,37),-0.0564718 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0263049 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0132044 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0234535 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0313316 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0135046 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0232681 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0113449 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0314172 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00440073 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0448034 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0160526 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0447873 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0298573 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0135046 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0201244 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.037655 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.00750472 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.0324764 # DEPENDENCYPART_SIBL
(6,8),(6,31),-0.00786812 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0319612 # DEPENDENCYPART_SIBL
(6,8),(6,36),0.0553985 # DEPENDENCYPART_SIBL
(6,8),(6,37),-0.0613199 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.12527 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.199403 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.113069 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0533906 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.051445 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0751146 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.11307 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.138355 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0593145 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.157589 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0945625 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.108769 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0533906 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00850198 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0609186 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0542333 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0804656 # DEPENDENCYPART_SIBL
(6,9),(6,31),-0.14479 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.138668 # DEPENDENCYPART_SIBL
(6,9),(6,36),-0.0110196 # DEPENDENCYPART_SIBL
(6,9),(6,37),0.0189879 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0406213 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0673377 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0228963 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0122987 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0363064 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0673356 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00526371 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0263685 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0680643 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0398451 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.00981215 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0228963 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0294636 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.032219 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0697612 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.065343 # DEPENDENCYPART_SIBL
(6,10),(6,31),-0.0164291 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0747507 # DEPENDENCYPART_SIBL
(6,10),(6,36),-0.0238013 # DEPENDENCYPART_SIBL
(6,10),(6,37),0.0530654 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.112851 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0512598 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0513845 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0748961 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.112852 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.13992 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0590976 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.157408 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0943449 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.10863 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0512598 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00842318 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0607001 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.054234 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.0804664 # DEPENDENCYPART_SIBL
(6,11),(6,31),-0.146355 # DEPENDENCYPART_SIBL
(6,11),(6,32),-0.13895 # DEPENDENCYPART_SIBL
(6,11),(6,36),-0.0165479 # DEPENDENCYPART_SIBL
(6,11),(6,37),0.0223909 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0175914 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0238529 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0356995 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.167071 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00577258 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0359326 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00429811 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.027342 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0345287 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0175914 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0378254 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.00911633 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0185069 # DEPENDENCYPART_SIBL
(6,12),(6,30),-0.0397465 # DEPENDENCYPART_SIBL
(6,12),(6,31),-0.0130489 # DEPENDENCYPART_SIBL
(6,12),(6,32),-0.0151864 # DEPENDENCYPART_SIBL
(6,12),(6,36),0.00794676 # DEPENDENCYPART_SIBL
(6,12),(6,37),-0.0324461 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0271384 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.013662 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00635472 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0115881 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0212351 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0121251 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0605732 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0526958 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00567116 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0354689 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.00256579 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0290061 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.0253345 # DEPENDENCYPART_SIBL
(6,13),(6,31),0.0212184 # DEPENDENCYPART_SIBL
(6,13),(6,32),-0.00870688 # DEPENDENCYPART_SIBL
(6,13),(6,36),-0.00738738 # DEPENDENCYPART_SIBL
(6,13),(6,37),0.0394066 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0363533 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0302356 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00781625 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0531601 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0291509 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.00258037 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.00248143 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.016429 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.432369 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0155962 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0164488 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.0138409 # DEPENDENCYPART_SIBL
(6,14),(6,31),0.00171873 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.0546761 # DEPENDENCYPART_SIBL
(6,14),(6,36),0.0090691 # DEPENDENCYPART_SIBL
(6,14),(6,37),0.0343404 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0429804 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0226952 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00309308 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0471361 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0178721 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.000271273 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.040606 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0327382 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00104278 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0043227 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.0250813 # DEPENDENCYPART_SIBL
(6,15),(6,31),-0.0291223 # DEPENDENCYPART_SIBL
(6,15),(6,32),-0.0479557 # DEPENDENCYPART_SIBL
(6,15),(6,36),-0.0331459 # DEPENDENCYPART_SIBL
(6,15),(6,37),-0.015809 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00530694 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0361469 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00227704 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0273417 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0341091 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0180728 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0382722 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00911609 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0186058 # DEPENDENCYPART_SIBL
(6,16),(6,30),-0.0399444 # DEPENDENCYPART_SIBL
(6,16),(6,31),-0.0125833 # DEPENDENCYPART_SIBL
(6,16),(6,32),-0.0152995 # DEPENDENCYPART_SIBL
(6,16),(6,36),0.00794922 # DEPENDENCYPART_SIBL
(6,16),(6,37),-0.0324444 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.00432138 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0276997 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00480354 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0663359 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0560854 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0167769 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0417417 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.00100423 # DEPENDENCYPART_SIBL
(6,17),(6,30),-0.0266014 # DEPENDENCYPART_SIBL
(6,17),(6,31),0.00353321 # DEPENDENCYPART_SIBL
(6,17),(6,32),-0.0258114 # DEPENDENCYPART_SIBL
(6,17),(6,36),0.0194058 # DEPENDENCYPART_SIBL
(6,17),(6,37),-0.0577027 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0116908 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0136956 # DEPENDENCYPART_SIBL
