# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(7,8),(7,9),0.0170962 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0464161 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0408093 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0584127 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0124517 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0789102 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0358693 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0973331 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0264965 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00805599 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0431774 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.002279 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0301852 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0206249 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0370971 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00991485 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0182177 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0210151 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00434285 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0216155 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0659604 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.068064 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0147616 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0228226 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0562445 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00126782 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0509891 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0674041 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0809718 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00547864 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0337261 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.020132 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0331704 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0128333 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0251988 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0110976 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0944374 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0354459 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0301669 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0142222 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0348665 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.100343 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0040147 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0282258 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0174854 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00196158 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0156844 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.000402413 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0678122 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.171285 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0647399 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0167197 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0141387 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.125541 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.000281726 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0119914 # DEPENDENCYPART_SIBL
(8,5),(8,9),-3.8668e-05 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00322231 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0228342 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0537276 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0276866 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0266021 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0192554 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00322142 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0959015 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.000962985 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0245446 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0786707 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0542767 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0101446 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0350079 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0148933 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0640644 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0780114 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00202294 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0396104 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0675658 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0544047 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00125588 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.047261 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0165262 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0584868 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0669064 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0853685 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00809186 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0059765 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0485165 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0939687 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0102963 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0115744 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00569962 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0267872 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.045129 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.011865 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00284496 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0383083 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0375313 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0526068 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00731803 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0184346 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0227992 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0649836 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0128483 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00552434 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0379551 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0354376 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.000241964 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00127515 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0131115 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0290041 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0270148 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0181331 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00160487 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0216487 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0108659 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0363335 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.089401 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0528164 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00944084 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00314946 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0365599 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0357691 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00471659 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0223074 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0161345 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0205248 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0359059 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00909077 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0524914 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0216476 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.158654 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0228248 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0108951 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0162655 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00805386 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0135854 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0426009 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0127523 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0559955 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0156063 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0989843 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0110218 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0152012 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0179122 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0128667 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0406726 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00179352 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0516444 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.014542 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.175843 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0377836 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.029031 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00286296 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0780355 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.023392 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00717811 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0377827 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0796378 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0716334 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00922237 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0387674 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.075152 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0739361 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0745804 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0179851 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00418891 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0202607 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.150989 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0573034 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0754395 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0334656 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0214106 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0433642 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00500802 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.000440214 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0765564 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00175185 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00502973 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000845325 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0250981 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0903649 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0491254 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0123633 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0610352 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0274469 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0178341 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0106928 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.088514 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0250224 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0264958 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.102639 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00719742 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00315357 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0091313 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.053956 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0110545 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00160952 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0301679 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0343673 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0125944 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0103542 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0154172 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.000565838 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0519227 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.015454 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00982885 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0164544 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0130991 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0367086 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0142366 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.100889 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00783079 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0108498 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0146228 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0431108 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0410614 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0855714 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0483548 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0426789 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0239597 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0973545 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0658352 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0024468 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0268655 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.060345 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0883356 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0106904 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00354851 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00119138 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.119353 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0305048 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0358163 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0716795 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0792692 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.110835 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.178971 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0993087 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0497984 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0105999 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0138942 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0122494 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00151758 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0195971 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0468749 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.08073 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0906681 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0103368 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0437818 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0334428 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0197354 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.000296924 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00145936 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0258931 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.000375925 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00157473 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0617546 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0169821 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0150073 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0207344 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0211871 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0858436 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0100601 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00363282 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.053202 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0200879 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0115247 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00131922 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0192403 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0431781 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0152103 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0243894 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0181629 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0816722 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0173113 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00443925 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0107238 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0219286 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0364528 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00469387 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.107822 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0323336 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0178774 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0200707 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0270077 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0132555 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0153316 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.016668 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0736213 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0345854 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0250103 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00094159 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0440201 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0492761 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00603246 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0235842 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0524874 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0193828 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0225282 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.011632 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00520831 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0249512 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0409129 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0549154 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0185161 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0408057 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00612023 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00512261 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.010897 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0134175 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0223913 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0579697 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00854793 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00320147 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00824493 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0198299 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00727331 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0900241 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00627695 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0585708 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.021002 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0111169 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0314293 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00365392 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0383251 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0285255 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0167661 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0321842 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0378405 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00850879 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0578923 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0102245 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0137702 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0285871 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00888911 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.162479 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.030635 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00487419 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0210157 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0298521 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0223108 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.073333 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0131731 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0302189 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00556587 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00686289 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0259164 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0117703 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0157237 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0304951 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.073333 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0152314 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00277191 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00841906 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0818462 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0363705 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0247227 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00201725 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.013258 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0479997 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0125243 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0122274 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00872824 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0512189 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0328914 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0466834 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0414671 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0412233 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0126127 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0276671 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0073172 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00889757 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0239341 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0708413 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0977789 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0156948 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0696721 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.140353 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0267153 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0426587 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0741074 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.058547 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0302306 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0773497 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0498895 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0273743 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0225857 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0760095 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0101021 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0683856 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.11579 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0101613 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.00800135 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0125118 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0088756 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.00527988 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0511653 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0322903 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0232653 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0487644 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.034285 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.026207 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0215845 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0230917 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0388098 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0743494 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.013968 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00514616 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0171621 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.132713 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0604222 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0424652 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0365341 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0185357 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0635821 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0507381 # DEPENDENCYPART_SIBL
