# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(4,1),(4,14),-0.0504437 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0229486 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.074076 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0753848 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.106154 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.103674 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.106106 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0255849 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.080288 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.104487 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0324278 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00658405 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0443491 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0443541 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0443475 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0560547 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0356779 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0430136 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0105419 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0767713 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0707221 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0706662 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0112688 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.146562 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0723224 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00754104 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0104469 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0104472 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0390888 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0453004 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0100646 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0662013 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.066201 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0293359 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0991355 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0677901 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0660892 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0256518 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.10034 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0676783 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0320576 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0986867 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.067676 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0144357 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0254419 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0727023 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0278588 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0045746 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0521723 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0425392 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00794779 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0132293 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0485 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0206764 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0778868 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.106594 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00318214 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0133815 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0503178 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0039831 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.013052 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0244941 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.019164 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0196577 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0637466 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0423818 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0476634 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0579151 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00193221 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.000336832 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0407003 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0382459 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0519655 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0497932 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0424878 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0616784 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.071901 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0554216 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0200274 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00881489 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00853721 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0551741 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0239585 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0282239 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.00895698 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0551741 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0135809 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0105172 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0435129 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0411487 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0435129 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0855413 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.0951618 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.013363 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0192662 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0493437 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.114159 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.102668 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.104931 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00898042 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0101148 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0241514 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.104915 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00898042 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0333386 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0565525 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0970085 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.00967383 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0970085 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.000228429 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.0552575 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0366563 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0391891 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0702169 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0612101 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0610361 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.10727 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.112924 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0853498 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0613039 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.10727 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0311597 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0480972 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.128272 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0885635 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.128272 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0935112 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0285275 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00167254 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0644277 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0532152 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0529376 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0298602 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0262302 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0332301 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0533573 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0298602 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0140382 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0105063 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0573825 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0437763 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0573825 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0916532 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.022743 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0680367 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0590167 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0588456 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00855253 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.005211 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0865795 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0603702 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00855253 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0379241 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0102051 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0159846 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.033415 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0159846 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0299469 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.00275961 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0698789 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0698091 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0154389 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0383122 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0526688 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0715305 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0154389 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0358288 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0257298 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0547587 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0393801 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0547587 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0362553 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0223416 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0685166 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0181331 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.038335 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.052595 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.070238 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0181331 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0345851 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0244197 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0535715 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0394057 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0535715 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0362297 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0154498 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0112849 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0364603 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0511228 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0700146 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0112849 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.034361 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0241951 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0533504 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.037531 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0533504 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0381044 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.0139868 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.021292 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00785101 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.102385 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.016289 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0471324 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0273679 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0534048 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0119859 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0534048 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.034959 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.00536629 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0228956 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0590618 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0650338 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0214364 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0123381 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0947087 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0664848 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0947087 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0293146 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0306877 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0822727 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0615615 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0875128 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0598884 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.137949 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0311149 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.137949 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.105805 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.0580553 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0189679 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0346123 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0248834 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0536144 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0377861 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0536144 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0378493 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0179464 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0471324 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0273679 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0534048 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0119859 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0534048 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.034959 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.00536629 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0102514 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0406959 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0382066 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0406959 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0344099 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.024622 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0992776 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0614237 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0992776 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.00998129 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0178785 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.110667 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.304943 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0077366 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.0684998 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.108297 # DEPENDENCYPART_SIBL
(6,23),(6,26),0.0298273 # DEPENDENCYPART_SIBL
(6,23),(6,29),-0.00734193 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0077366 # DEPENDENCYPART_SIBL
(6,24),(6,29),-0.0684998 # DEPENDENCYPART_SIBL
(6,26),(6,29),0.0424826 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.023859 # DEPENDENCYPART_SIBL
(7,8),(7,11),-4.13042e-05 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.120913 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0570434 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0212619 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0310142 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00382687 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0232729 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0541492 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0243997 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0420342 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0768041 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0575457 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0243997 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.153667 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0173118 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0922431 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00761777 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.1317 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0349886 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0631102 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0166179 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0176852 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0378121 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0631102 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00973818 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0339273 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0484369 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0100583 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0698874 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0753801 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00768605 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00388355 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0728628 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0753801 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0132595 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0391841 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.127218 # DEPENDENCYPART_SIBL
(8,5),(8,9),-4.81796e-05 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00143179 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0272634 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0482202 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00413149 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00143179 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0151578 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0839489 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0430276 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0286165 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0479775 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0545186 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0402226 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0286165 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00706129 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0695082 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.219211 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.236079 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.158435 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0711494 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.219211 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0803101 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0323229 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00676468 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00619671 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0241036 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0323229 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0612824 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.119339 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0205135 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0588812 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00209502 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0120284 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00980759 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.017805 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0676502 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00601186 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.030107 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00742628 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.000932287 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0452511 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0652865 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0120284 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0137103 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0258845 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0387721 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0384752 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0304005 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0167963 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00515708 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0139385 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00981792 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00353973 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0124656 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0149649 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0139385 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0280734 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0174815 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0181705 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.162332 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0107832 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.162332 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.019153 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0581318 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0223504 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0330763 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00491532 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00623071 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00966603 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0162536 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0381869 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0643207 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0475539 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0504744 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0162536 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.000555119 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.154246 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0119557 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0990387 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0159723 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0990387 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0389275 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0173119 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0930366 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0076179 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.112845 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.101822 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0725098 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.012046 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0307157 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0289372 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0312848 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0725098 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0437172 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00970537 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.018154 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.156752 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0152983 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.156752 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0379876 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0347207 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0484369 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00879719 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0204364 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0847808 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0122587 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0169146 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0638368 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0663361 # DEPENDENCYPART_SIBL
